id 15
slope 0.17092590879281985
intercept 0.0
r2 0.9629090159489732
arctan 0.16928992089142939
n_points 3

x y
2.30115495e-04 3.99869891e-05
2.89400216e-04 4.99460118e-05
2.63491578e-04 4.39389102e-05
