id 14
slope 0.4230286279700591
intercept 0.0
r2 0.959392894623954
arctan 0.40019969334761446
n_points 3

x y
2.51786827e-04 1.06066503e-04
2.93695635e-04 1.26552851e-04
2.61226191e-04 1.08338093e-04
