freq,int_so2,int_water,int_deu
6393.0154,0.0000,0.0001,0.0000
6393.0392,0.0000,0.0001,0.0000
6393.8141,0.0001,0.0002,0.0000
6410.0862,0.0000,0.0000,0.0000
6429.9226,0.0000,0.0001,0.0000
6439.3640,0.0000,0.0001,0.0000
6440.0315,0.0000,0.0000,0.0000
6498.4918,0.0000,0.0001,0.0000
6545.7940,0.0000,0.0002,0.0000
6557.2739,0.0000,0.0001,0.0000
6557.2977,0.0000,0.0001,0.0000
6564.8913,0.0000,0.0002,0.0000
6564.9271,0.0000,0.0002,0.0000
6577.7659,0.0001,0.0003,0.0000
6577.8375,0.0001,0.0014,0.0000
6588.7690,0.0001,0.0001,0.0000
6606.1020,0.0000,0.0000,0.0000
6607.9736,0.0001,0.0001,0.0000
6621.7899,0.0000,0.0001,0.0000
6704.6285,0.0001,0.0002,0.0000
6706.1186,0.0000,0.0001,0.0000
6708.1690,0.0000,0.0000,0.0000
6718.1706,0.0000,0.0000,0.0000
6719.7084,0.0000,0.0000,0.0000
6719.7561,0.0000,0.0000,0.0000
6720.1495,0.0000,0.0001,0.0000
6720.1972,0.0000,0.0002,0.0000
6720.7813,0.0001,0.0002,0.0000
6720.8290,0.0001,0.0002,0.0000
6722.7840,0.0000,0.0001,0.0000
6722.8317,0.0000,0.0001,0.0000
6726.6703,0.0000,0.0000,0.0000
6730.2585,0.0000,0.0001,0.0000
6761.1813,0.0000,0.0001,0.0000
6762.9814,0.0000,0.0000,0.0000
6765.2702,0.0001,0.0002,0.0000
6779.2892,0.0000,0.0000,0.0000
6786.7637,0.0000,0.0001,0.0000
6806.3021,0.0000,0.0000,0.0000
6860.0655,0.0001,0.0001,0.0000
6868.3267,0.0000,0.0000,0.0000
6877.0528,0.0000,0.0011,0.0000
6895.4945,0.0000,0.0002,0.0000
6896.0667,0.0000,0.0003,0.0000
6897.1515,0.0000,0.0000,0.0000
7054.8654,0.0001,0.0001,0.0000
7054.8773,0.0000,0.0001,0.0000
7134.4495,0.0000,0.0000,0.0000
7153.5468,0.0000,0.0001,0.0000
7181.2034,0.0000,0.0000,0.0000
7202.0650,0.0000,0.0000,0.0000
7204.0200,0.0000,0.0000,0.0000
7204.0319,0.0000,0.0000,0.0000
7206.2731,0.0000,0.0000,0.0000
7235.6701,0.0000,0.0001,0.0000
7249.7368,0.0000,0.0000,0.0000
7265.7227,0.0000,0.0001,0.0000
7266.6287,0.0000,0.0000,0.0000
7280.2305,0.0000,0.0001,0.0000
7282.9723,0.0000,0.0000,0.0000
7284.9631,0.0000,0.0001,0.0000
7292.0680,0.0000,0.0002,0.0000
7292.0918,0.0000,0.0002,0.0000
7319.2596,0.0000,0.0000,0.0000
7320.3206,0.0000,0.0000,0.0000
7331.2044,0.0000,0.0000,0.0000
7335.5198,0.0001,0.0001,0.0000
7350.8382,0.0000,0.0000,0.0000
7355.3681,0.0001,0.0002,0.0000
7355.3920,0.0001,0.0002,0.0000
7368.6480,0.0000,0.0001,0.0000
7391.1548,0.0000,0.0001,0.0000
7415.4854,0.0000,0.0001,0.0000
7449.6984,0.0000,0.0001,0.0000
7454.1330,0.0000,0.0002,0.0000
7489.3236,0.0000,0.0000,0.0000
7489.3475,0.0000,0.0000,0.0000
7493.6748,0.0000,0.0001,0.0000
7498.3954,0.0000,0.0001,0.0000
7511.4131,0.0000,0.0001,0.0000
7511.4250,0.0000,0.0001,0.0000
7535.4099,0.0000,0.0001,0.0000
