3125.15497000	0.00007578	0.00007703	0.00006624
4233.19340000	0.00060660	0.00065373	0.00048382
4174.07751000	0.00004031	0.00004039	0.00004286
4662.97865000	0.00022220	0.00020146	0.00019257
6498.16990000	0.00007763	0.00007740	0.00011419
4248.79789000	0.00006611	0.00006275	0.00005692
4473.18554000	0.00099559	0.00096732	0.00088871
6396.32940000	0.00006329	0.00006666	0.00006829
3124.84503000	0.00007603	0.00008301	0.00006985
4375.00477000	0.00007253	0.00006977	0.00010622
5413.00774000	0.00007537	0.00008281	0.00007204
6090.10458000	0.00024870	0.00026408	0.00031712
6351.26829000	0.00005437	0.00005150	0.00007413
3688.03740000	0.00009434	0.00010335	0.00009312
4412.36496000	0.00004434	0.00004696	0.00005077
6521.77334000	0.00016607	0.00017145	0.00017479
3688.01355000	0.00010174	0.00009745	0.00008506
6498.18182000	0.00007687	0.00008245	0.00012211
6353.91474000	0.00023969	0.00026025	0.00033428
4449.33176000	0.00005432	0.00005579	0.00004642
5581.92730000	0.00013130	0.00012054	0.00006699
6396.55590000	0.00011358	0.00010753	0.00009992
7812.50000000	0.00266071	0.00249943	0.00209473
6396.80624000	0.00008633	0.00008107	0.00008815
4928.17163000	0.00015236	0.00016088	0.00016978
3241.94431000	0.00006821	0.00006978	0.00006399
7499.99285000	0.00024059	0.00022194	0.00025375
6351.28021000	0.00005104	0.00005138	0.00007477
6236.29093000	0.00008456	0.00008864	0.00000000
3124.76158000	0.00004031	0.00004233	0.00000000
7834.99479000	0.00005347	0.00005060	0.00000000
6498.53945000	0.00005770	0.00005708	0.00000000
4140.87772000	0.00004304	0.00004370	0.00000000
7093.82296000	0.00005703	0.00005502	0.00000000
3703.60613000	0.00004031	0.00004198	0.00000000
3125.23842000	0.00004234	0.00004533	0.00000000
6238.88969000	0.00010597	0.00010001	0.00000000
7170.66526000	0.00007693	0.00006992	0.00000000
5837.33320000	0.00002216	0.00009511	0.00000000
5116.29581000	0.00002302	0.00005779	0.00000000
7948.41051000	0.00004344	0.00018988	0.00000000
3703.46308000	0.00002921	0.00013647	0.00000000
4618.77584000	0.00007645	0.00008663	0.00000000
7579.23126000	0.00002012	0.00035917	0.00000000
7368.64805000	0.00003179	0.00015110	0.00000000
7127.34461000	0.00010140	0.00012789	0.00000000
7511.41310000	0.00004866	0.00007980	0.00000000
6577.76594000	0.00014163	0.00035120	0.00000000
3906.70300000	0.00002586	0.00114496	0.00000000
6577.83747000	0.00005702	0.00142593	0.00000000
6621.78993000	0.00002921	0.00006585	0.00000000
7409.70373000	0.00002873	0.00004281	0.00000000
6996.77467000	0.00002315	0.00025399	0.00000000
6104.25472000	0.00003135	0.00025061	0.00000000
4612.88691000	0.00002560	0.00007468	0.00000000
7415.48538000	0.00002613	0.00006954	0.00000000
3971.89856000	0.00004290	0.00035673	0.00000000
6720.82901000	0.00011539	0.00015932	0.00000000
6080.72281000	0.00003536	0.00006224	0.00000000
7202.06499000	0.00002435	0.00005031	0.00000000
5443.09616000	0.00003217	0.00021952	0.00000000
7235.67009000	0.00003028	0.00006466	0.00000000
7303.92933000	0.00003675	0.00006775	0.00000000
6877.05278000	0.00003444	0.00106248	0.00000000
7972.82457000	0.00003136	0.00004488	0.00000000
5899.89424000	0.00002112	0.00008455	0.00000000
6018.40019000	0.00007797	0.00033890	0.00000000
7206.95257000	0.00002121	0.00005288	0.00000000
7454.13303000	0.00003639	0.00020801	0.00000000
6393.01538000	0.00003647	0.00008493	0.00000000
7355.36814000	0.00007317	0.00021780	0.00000000
7959.43737000	0.00002395	0.00050742	0.00000000
7018.69726000	0.00002190	0.00007850	0.00000000
5367.43402000	0.00007253	0.00015864	0.00000000
7054.86536000	0.00005652	0.00006852	0.00000000
6089.71119000	0.00010969	0.00013908	0.00000000
5378.12710000	0.00013479	0.00029328	0.00000000
6564.89134000	0.00002680	0.00016840	0.00000000
5088.01937000	0.00009950	0.00030751	0.00000000
5385.69689000	0.00013132	0.00030157	0.00000000
7190.07254000	0.00003711	0.00005148	0.00000000
7949.12577000	0.00003226	0.00004961	0.00000000
3668.06984000	0.00002153	0.00009221	0.00000000
5926.17989000	0.00003087	0.00013106	0.00000000
7489.34746000	0.00003524	0.00004373	0.00000000
6806.37360000	0.00003372	0.00009336	0.00000000
7282.97234000	0.00003384	0.00004564	0.00000000
7949.05424000	0.00002109	0.00018960	0.00000000
6290.35234000	0.00004957	0.00006400	0.00000000
4285.53820000	0.00003531	0.00037419	0.00000000
6080.73473000	0.00003383	0.00006348	0.00000000
5449.71228000	0.00002105	0.00005113	0.00000000
7292.09185000	0.00002637	0.00019104	0.00000000
7841.46786000	0.00002096	0.00004449	0.00000000
6706.11858000	0.00003576	0.00010043	0.00000000
5440.59277000	0.00004511	0.00014853	0.00000000
4909.26504000	0.00002850	0.00027176	0.00000000
2761.99579000	0.00002016	0.00021964	0.00000000
6557.27386000	0.00004662	0.00006869	0.00000000
5783.59365000	0.00004432	0.00030086	0.00000000
6362.99849000	0.00008085	0.00012291	0.00000000
3750.00238000	0.00003695	0.00010992	0.00000000
6351.10140000	0.00002179	0.00005415	0.00000000
6704.62847000	0.00007340	0.00024317	0.00000000
5370.83149000	0.00009656	0.00033622	0.00000000
6730.25846000	0.00003807	0.00012167	0.00000000
7313.95483000	0.00002457	0.00016807	0.00000000
5818.53390000	0.00006761	0.00025934	0.00000000
7498.47889000	0.00002066	0.00042892	0.00000000
6154.00076000	0.00003700	0.00004693	0.00000000
5389.35661000	0.00002091	0.00052800	0.00000000
5814.09931000	0.00003545	0.00028301	0.00000000
5094.96927000	0.00003290	0.00013134	0.00000000
6896.06667000	0.00002246	0.00031524	0.00000000
6761.18135000	0.00004375	0.00008055	0.00000000
4126.58453000	0.00002265	0.00130282	0.00000000
4001.46246000	0.00002220	0.00022766	0.00000000
3646.21878000	0.00004913	0.00028130	0.00000000
7319.25964000	0.00003412	0.00004379	0.00000000
6720.14952000	0.00002499	0.00012860	0.00000000
7604.75397000	0.00003209	0.00007397	0.00000000
7404.24395000	0.00007503	0.00014239	0.00000000
7334.74493000	0.00013135	0.00016827	0.00000000
5679.40474000	0.00002964	0.00005683	0.00000000
6577.90899000	0.00012582	0.00031734	0.00000000
5826.83086000	0.00002891	0.00037145	0.00000000
7713.12714000	0.00002535	0.00035213	0.00000000
6459.62954000	0.00003143	0.00007014	0.00000000
7265.72275000	0.00002286	0.00008028	0.00000000
4536.52143000	0.00004148	0.00030539	0.00000000
5899.94192000	0.00002935	0.00005345	0.00000000
4176.93853000	0.00005352	0.00038418	0.00000000
5253.20768000	0.00004197	0.00010431	0.00000000
3151.05915000	0.00004402	0.00016582	0.00000000
3703.36771000	0.00002718	0.00004731	0.00000000
3190.58895000	0.00015109	0.00019220	0.00000000
7511.42502000	0.00005179	0.00007610	0.00000000
6726.67027000	0.00003572	0.00004086	0.00000000
7753.83711000	0.00002556	0.00004481	0.00000000
6517.13610000	0.00004600	0.00017593	0.00000000
5292.61827000	0.00003149	0.00009908	0.00000000
6860.06546000	0.00008893	0.00011019	0.00000000
4674.80421000	0.00002334	0.00032774	0.00000000
2846.08603000	0.00002728	0.00020091	0.00000000
3166.87822000	0.00003421	0.00023097	0.00000000
7948.26746000	0.00008105	0.00018064	0.00000000
7014.82296000	0.00002400	0.00020030	0.00000000
4618.75200000	0.00006789	0.00010015	0.00000000
7959.41353000	0.00002250	0.00056224	0.00000000
7355.39198000	0.00005817	0.00024049	0.00000000
7642.45987000	0.00002006	0.00006071	0.00000000
5872.92910000	0.00002720	0.00005708	0.00000000
6720.78133000	0.00006660	0.00018203	0.00000000
7373.54755000	0.00003222	0.00005363	0.00000000
3791.57066000	0.00002839	0.00020321	0.00000000
3906.72684000	0.00002101	0.00140432	0.00000000
3703.55844000	0.00003974	0.00005378	0.00000000
5640.30409000	0.00005275	0.00024396	0.00000000
7335.51979000	0.00007332	0.00008593	0.00000000
6405.30586000	0.00007237	0.00012064	0.00000000
6393.03923000	0.00004108	0.00007263	0.00000000
6588.76896000	0.00005621	0.00015137	0.00000000
7054.87728000	0.00005376	0.00007252	0.00000000
2846.07410000	0.00002815	0.00019931	0.00000000
5936.36036000	0.00006355	0.00022480	0.00000000
6340.45601000	0.00002601	0.00005281	0.00000000
3151.02339000	0.00005919	0.00011420	0.00000000
6564.92710000	0.00002078	0.00021047	0.00000000
3564.63194000	0.00013281	0.00016762	0.00000000
3190.54127000	0.00009872	0.00032396	0.00000000
4611.64713000	0.00002040	0.00016022	0.00000000
7240.15236000	0.00002832	0.00006358	0.00000000
6364.25018000	0.00004061	0.00005448	0.00000000
3703.47500000	0.00002005	0.00013745	0.00000000
6429.92258000	0.00002345	0.00008676	0.00000000
6753.46851000	0.00002543	0.00004973	0.00000000
7489.32362000	0.00003068	0.00004851	0.00000000
7205.58167000	0.00003261	0.00005821	0.00000000
6765.27023000	0.00005723	0.00015880	0.00000000
5854.96426000	0.00002517	0.00004214	0.00000000
5370.81957000	0.00009945	0.00031616	0.00000000
6777.25077000	0.00003406	0.00044437	0.00000000
6557.29771000	0.00004426	0.00008124	0.00000000
5156.60048000	0.00003841	0.00005873	0.00000000
6370.97359000	0.00008503	0.00015218	0.00000000
3855.52645000	0.00005613	0.00011048	0.00000000
6569.64779000	0.00002022	0.00009773	0.00000000
5581.86769000	0.00007348	0.00022282	0.00000000
4796.70763000	0.00002885	0.00004643	0.00000000
7493.59131000	0.00002631	0.00099517	0.00000000
6895.49446000	0.00004961	0.00022696	0.00000000
6806.39744000	0.00003514	0.00008154	0.00000000
4887.93850000	0.00003214	0.00006481	0.00000000
5445.12272000	0.00006347	0.00018548	0.00000000
5926.14412000	0.00004104	0.00009195	0.00000000
5096.45939000	0.00002515	0.00017711	0.00000000
7190.08446000	0.00003702	0.00005320	0.00000000
4909.27696000	0.00002838	0.00028215	0.00000000
6720.19720000	0.00002957	0.00015797	0.00000000
6806.30207000	0.00002184	0.00004157	0.00000000
6719.75613000	0.00002180	0.00004477	0.00000000
4132.37810000	0.00002181	0.00014454	0.00000000
6722.83173000	0.00002947	0.00013169	0.00000000
7498.39544000	0.00002163	0.00009448	0.00000000
4536.53336000	0.00004087	0.00031819	0.00000000
5389.40430000	0.00003607	0.00030323	0.00000000
7284.96313000	0.00002757	0.00014232	0.00000000
6786.76367000	0.00004895	0.00007455	0.00000000
3693.31837000	0.00008781	0.00052962	0.00000000
2913.32006000	0.00005795	0.00101360	0.00000000
7535.40993000	0.00003067	0.00007206	0.00000000
