id 14
slope 1.5984935718336466
intercept 0.0
r2 0.9999925001842048
arctan 1.0117735708083633
n_points 19

x y
2.84689759e-05 4.55963423e-05
1.83735841e-05 2.92980287e-05
3.98466701e-05 6.35531668e-05
4.18147718e-05 6.69704706e-05
3.86866221e-04 6.17905199e-04
1.53764317e-04 2.46342216e-04
1.48316896e-04 2.36201539e-04
8.46012641e-05 1.35237010e-04
2.16488417e-05 3.45736606e-05
3.27765910e-05 5.24214304e-05
2.94123433e-04 4.71435007e-04
1.65127114e-04 2.63239778e-04
7.61392895e-05 1.21343164e-04
2.34647068e-05 3.75726361e-05
2.19614367e-05 3.50806354e-05
1.83851585e-05 2.93462769e-05
1.87254247e-05 3.00265729e-05
1.89910972e-05 3.04484589e-05
2.10887679e-05 3.38433411e-05
