id 11
slope 11.871998836640177
intercept 0.0
r2 0.9056247858708206
arctan 1.486762877054937
n_points 51

x y
1.84734766e-05 2.00677774e-04
2.39679793e-05 3.06445114e-04
2.84933585e-05 4.21545431e-04
3.77022272e-05 4.32537880e-04
1.87078473e-05 2.20096094e-04
1.97550317e-05 2.44924476e-04
1.90889819e-05 2.52519345e-04
3.68663607e-05 3.42391743e-04
2.40257527e-05 2.27040394e-04
2.95524721e-05 3.81542121e-04
2.79489584e-05 4.19738743e-04
2.34611975e-05 2.34430673e-04
2.48198699e-05 2.70345169e-04
2.31375618e-05 3.78556795e-04
2.39151418e-05 2.51551199e-04
3.65057317e-05 4.77333839e-04
5.04874954e-05 5.26325349e-04
8.32150804e-05 1.02236733e-03
8.34985626e-05 9.67052939e-04
2.48557610e-05 2.33269106e-04
2.23033953e-05 2.45426058e-04
1.90024771e-05 2.40235095e-04
5.37360469e-05 5.50616580e-04
5.07362326e-05 7.17471927e-04
1.78765287e-05 1.80602121e-04
3.81212633e-05 5.30645825e-04
4.48304722e-05 5.25406722e-04
4.94293690e-05 5.05350633e-04
2.04467419e-05 3.33755189e-04
2.69584973e-05 3.65106597e-04
3.40376650e-05 3.73290891e-04
5.08660949e-05 5.06844806e-04
4.53132640e-05 6.77680989e-04
2.31669460e-05 2.66092857e-04
2.05288797e-05 2.08195292e-04
2.71082533e-05 2.88157839e-04
3.36419715e-05 3.62866501e-04
3.90664978e-05 4.20221854e-04
4.24850558e-05 4.50496030e-04
4.32876406e-05 4.48679367e-04
4.13385446e-05 4.15638417e-04
3.70401806e-05 3.57752364e-04
7.81883482e-05 1.16577603e-03
9.25437694e-05 1.03235690e-03
4.57569635e-05 6.70173746e-04
1.88657966e-05 2.31719876e-04
2.02020406e-05 2.64450242e-04
2.30403031e-05 2.80623402e-04
2.63686428e-05 2.74409819e-04
4.02726646e-05 4.08282852e-04
2.12843725e-05 2.53227697e-04
