-------- Hyperameters ---------
angular threshold 0.08
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.08
Min samples 2
-------- Variables ---------
population ranking 4
slope 0.29087068959509493
intercept 0.0
r2 0.9983647748710358
arctan 0.2830603798830828
n_points 607

x y
1.02809165e-03 3.33311271e-04
4.51842826e-05 1.44137323e-05
2.67484404e-04 5.04940139e-05
3.08453374e-04 6.06354135e-05
3.44206271e-04 1.00821769e-04
1.02657552e-04 2.58607463e-05
1.20701408e-04 2.91648994e-05
1.42255920e-03 2.42094879e-04
6.38133963e-05 1.22006158e-05
4.08835174e-04 1.28947797e-04
7.89052718e-04 2.19529506e-04
4.61702749e-05 1.44539841e-05
4.78704907e-05 1.43892277e-05
6.82563743e-05 1.54341424e-05
6.29631132e-05 1.70986132e-05
9.42440170e-05 2.78282430e-05
7.29110904e-05 1.87440949e-05
3.28582170e-04 8.26350120e-05
1.03079020e-04 1.94706804e-05
2.42687985e-04 5.10136163e-05
1.25675042e-04 2.26676517e-05
1.53963144e-04 3.14817304e-05
8.66786902e-05 2.29832451e-05
6.13718439e-03 1.88887585e-03
5.19841532e-05 1.61586368e-05
1.35672821e-03 2.25704801e-04
6.53774747e-03 1.46623193e-03
6.66153589e-04 1.42534280e-04
8.93477275e-05 1.44749673e-05
7.39029599e-05 1.24235545e-05
6.34188712e-05 1.53533600e-05
6.47042236e-05 1.51637023e-05
7.92938716e-05 2.14524506e-05
1.66240536e-04 3.05953574e-05
4.93173414e-05 1.27204419e-05
7.70469734e-05 1.45987845e-05
1.62189730e-04 2.62991915e-05
1.61805736e-04 2.63405152e-05
7.43935192e-05 1.39982861e-05
8.46940527e-05 2.34122327e-05
1.13024525e-03 2.68658296e-04
1.48146027e-04 4.80414893e-05
1.98306432e-04 6.35639855e-05
1.99281825e-04 6.34394004e-05
5.36419513e-04 9.67455122e-05
2.48817322e-04 5.60437589e-05
2.48836108e-04 5.53938510e-05
1.44227043e-04 3.74887608e-05
2.34567149e-04 4.00535375e-05
2.01812069e-04 4.03409822e-05
1.25614555e-04 2.12789686e-05
2.08681844e-04 4.03904782e-05
5.73004127e-05 1.65043350e-05
7.74261303e-05 2.30829343e-05
7.51362708e-05 2.11833653e-05
5.67603086e-05 1.73992089e-05
7.50251978e-05 1.94125417e-05
1.89692544e-04 5.36614233e-05
7.34377470e-05 1.48822176e-05
3.67301882e-04 6.40854082e-05
7.57889933e-04 2.02184113e-04
3.39125587e-04 9.25677324e-05
5.72307711e-05 1.81392659e-05
7.98701259e-05 2.28708158e-05
4.93911190e-04 9.24019305e-05
4.63823191e-04 9.57032691e-05
4.31789630e-04 1.32346713e-04
1.98870748e-03 3.59906430e-04
3.88591057e-04 1.15731259e-04
1.45491187e-03 2.73707790e-04
6.42248784e-04 2.02441749e-04
5.09864316e-04 1.65618574e-04
7.06679950e-05 1.76323097e-05
5.11194711e-05 1.18756123e-05
4.85861823e-05 1.29156855e-05
