-------- Hyperameters ---------
angular threshold 0.08
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.08
Min samples 2
-------- Variables ---------
population ranking 10
slope 0.5197586719879803
intercept 0.0
r2 0.9999704503235778
arctan 0.47932931100240544
n_points 36

x y
3.60227271e-04 1.89597847e-04
2.39153701e-05 1.25797958e-05
5.35764551e-05 2.82556510e-05
2.03720232e-04 1.05867901e-04
2.63344807e-05 1.38769785e-05
7.10289573e-05 3.74121516e-05
2.03788303e-03 1.07880819e-03
3.93519652e-04 2.08165190e-04
8.18929798e-05 4.26201792e-05
1.15491076e-02 5.99383061e-03
1.17119570e-03 6.08308987e-04
6.96372005e-05 3.66575712e-05
7.77990193e-05 4.04286866e-05
8.71993094e-04 4.58732304e-04
1.08842601e-04 5.75404081e-05
1.09292369e-04 5.79973151e-05
8.13329007e-05 4.30595460e-05
1.03067995e-04 5.44179590e-05
1.01251358e-04 5.37660627e-05
1.87761713e-03 9.96581830e-04
6.79395661e-05 3.54879541e-05
2.63797275e-05 1.39843458e-05
2.29697935e-05 1.19297907e-05
1.18659903e-03 6.22909956e-04
7.62645136e-04 3.99386007e-04
6.97293492e-04 3.65016852e-04
2.47130341e-05 1.29637890e-05
4.84987032e-04 2.55003580e-04
3.30053757e-04 1.73145929e-04
6.16421813e-04 3.23290668e-04
3.51775466e-05 1.86268375e-05
3.15557298e-04 1.63669458e-04
2.51951665e-05 1.33122924e-05
2.32188907e-05 1.21461098e-05
2.33230362e-05 1.23230269e-05
4.38340529e-04 2.32342935e-04
