freq,int_doh,int_d2o,cluster
7768.38333333,0.00003373,0.00000000,0
7768.78333333,0.00003683,0.00003598,5
7770.00833333,0.00002740,0.00010376,9
7770.60833333,0.00021786,0.00000000,0
7773.67500000,0.00002608,0.00000000,0
7775.00000000,0.00008819,0.00015742,7
7779.28333333,0.00000000,0.00001173,1
7780.00000000,0.00019260,0.00087741,9
7780.33333333,0.00002406,0.00000000,0
7781.89166667,0.00002868,0.00012160,9
7782.78333333,0.00000000,0.00001487,1
7783.15000000,0.00003950,0.00012137,8
7784.25833333,0.00000000,0.00001201,1
7785.00000000,0.00000000,0.00003521,1
7786.96666667,0.00034412,0.00003128,0
7786.97500000,0.00034246,0.00003180,0
7790.00000000,0.00004042,0.00011017,8
7790.29166667,0.00012863,0.00017764,6
7790.35833333,0.00010368,0.00005737,3
7791.11666667,0.00000000,0.00001158,1
7792.90833333,0.00000000,0.00001286,1
7793.53333333,0.00002293,0.00000000,0
7794.34166667,0.00003336,0.00001499,2
7794.37500000,0.00002720,0.00001948,3
7794.50833333,0.00003144,0.00000000,0
7798.55000000,0.00019886,0.00014874,3
7800.00000000,0.00006008,0.00104366,1
7800.55000000,0.00023913,0.00000000,0
7800.70833333,0.00052648,0.00000000,0
7800.72500000,0.00054432,0.00000000,0
7803.35833333,0.00002007,0.00002207,6
7803.37500000,0.00000000,0.00002296,1
7804.99166667,0.00000000,0.00004085,1
7805.12500000,0.00000000,0.00004380,1
7807.19166667,0.00000000,0.00001316,1
7809.66666667,0.00000000,0.00001823,1
7809.73333333,0.00002254,0.00001462,3
7810.00000000,0.00004747,0.00011300,8
7812.50000000,0.00053642,0.00009675,4
7815.00000000,0.00000000,0.00001575,1
7817.62500000,0.00004851,0.00006405,6
7817.80833333,0.00082868,0.00122636,7
7819.42500000,0.00007685,0.00000000,0
7820.00000000,0.00018582,0.00058974,8
7821.91666667,0.00015323,0.00031739,7
7822.22500000,0.00002287,0.00001701,3
7822.71666667,0.00000000,0.00002785,1
7824.72500000,0.00002249,0.00000000,0
7825.00000000,0.00009208,0.00004329,2
7827.32500000,0.00003637,0.00000000,0
7829.15000000,0.00029632,0.00001294,0
7829.17500000,0.00026571,0.00001393,0
7830.00000000,0.00003166,0.00005866,7
7832.68333333,0.00000000,0.00001276,1
7834.25000000,0.00061670,0.00050652,5
7834.63333333,0.00006597,0.00008760,6
7834.73333333,0.00007029,0.00007644,6
7836.05000000,0.00002507,0.00000000,0
7840.00000000,0.00016371,0.00052948,8
7841.78333333,0.00000000,0.00001958,1
7844.32500000,0.00000000,0.00001157,1
7845.00000000,0.00000000,0.00005597,1
7845.41666667,0.00013574,0.00035603,8
7847.09166667,0.00000000,0.00001913,1
7848.66666667,0.00003119,0.00000000,0
7848.79166667,0.00004004,0.00004060,5
7850.00000000,0.00029744,0.00092108,8
7856.01666667,0.00000000,0.00001891,1
7856.13333333,0.00000000,0.00001259,1
7858.39166667,0.00000000,0.00001810,1
7860.00000000,0.00016677,0.00055021,8
7860.85833333,0.00002470,0.00000000,0
7861.18333333,0.00003036,0.00000000,0
7865.00000000,0.00000000,0.00004920,1
7866.34166667,0.00004785,0.00000000,0
7866.59166667,0.00000000,0.00002212,1
7866.89166667,0.00003781,0.00000000,0
7868.10833333,0.00000000,0.00001312,1
7868.44166667,0.00002540,0.00002081,5
7868.96666667,0.00000000,0.00001827,1
7870.00000000,0.00000000,0.00010905,1
7871.77500000,0.00002096,0.00000000,0
7872.65000000,0.00002728,0.00000000,0
7874.32500000,0.00006393,0.00003002,2
7874.36666667,0.00004245,0.00003937,5
7874.62500000,0.00000000,0.00004607,1
7874.73333333,0.00000000,0.00004228,1
7874.79166667,0.00000000,0.00003783,1
7874.99166667,0.00062894,0.00031060,2
7875.25833333,0.00000000,0.00002799,1
7875.36666667,0.00000000,0.00002515,1
7875.70000000,0.00000000,0.00002091,1
7875.96666667,0.00012774,0.00000000,0
7876.36666667,0.00000000,0.00001625,1
7877.67500000,0.00002535,0.00000000,0
7880.00000000,0.00026490,0.00060550,8
7882.48333333,0.00002245,0.00000000,0
7882.59166667,0.00004861,0.00000000,0
7883.00833333,0.00003762,0.00000000,0
7885.00000000,0.00000000,0.00002026,1
7886.29166667,0.00000000,0.00002126,1
7886.56666667,0.00000000,0.00002710,1
7890.00000000,0.00005073,0.00008650,7
7890.62500000,0.00000000,0.00006424,1
7891.42500000,0.00006985,0.00000000,0
7895.00000000,0.00000000,0.00001503,1
7896.63333333,0.00012504,0.00035290,8
7899.63333333,0.00009066,0.00000000,0
7900.00000000,0.00038390,0.00017854,2
7901.50833333,0.00003958,0.00010298,8
7903.65000000,0.00000000,0.00001320,1
7905.00000000,0.00002873,0.00004907,7
7910.00000000,0.00003387,0.00015437,9
7912.41666667,0.00000000,0.00001300,1
7912.51666667,0.00000000,0.00001434,1
7914.12500000,0.00055561,0.00047039,5
7915.11666667,0.00003907,0.00019228,9
7918.53333333,0.00000000,0.00001456,1
7920.00000000,0.00025075,0.00052168,7
7920.82500000,0.00000000,0.00001170,1
7925.00000000,0.00007639,0.00006544,5
7928.68333333,0.00000000,0.00004408,1
7929.67500000,0.00001975,0.00002047,5
7930.00000000,0.00003869,0.00013769,8
7932.51666667,0.00002725,0.00001283,2
7932.54166667,0.00002492,0.00001442,3
7934.25833333,0.00003051,0.00000000,0
7934.37500000,0.00004258,0.00000000,0
7935.00000000,0.00000000,0.00001405,1
7935.36666667,0.00006679,0.00024472,9
7935.49166667,0.00011854,0.00109089,1
7936.26666667,0.00000000,0.00002161,1
7938.54166667,0.00000000,0.00002115,1
7939.44166667,0.00000000,0.00004515,1
7940.00000000,0.00029713,0.00050450,7
7941.16666667,0.00000000,0.00001450,1
7941.60000000,0.00005912,0.00000000,0
7945.00000000,0.00004282,0.00009081,7
7947.20833333,0.00006632,0.00006724,5
7948.14166667,0.00002875,0.00004957,7
7949.51666667,0.00000000,0.00002309,1
7950.00000000,0.00031852,0.00022452,3
7951.91666667,0.00009616,0.00000000,0
7951.92500000,0.00009670,0.00000000,0
7952.50000000,0.00000000,0.00003644,1
7953.18333333,0.00016225,0.00000000,0
7953.55000000,0.00002095,0.00000000,0
7954.16666667,0.00024882,0.00005604,4
7954.17500000,0.00024884,0.00005539,4
7955.00000000,0.00000000,0.00001874,1
7955.34166667,0.00014423,0.00003749,4
7957.85000000,0.00000000,0.00003145,1
7958.00000000,0.00000000,0.00002378,1
7958.99166667,0.00000000,0.00001477,1
7959.46666667,0.00000000,0.00001577,1
7960.00000000,0.00030244,0.00052521,7
7960.91666667,0.00000000,0.00002300,1
7963.67500000,0.00000000,0.00001426,1
7965.00000000,0.00003215,0.00006615,7
7965.13333333,0.00003334,0.00002245,3
7965.36666667,0.00007644,0.00000000,0
7967.49166667,0.00202210,0.00157341,5
7968.15833333,0.00000000,0.00005201,1
7968.69166667,0.00000000,0.00001860,1
7969.09166667,0.00000000,0.00001453,1
7970.00000000,0.00000000,0.00014919,1
7971.41666667,0.00003636,0.00001861,2
7972.08333333,0.00002296,0.00000000,0
7974.40833333,0.00004497,0.00003673,5
7975.00000000,0.00008603,0.00006125,3
7975.16666667,0.00006719,0.00005901,5
7975.17500000,0.00006742,0.00005870,5
7976.45833333,0.00004854,0.00000000,0
7980.00000000,0.00028504,0.00065175,8
7983.18333333,0.00000000,0.00001513,1
7984.76666667,0.00000000,0.00002212,1
7985.00000000,0.00006652,0.00012349,7
7985.91666667,0.00000000,0.00004281,1
7988.30000000,0.00009581,0.00012026,6
7988.95000000,0.00004063,0.00000000,0
7990.00000000,0.00004430,0.00019076,9
7995.88333333,0.00000000,0.00005623,1
7998.05000000,0.00002283,0.00001721,3
8000.00000000,0.00054429,0.00049390,5
8005.00000000,0.00010109,0.00016859,7
8005.34166667,0.00003171,0.00000000,0
8005.39166667,0.00005597,0.00000000,0
8005.62500000,0.00023457,0.00004005,4
8007.80833333,0.00005157,0.00008769,7
8008.10000000,0.00003456,0.00000000,0
8010.00000000,0.00005191,0.00011363,8
8011.40833333,0.00000000,0.00003435,1
8013.47500000,0.00000000,0.00004259,1
8015.69166667,0.00003654,0.00008119,8
8016.65833333,0.00000000,0.00001761,1
8020.00000000,0.00031528,0.00060743,7
8025.00000000,0.00014593,0.00020520,6
8026.35833333,0.00004684,0.00000000,0
8026.89166667,0.00003492,0.00003125,5
8027.17500000,0.00007901,0.00000000,0
8027.33333333,0.00000000,0.00002048,1
8030.00000000,0.00005513,0.00016728,8
8031.79166667,0.00003721,0.00000000,0
8033.11666667,0.00004677,0.00002693,3
8033.12500000,0.00004417,0.00002691,3
8033.36666667,0.00000000,0.00001495,1
8034.97500000,0.00004989,0.00007440,7
8035.70000000,0.00003400,0.00000000,0
8038.29166667,0.00000000,0.00001178,1
8040.00000000,0.00044634,0.00070659,7
8040.85833333,0.00000000,0.00003898,1
8043.18333333,0.00000000,0.00001555,1
8045.00000000,0.00010290,0.00013582,6
8046.98333333,0.00000000,0.00002356,1
8050.00000000,0.00070114,0.00079604,6
8050.32500000,0.00002236,0.00000000,0
8051.52500000,0.00000000,0.00001641,1
8052.70833333,0.00042372,0.00060667,6
8053.29166667,0.00003116,0.00000000,0
8055.00833333,0.00000000,0.00002261,1
8056.64166667,0.00002458,0.00000000,0
8058.64166667,0.00020181,0.00004034,4
8060.00000000,0.00059192,0.00087230,7
8065.00000000,0.00006675,0.00008481,6
8065.95833333,0.00000000,0.00001250,1
8068.20000000,0.00017964,0.00000000,0
8068.46666667,0.00011866,0.00014578,6
8068.48333333,0.00011555,0.00014363,6
8068.99166667,0.00002677,0.00008359,8
8069.35833333,0.00000000,0.00002441,1
8070.00000000,0.00006914,0.00019397,8
8070.13333333,0.00039822,0.00127233,8
8074.54166667,0.00000000,0.00007027,1
8075.00000000,0.00006114,0.00014023,8
8080.00000000,0.00068723,0.00093157,6
8080.20000000,0.00012861,0.00000000,0
8080.29166667,0.00009461,0.00000000,0
8080.39166667,0.00006714,0.00008201,6
8081.37500000,0.00000000,0.00005296,1
8081.58333333,0.00000000,0.00002855,1
8082.62500000,0.00003213,0.00000000,0
8084.20833333,0.00003791,0.00002231,3
8085.00000000,0.00005976,0.00007177,6
8087.95000000,0.00012561,0.00002128,4
8090.00000000,0.00004673,0.00018820,9
8091.75833333,0.00002110,0.00001638,5
8092.00000000,0.00003394,0.00001249,2
8093.69166667,0.00002597,0.00004426,7
8093.81666667,0.00002115,0.00002984,6
8095.91666667,0.00071266,0.00000000,0
8095.92500000,0.00072624,0.00000000,0
8096.28333333,0.00124557,0.00003386,0
8096.77500000,0.00000000,0.00001488,1
8098.26666667,0.00000000,0.00001161,1
8099.85833333,0.00007274,0.00003620,2
8100.00000000,0.00082084,0.00066559,5
8104.99166667,0.00004497,0.00004529,5
8105.35833333,0.00003328,0.00002518,3
8105.45833333,0.00003165,0.00001192,2
8105.55833333,0.00002177,0.00000000,0
8105.66666667,0.00002056,0.00000000,0
8106.83333333,0.00020868,0.00004039,4
8110.00000000,0.00002985,0.00015943,9
8110.32500000,0.00020800,0.00002654,0
8112.16666667,0.00017229,0.00010796,3
8112.17500000,0.00017217,0.00010910,3
8113.38333333,0.00000000,0.00001644,1
8114.37500000,0.00005730,0.00001650,4
8114.65833333,0.00000000,0.00002336,1
8114.70833333,0.00002786,0.00001528,3
8114.76666667,0.00000000,0.00001571,1
8116.61666667,0.00002131,0.00001528,3
8116.64166667,0.00002018,0.00000000,0
8117.98333333,0.00004033,0.00000000,0
8119.10833333,0.00000000,0.00004164,1
8120.00000000,0.00080465,0.00096058,6
8125.00000000,0.00051032,0.00069890,6
8125.85833333,0.00000000,0.00001311,1
8129.88333333,0.00002104,0.00001279,3
8130.02500000,0.00004691,0.00020024,9
8131.78333333,0.00011010,0.00009368,5
8134.42500000,0.00035266,0.00002034,0
8134.78333333,0.00000000,0.00001526,1
8135.39166667,0.00240279,0.00099703,2
8136.95000000,0.00005820,0.00011343,7
8140.00000000,0.00087126,0.00089315,5
8141.79166667,0.00030759,0.00003282,0
8144.99166667,0.00003207,0.00003068,5
8150.00000000,0.00070110,0.00138062,7
8158.22500000,0.00000000,0.00001359,1
8160.00000000,0.00091985,0.00096138,5
8160.61666667,0.00089138,0.00257430,8
8162.17500000,0.00003563,0.00003568,5
8162.25000000,0.00000000,0.00002283,1
8163.35000000,0.00010066,0.00000000,0
8165.01666667,0.00002857,0.00002254,5
8166.60833333,0.00004998,0.00007109,6
8166.62500000,0.00005173,0.00006895,6
8167.10833333,0.00084129,0.00003600,0
8167.23333333,0.00005267,0.00000000,0
8167.63333333,0.00004844,0.00003846,5
8170.00000000,0.00005621,0.00018580,8
8170.73333333,0.00002007,0.00000000,0
8171.32500000,0.00005984,0.00000000,0
8171.46666667,0.00006889,0.00000000,0
8171.54166667,0.00003372,0.00000000,0
8171.79166667,0.00001982,0.00000000,0
8172.38333333,0.00005070,0.00014354,8
8173.81666667,0.00000000,0.00002110,1
8174.01666667,0.00033952,0.00045994,6
8174.86666667,0.00013459,0.00010526,5
8175.00833333,0.00009596,0.00007836,5
8175.50833333,0.00003087,0.00003526,6
8177.23333333,0.00007303,0.00007733,6
8178.72500000,0.00000000,0.00002487,1
8178.87500000,0.00012571,0.00011700,5
8180.00000000,0.00090271,0.00086800,5
8181.37500000,0.00000000,0.00002067,1
8183.32500000,0.00002709,0.00001521,3
8183.60000000,0.00000000,0.00001705,1
8184.99166667,0.00004223,0.00004709,6
8185.20833333,0.00002051,0.00001977,5
8185.25833333,0.00000000,0.00002419,1
8187.80000000,0.00002981,0.00003030,5
8188.41666667,0.00000000,0.00001316,1
8189.65833333,0.00001977,0.00001302,3
8189.68333333,0.00000000,0.00001504,1
8189.80833333,0.00002300,0.00001268,3
8190.00000000,0.00003869,0.00018210,9
8193.76666667,0.00007741,0.00004300,3
8193.80000000,0.00009278,0.00004686,2
8197.24166667,0.00000000,0.00001317,1
8199.65000000,0.00003941,0.00003364,5
8200.00000000,0.00084244,0.00120059,6
8200.45000000,0.00013761,0.00000000,0
8203.12500000,0.00007329,0.00007601,5
8203.91666667,0.00007986,0.00000000,0
8205.00000000,0.00005704,0.00004327,3
8206.56666667,0.00004593,0.00005047,6
8208.25833333,0.00001976,0.00000000,0
8209.85833333,0.00004020,0.00006248,7
8210.00000000,0.00005036,0.00014493,8
8211.44166667,0.00021128,0.00023708,6
8212.84166667,0.00012806,0.00000000,0
8212.90000000,0.00008094,0.00001188,0
8213.30833333,0.00000000,0.00003632,1
8214.28333333,0.00075113,0.00002407,0
8216.64166667,0.00002592,0.00000000,0
8219.48333333,0.00220092,0.00214597,5
8220.00000000,0.00067334,0.00068102,5
8224.50833333,0.00082720,0.00000000,0
8224.52500000,0.00084883,0.00000000,0
8224.70000000,0.00002447,0.00000000,0
8225.00000000,0.00018011,0.00018550,5
8227.90000000,0.00000000,0.00002632,1
8230.00000000,0.00006565,0.00015352,8
8232.77500000,0.00000000,0.00001402,1
8233.05000000,0.00002270,0.00001525,3
8238.80000000,0.00002587,0.00002012,5
8240.00000000,0.00061662,0.00060076,5
8240.35833333,0.00003054,0.00000000,0
8241.15000000,0.00000000,0.00001490,1
8241.70833333,0.00042807,0.00000000,0
8244.29166667,0.00002276,0.00000000,0
8244.55000000,0.00005302,0.00003496,3
8245.00000000,0.00000000,0.00002114,1
8245.02500000,0.00002156,0.00001804,5
8245.95833333,0.00014396,0.00010862,3
8246.54166667,0.00016963,0.00013865,5
8247.15000000,0.00000000,0.00001303,1
8248.66666667,0.00007743,0.00002308,4
8248.68333333,0.00007514,0.00002118,4
8249.74166667,0.00000000,0.00003197,1
8250.00000000,0.00038490,0.00067353,7
8250.17500000,0.00004683,0.00000000,0
8250.30000000,0.00000000,0.00003416,1
8251.35000000,0.00000000,0.00001612,1
8258.96666667,0.00000000,0.00004523,1
8260.00000000,0.00063265,0.00066787,6
8261.72500000,0.00002454,0.00001568,3
8262.54166667,0.00014739,0.00000000,0
8262.88333333,0.00000000,0.00001693,1
8265.00000000,0.00002647,0.00005029,7
8270.00000000,0.00007212,0.00011329,7
8270.69166667,0.00000000,0.00002742,1
8270.80833333,0.00000000,0.00003655,1
8270.85000000,0.00000000,0.00002187,1
8270.90833333,0.00000000,0.00001366,1
8271.48333333,0.00000000,0.00001381,1
8272.56666667,0.00001989,0.00000000,0
8273.34166667,0.00000000,0.00001155,1
8275.00000000,0.00010482,0.00011097,6
8275.88333333,0.00002130,0.00000000,0
8280.00000000,0.00069286,0.00078016,6
8285.00833333,0.00007197,0.00007933,6
8289.79166667,0.00000000,0.00001360,1
8290.00000000,0.00009946,0.00014350,6
8290.30833333,0.00000000,0.00004013,1
8291.38333333,0.00003353,0.00002232,3
8295.00833333,0.00000000,0.00001765,1
8296.53333333,0.00000000,0.00002236,1
8297.96666667,0.00003309,0.00003008,5
8297.97500000,0.00003257,0.00002999,5
8300.00000000,0.00087241,0.00197993,8
8300.62500000,0.00000000,0.00002916,1
8302.55000000,0.00028581,0.00000000,0
8305.00000000,0.00010910,0.00010599,5
8307.76666667,0.00000000,0.00003303,1
8310.00000000,0.00012190,0.00018469,7
8310.54166667,0.00002826,0.00000000,0
8310.70833333,0.00014923,0.00008538,3
8312.56666667,0.00000000,0.00001649,1
8313.09166667,0.00003083,0.00003984,6
8313.12500000,0.00002867,0.00004535,7
8315.00000000,0.00000000,0.00002052,1
8316.05833333,0.00000000,0.00001886,1
8316.08333333,0.00000000,0.00002229,1
8317.24166667,0.00002378,0.00000000,0
8320.00000000,0.00098317,0.00093876,5
8325.00000000,0.00022339,0.00014633,3
8325.95000000,0.00066952,0.00000000,0
8326.14166667,0.00000000,0.00002859,1
8327.00833333,0.00000000,0.00005447,1
8327.45833333,0.00005844,0.00003789,3
8327.58333333,0.00005676,0.00001740,4
8330.00000000,0.00016212,0.00017737,6
8330.56666667,0.00013280,0.00021387,7
8334.99166667,0.00000000,0.00001745,1
8338.32500000,0.00000000,0.00004836,1
8340.00000000,0.00114631,0.00103835,5
8342.33333333,0.00002440,0.00000000,0
8342.78333333,0.00000000,0.00001873,1
8344.13333333,0.00003199,0.00003478,6
8344.18333333,0.00002095,0.00006041,8
8344.53333333,0.00034148,0.00000000,0
8344.64166667,0.00017507,0.00000000,0
8345.00000000,0.00014153,0.00013067,5
8347.12500000,0.00000000,0.00001266,1
8350.00000000,0.00114599,0.00055692,2
8355.00000000,0.00002174,0.00000000,0
8355.99166667,0.00007503,0.00001941,4
8359.38333333,0.00005826,0.00005142,5
8360.00000000,0.00117321,0.00100732,5
8365.00000000,0.00014493,0.00012167,5
8370.00000000,0.00015208,0.00009678,3
8372.40000000,0.00003951,0.00000000,0
8373.26666667,0.00002875,0.00001541,3
8373.30000000,0.00003332,0.00001157,2
8374.07500000,0.00000000,0.00004943,1
8374.51666667,0.00002503,0.00000000,0
8375.00000000,0.00013345,0.00012793,5
8375.87500000,0.00001994,0.00003850,7
8376.41666667,0.00004639,0.00002883,3
8379.45833333,0.00002375,0.00008072,8
8379.60000000,0.00000000,0.00002373,1
8380.00000000,0.00118890,0.00095840,5
8380.45000000,0.00000000,0.00002885,1
8380.52500000,0.00000000,0.00004145,1
8380.60000000,0.00005499,0.00015506,8
8381.81666667,0.00000000,0.00008252,1
8383.09166667,0.00006402,0.00042848,1
8383.15000000,0.00008977,0.00026752,8
8385.00833333,0.00013395,0.00010036,3
8388.08333333,0.00010435,0.00000000,0
8389.10833333,0.00000000,0.00003745,1
8390.00000000,0.00017753,0.00012159,3
8390.20000000,0.00003386,0.00007861,8
8395.10833333,0.00007752,0.00000000,0
8395.41666667,0.00004808,0.00000000,0
8397.65833333,0.00000000,0.00002687,1
8398.43333333,0.00031680,0.00023817,3
8399.37500000,0.00004703,0.00000000,0
8399.84166667,0.00004053,0.00000000,0
8400.00000000,0.00063099,0.00152098,8
8400.34166667,0.00004305,0.00000000,0
8402.39166667,0.00000000,0.00001783,1
8403.45833333,0.00002441,0.00000000,0
8404.10000000,0.00000000,0.00001421,1
8405.00000000,0.00008870,0.00006999,5
8405.56666667,0.00006522,0.00000000,0
8406.59166667,0.00005052,0.00000000,0
8410.00000000,0.00015147,0.00014965,5
8416.51666667,0.00013105,0.00098308,1
8420.00000000,0.00092438,0.00076143,5
8425.00000000,0.00008855,0.00000000,0
8429.51666667,0.00010432,0.00008322,5
8430.00000000,0.00015036,0.00012954,5
8430.17500000,0.00004936,0.00003821,5
8431.24166667,0.00005373,0.00000000,0
8431.93333333,0.00077676,0.00000000,0
8432.20833333,0.00000000,0.00001168,1
8432.39166667,0.00021082,0.00017860,5
8432.95833333,0.00000000,0.00002131,1
8433.13333333,0.00005564,0.00000000,0
8433.28333333,0.00009958,0.00008396,5
8433.52500000,0.00002018,0.00001414,3
8435.20000000,0.00002475,0.00000000,0
8435.60000000,0.00002865,0.00000000,0
8439.22500000,0.00148952,0.00143153,5
8439.33333333,0.00056531,0.00056858,5
8439.51666667,0.00004945,0.00005422,6
8439.52500000,0.00004973,0.00005477,6
8440.00000000,0.00099058,0.00073713,3
8440.28333333,0.00002100,0.00000000,0
8443.74166667,0.00000000,0.00002994,1
8445.00000000,0.00005239,0.00004476,5
8447.26666667,0.00002304,0.00000000,0
8447.85000000,0.00002994,0.00000000,0
8450.00000000,0.00117626,0.00046249,2
8451.00833333,0.00002358,0.00000000,0
8453.50833333,0.00002410,0.00000000,0
8456.50000000,0.00004404,0.00000000,0
8457.35833333,0.00002092,0.00000000,0
8458.45833333,0.00000000,0.00037261,1
8460.00000000,0.00099100,0.00075135,3
8461.16666667,0.00004952,0.00000000,0
8461.60833333,0.00015000,0.00011498,5
8462.10833333,0.00014734,0.00000000,0
8464.70000000,0.00000000,0.00001690,1
8465.00833333,0.00004700,0.00004416,5
8466.03333333,0.00003545,0.00001319,2
8468.45000000,0.00003639,0.00000000,0
8470.00000000,0.00018969,0.00005366,4
8470.18333333,0.00010044,0.00000000,0
8470.53333333,0.00007517,0.00000000,0
8471.78333333,0.00003908,0.00000000,0
8475.00000000,0.00003100,0.00005961,7
8479.20000000,0.00000000,0.00001669,1
8479.36666667,0.00461203,0.00637487,6
8479.37500000,0.00462141,0.00636741,6
8480.00000000,0.00103494,0.00075756,3
8481.86666667,0.00004313,0.00000000,0
8484.98333333,0.00002251,0.00002326,5
8485.14166667,0.00000000,0.00001506,1
8487.32500000,0.00011576,0.00000000,0
8487.37500000,0.00007344,0.00001488,4
8490.00000000,0.00017123,0.00010310,3
8492.52500000,0.00004611,0.00037019,1
8493.22500000,0.00000000,0.00009467,1
8494.22500000,0.00000000,0.00001608,1
8496.11666667,0.00003223,0.00001432,2
8496.39166667,0.00020130,0.00000000,0
8496.42500000,0.00023326,0.00000000,0
8497.15000000,0.00004583,0.00000000,0
8497.34166667,0.00000000,0.00004007,1
8497.65833333,0.00004094,0.00000000,0
8497.67500000,0.00003752,0.00000000,0
8497.80000000,0.00000000,0.00004620,1
8500.00000000,0.00078554,0.00071519,5
8502.65833333,0.00012351,0.00000000,0
8506.60833333,0.00005069,0.00000000,0
8510.00000000,0.00016079,0.00008261,2
8510.64166667,0.00001984,0.00000000,0
8515.41666667,0.00015766,0.00002245,0
8515.42500000,0.00015435,0.00002276,0
8515.62500000,0.00007545,0.00005563,3
8516.64166667,0.00020184,0.00001786,0
8516.74166667,0.00019140,0.00001180,0
8517.20000000,0.00000000,0.00004111,1
8518.16666667,0.00000000,0.00004126,1
8518.45833333,0.00009221,0.00000000,0
8518.60833333,0.00002443,0.00000000,0
8519.56666667,0.00003466,0.00000000,0
8519.73333333,0.00012503,0.00000000,0
8520.00000000,0.00088805,0.00059758,3
8521.36666667,0.00004322,0.00006503,7
8521.38333333,0.00004030,0.00006788,7
8522.73333333,0.00007408,0.00000000,0
8523.20000000,0.00004981,0.00003500,3
8525.00833333,0.00000000,0.00009381,1
8527.56666667,0.00002295,0.00000000,0
8530.00000000,0.00020489,0.00011288,3
8531.32500000,0.00003623,0.00000000,0
8532.39166667,0.00000000,0.00002997,1
8540.00000000,0.00077104,0.00044525,3
8540.41666667,0.00003050,0.00002273,3
8540.72500000,0.00194414,0.00078432,2
8542.55833333,0.00002953,0.00000000,0
8544.90833333,0.00002960,0.00000000,0
8545.00833333,0.00000000,0.00002725,1
8546.13333333,0.00002309,0.00000000,0
8546.60833333,0.00007576,0.00000000,0
8550.00000000,0.00069371,0.00028739,2
8550.90833333,0.00000000,0.00001614,1
8551.26666667,0.00000000,0.00001333,1
8554.68333333,0.00002115,0.00000000,0
8560.00000000,0.00068474,0.00040130,3
8561.27500000,0.00000000,0.00008595,1
8562.60833333,0.00000000,0.00003807,1
8564.44166667,0.00000000,0.00001396,1
8564.80833333,0.00004542,0.00014284,8
8564.99166667,0.00003381,0.00002479,3
8567.57500000,0.00003776,0.00000000,0
8568.05833333,0.00004551,0.00003021,3
8568.85833333,0.00007468,0.00003424,2
8569.23333333,0.00002341,0.00002478,6
8569.31666667,0.00007513,0.00000000,0
8570.00000000,0.00025971,0.00009121,2
8570.65833333,0.00002012,0.00053538,1
8571.30833333,0.00010226,0.00000000,0
8575.00000000,0.00011776,0.00014914,6
8577.72500000,0.00010546,0.00000000,0
8577.92500000,0.00006045,0.00008235,6
8578.40833333,0.00006733,0.00000000,0
8578.55833333,0.00002434,0.00000000,0
8579.66666667,0.00005829,0.00000000,0
8580.00000000,0.00063034,0.00030735,2
8583.80833333,0.00005970,0.00000000,0
8584.08333333,0.00003389,0.00000000,0
8585.00000000,0.00004009,0.00002590,3
8586.75833333,0.00002063,0.00000000,0
8588.32500000,0.00004551,0.00031791,1
8589.78333333,0.00015281,0.00002168,0
8589.90000000,0.00037452,0.00003579,0
8589.98333333,0.00036730,0.00006409,4
8590.85000000,0.00000000,0.00005927,1
8593.75000000,0.00046239,0.00030362,3
8594.09166667,0.00002222,0.00000000,0
8595.00000000,0.00002767,0.00001475,3
8595.80000000,0.00007636,0.00000000,0
8599.00833333,0.00000000,0.00008817,1
8600.00000000,0.00075789,0.00020218,4
8602.71666667,0.00007378,0.00000000,0
8604.10833333,0.00647332,0.00438077,3
8604.58333333,0.00005103,0.00000000,0
8605.00000000,0.00004219,0.00001653,2
8610.00000000,0.00033913,0.00009257,4
8610.75833333,0.00000000,0.00001155,1
8611.09166667,0.00002799,0.00001182,2
8611.20000000,0.00000000,0.00001922,1
8612.04166667,0.00003167,0.00002172,3
8612.33333333,0.00000000,0.00001239,1
8612.75833333,0.00008885,0.00000000,0
8613.01666667,0.00006334,0.00009547,7
8613.23333333,0.00000000,0.00002069,1
8615.67500000,0.00000000,0.00001246,1
8616.06666667,0.00002649,0.00000000,0
8616.16666667,0.00000000,0.00003685,1
8617.20000000,0.00002222,0.00000000,0
8619.78333333,0.00000000,0.00013264,1
8620.00000000,0.00070471,0.00028171,2
8620.92500000,0.00003845,0.00009026,8
8620.93333333,0.00003866,0.00009020,8
8623.40000000,0.00002147,0.00000000,0
8624.28333333,0.00000000,0.00001253,1
8624.59166667,0.00000000,0.00001391,1
8624.99166667,0.00031176,0.00035443,6
8625.34166667,0.00002082,0.00001194,3
8626.05833333,0.00000000,0.00013143,1
8626.40833333,0.00002711,0.00000000,0
8626.51666667,0.00003677,0.00000000,0
8629.72500000,0.00007922,0.00000000,0
8630.00000000,0.00046569,0.00005764,0
8631.95833333,0.00003768,0.00000000,0
8632.76666667,0.00003299,0.00003488,6
8633.45833333,0.00034146,0.00031357,5
8633.91666667,0.00001985,0.00004580,8
8635.31666667,0.00040070,0.00034734,5
8635.78333333,0.00106319,0.00016335,0
8635.93333333,0.00000000,0.00001261,1
8636.55000000,0.00002852,0.00002322,5
8636.76666667,0.00002740,0.00000000,0
8637.00000000,0.00000000,0.00001372,1
8637.84166667,0.00002412,0.00000000,0
8638.05000000,0.00005723,0.00001814,4
