id 3
slope 0.04677591745359264
intercept 0.0
r2 0.9733193263209585
arctan 0.046741847145063506
n_points 963

x y
5.03515204e-04 2.39154982e-05
6.39829686e-04 3.18753333e-05
7.46136068e-04 3.83273521e-05
8.03546464e-04 4.20174015e-05
8.01382439e-04 4.21674811e-05
7.39984185e-04 3.86849677e-05
6.30630402e-04 3.21871025e-05
4.92591948e-04 2.38360787e-05
5.92099034e-04 2.38114762e-05
7.30179870e-04 3.02483172e-05
8.32154080e-04 3.52691486e-05
8.81446116e-04 3.80294240e-05
8.70762550e-04 3.81112650e-05
8.03749276e-04 3.56367615e-05
6.93726147e-04 3.12596500e-05
5.59936199e-04 2.60269293e-05
4.22530776e-04 2.11119043e-05
7.85305353e-04 1.94691592e-05
9.23254543e-04 2.12668983e-05
1.00387936e-03 2.22422729e-05
1.01360127e-03 2.21015957e-05
9.51661029e-04 2.08315560e-05
8.29923485e-04 1.87177969e-05
2.65770601e-04 2.08292281e-05
3.04832550e-04 2.37466420e-05
3.23961661e-04 2.55563989e-05
3.19603832e-04 2.56730822e-05
2.92495774e-04 2.39376700e-05
2.47469378e-04 2.06007859e-05
1.12398570e-03 2.20950306e-05
2.22562355e-03 4.22489510e-05
3.76125700e-03 7.07162564e-05
5.62015491e-03 1.05424212e-04
7.58810733e-03 1.42378367e-04
9.38053954e-03 1.76237420e-04
1.06987572e-02 2.01335976e-04
1.12937251e-02 2.12869971e-04
1.10203586e-02 2.07929312e-04
9.87096684e-03 1.86161714e-04
7.98944077e-03 1.50081109e-04
5.69655592e-03 1.05561497e-04
3.66873114e-03 6.54364433e-05
3.34494653e-03 5.97333956e-05
4.77175898e-03 8.90165474e-05
6.32751479e-03 1.19498701e-04
7.32646285e-03 1.38484628e-04
7.58436788e-03 1.42869279e-04
7.12872695e-03 1.33527452e-04
6.11890417e-03 1.13816413e-04
4.78974058e-03 8.84393352e-05
3.39225315e-03 6.22555568e-05
2.13858415e-03 3.92186222e-05
1.16387696e-03 2.16931117e-05
3.85228905e-04 1.81726474e-05
3.95952462e-04 1.84720664e-05
2.45686216e-04 1.80618329e-05
4.58699381e-04 2.90141467e-05
7.29695146e-04 4.31420610e-05
1.03053345e-03 5.90268742e-05
1.31963618e-03 7.44277137e-05
1.55050766e-03 8.67819723e-05
1.68270750e-03 9.38390668e-05
1.69206362e-03 9.42402695e-05
1.57697435e-03 8.78692885e-05
1.35881052e-03 7.58697055e-05
1.07629728e-03 6.03321536e-05
7.75663120e-04 4.37579129e-05
4.99611352e-04 2.84708348e-05
2.89501296e-04 1.96549929e-05
3.32651138e-04 2.23834808e-05
3.53808267e-04 2.38275300e-05
3.49083957e-04 2.37332501e-05
3.19415550e-04 2.21273758e-05
2.70321172e-04 1.93221225e-05
2.81303409e-04 1.86060287e-05
3.23471350e-04 1.96202006e-05
3.44616301e-04 1.88764731e-05
2.74296164e-04 2.32065332e-05
4.49018893e-04 1.94439994e-05
5.07305865e-04 2.17223245e-05
5.29618174e-04 2.26694622e-05
5.11771504e-04 2.18718208e-05
4.57272658e-04 1.94643966e-05
2.68065643e-04 1.86603429e-05
3.45808494e-04 2.17830832e-05
4.09209479e-04 2.42036183e-05
4.47585956e-04 2.57756524e-05
4.54341577e-04 2.60317516e-05
4.28515261e-04 2.46415518e-05
3.74909908e-04 2.18404136e-05
3.02795246e-04 1.81563108e-05
1.46887743e-03 1.92948644e-05
1.71285267e-03 2.46047629e-05
1.84489948e-03 2.70255408e-05
1.84084830e-03 2.61271587e-05
1.70185392e-03 2.22031157e-05
1.14495665e-03 2.02339866e-05
1.31770742e-03 2.40031759e-05
1.40432449e-03 2.60727950e-05
1.38907206e-03 2.60514950e-05
1.27484194e-03 2.39793563e-05
1.08240555e-03 2.02855155e-05
4.83483433e-04 2.38664625e-05
5.88791833e-04 2.88098095e-05
6.61298224e-04 3.20292081e-05
6.88108654e-04 3.30074361e-05
6.64450871e-04 3.16140972e-05
5.94885373e-04 2.81555433e-05
4.92079188e-04 2.33073140e-05
4.28788483e-04 1.84506787e-05
6.60341976e-04 2.98007214e-05
9.13744701e-04 4.23979411e-05
1.15428108e-03 5.44814886e-05
1.34367390e-03 6.40803790e-05
1.44905974e-03 6.94117788e-05
1.45124332e-03 6.93578215e-05
1.34970173e-03 6.38071617e-05
1.16276359e-03 5.37313184e-05
9.22904450e-04 4.09680719e-05
6.68639889e-04 2.77971892e-05
1.25454361e-03 1.88489885e-05
1.12029198e-03 1.87773616e-05
3.52229093e-04 2.32321232e-05
4.79113312e-04 2.86989768e-05
5.94724330e-04 3.33237808e-05
6.79801631e-04 3.63214768e-05
7.19180567e-04 3.70728139e-05
7.05601378e-04 3.52889418e-05
6.41567922e-04 3.11268798e-05
5.38675788e-04 2.52255864e-05
4.14624771e-04 1.86678496e-05
2.74992915e-04 1.97071134e-05
3.23846010e-04 2.30169518e-05
3.52456120e-04 2.45813583e-05
3.55528647e-04 2.41756550e-05
3.32484943e-04 2.19571730e-05
2.87607141e-04 1.84070656e-05
3.62095873e-04 1.84260836e-05
3.74189814e-04 1.79900520e-05
1.72008294e-03 1.85331470e-05
2.12155154e-03 2.25128317e-05
2.41247015e-03 2.54268393e-05
2.54109796e-03 2.66714346e-05
2.48384866e-03 2.59415665e-05
2.25145848e-03 2.33222975e-05
1.88617396e-03 1.92831642e-05
2.69129409e-04 1.88729202e-05
3.19690869e-04 2.09868226e-05
3.47668909e-04 2.19794887e-05
3.46604043e-04 2.16849228e-05
3.16026467e-04 2.01853031e-05
9.57330622e-04 1.93766712e-05
1.22950807e-03 2.42988341e-05
1.44970399e-03 2.85286245e-05
1.57964694e-03 3.11515109e-05
1.59574086e-03 3.15762212e-05
1.49517925e-03 2.96570048e-05
1.29666584e-03 2.57231324e-05
1.03551599e-03 2.04952677e-05
1.15258866e-03 2.37247273e-05
1.67319018e-03 3.25774338e-05
2.19663922e-03 4.12048326e-05
2.64191616e-03 4.79961725e-05
2.93293712e-03 5.16897566e-05
3.01731685e-03 5.16802629e-05
2.87977774e-03 4.81318406e-05
2.54603670e-03 4.18660242e-05
2.07598322e-03 3.40855787e-05
1.54835033e-03 2.60502551e-05
1.04167418e-03 1.88160926e-05
1.34563427e-03 1.96593729e-05
1.59200210e-03 2.09702624e-05
1.74134858e-03 2.11644608e-05
1.76683748e-03 2.01148402e-05
1.66400079e-03 1.79671507e-05
7.53964277e-04 3.55501841e-05
1.22026290e-03 5.94323008e-05
1.75369520e-03 8.70859903e-05
2.28427105e-03 1.15083363e-04
2.72924301e-03 1.39198967e-04
3.01207968e-03 1.55341691e-04
3.08148253e-03 1.60570296e-04
2.92464262e-03 1.53878045e-04
2.57056947e-03 1.36489712e-04
2.08243552e-03 1.11562946e-04
1.54136831e-03 8.33776579e-05
1.02674261e-03 5.62651539e-05
5.98862142e-04 3.36165642e-05
4.04568710e-04 2.38084127e-05
6.43166777e-04 3.58698568e-05
9.08731609e-04 4.94895216e-05
1.16448233e-03 6.30205325e-05
1.36926848e-03 7.45148869e-05
1.48727004e-03 8.21594713e-05
1.49699989e-03 8.46943968e-05
1.39684629e-03 8.17047525e-05
1.20543177e-03 7.37083861e-05
9.56702015e-04 6.20236820e-05
6.91315469e-04 4.84667055e-05
4.46995653e-04 3.49734551e-05
2.37812417e-03 2.94341094e-05
3.75667204e-03 4.98373823e-05
5.29522970e-03 7.41424132e-05
6.78557268e-03 9.88228968e-05
7.99201189e-03 1.19792644e-04
8.70609077e-03 1.33293682e-04
8.79856938e-03 1.36794316e-04
8.25280531e-03 1.29606301e-04
7.16905426e-03 1.13028408e-04
5.73833410e-03 8.99792591e-05
4.19410368e-03 6.42492508e-05
2.75669072e-03 3.96331935e-05
1.58688732e-03 1.93547149e-05
5.74206260e-04 3.25506967e-05
1.13322099e-03 6.18524659e-05
1.89091294e-03 1.01239563e-04
2.78568291e-03 1.47722722e-04
3.70807957e-03 1.95791628e-04
4.52019386e-03 2.38394852e-04
5.08612054e-03 2.68510641e-04
5.30501056e-03 2.80870959e-04
5.13680389e-03 2.73314733e-04
4.61264877e-03 2.47342690e-04
3.82672723e-03 2.07696258e-04
2.91208038e-03 1.61097965e-04
2.00797342e-03 1.14556488e-04
1.22863272e-03 7.37614743e-05
6.42122325e-04 4.20329788e-05
2.64309999e-04 2.00790920e-05
7.19820161e-04 2.82060390e-05
1.15067510e-03 5.22303835e-05
1.63611761e-03 7.92535442e-05
2.11079054e-03 1.05676500e-04
2.49962337e-03 1.27465971e-04
2.73524741e-03 1.41011827e-04
2.77482271e-03 1.43999749e-04
2.61112297e-03 1.35996101e-04
2.27439540e-03 1.18554865e-04
1.82441519e-03 9.48127607e-05
1.33526112e-03 6.87017679e-05
8.77542155e-04 4.40231602e-05
5.03351402e-04 2.36580368e-05
4.98902143e-04 2.02714821e-05
1.00362170e-03 4.54966239e-05
1.72055767e-03 8.20220119e-05
2.60511141e-03 1.27546420e-04
3.56128684e-03 1.77095353e-04
4.45579449e-03 2.23776714e-04
5.14554149e-03 2.60205701e-04
5.51119761e-03 2.80219528e-04
5.48700706e-03 2.80387841e-04
