freq,cluster
7507.0167,0
8214.2833,0
7276.9833,0
8096.2833,0
7786.9667,0
7872.65,0
7891.425,0
9225.825,0
10180.7333,0
9049.4917,0
10232.825,0
9690.025,0
9853.6917,0
9917.4833,0
9837.5,3
10918.525,0
12076.0667,0
10802.9083,0
12362.8333,0
11565.4417,0
11991.8417,0
11831.1667,0
11835.6,0
11827.0583,0
12609.15,0
13885.85,0
12541.2167,0
13410.3833,0
13796.5917,0
13824.8833,3
13852.5667,0
15741.35,0
15827.7,0
15900.7583,0
7941.6,0
7491.8833,0
7765.475,0
8791.25,0
9205.6417,0
9484.0833,0
10660.2667,0
10795.5,0
11061.15,0
12019.0167,0
