population ranking 12
slope 0.2097785692708399
intercept 0.0
r2 0.9353916754405561
arctan 0.20678010669180055
n_points 20

x y
2.78096337e-04 5.69441962e-05
2.18358038e-04 4.14400096e-05
2.71841270e-04 5.85089903e-05
2.59026372e-04 5.15838983e-05
2.19537861e-04 4.43318866e-05
2.20788648e-04 4.55752176e-05
2.06318554e-04 4.32089404e-05
3.67770120e-04 6.88674288e-05
3.37237054e-04 7.54452921e-05
2.08975600e-04 4.22919318e-05
1.95439027e-04 4.47142769e-05
1.79867980e-04 4.11219819e-05
2.64795388e-04 5.55081320e-05
3.80235031e-04 8.56069175e-05
3.68545057e-04 8.34195743e-05
2.50660592e-04 5.30448144e-05
2.18456878e-04 4.41050517e-05
2.33482915e-04 4.70017189e-05
2.30231540e-04 4.59867132e-05
2.11859768e-04 4.18491957e-05
