population ranking 11
slope 0.8702865716493862
intercept 0.0
r2 0.9999682990726178
arctan 0.7161542033718137
n_points 19

x y
3.07052233e-04 2.66560556e-04
3.66320296e-05 3.16934071e-05
3.23801056e-04 2.80679289e-04
7.22594290e-04 6.28935511e-04
5.50396013e-05 4.80774741e-05
1.72284730e-04 1.50360150e-04
8.69602492e-05 7.54537256e-05
3.41037128e-04 2.96015409e-04
5.17584946e-04 4.50991102e-04
3.59984536e-05 3.11560271e-05
8.73738966e-05 7.56842899e-05
1.74572537e-04 1.51210767e-04
2.17102011e-04 1.88549802e-04
6.04052992e-04 5.23490092e-04
7.55730139e-05 6.61121215e-05
2.87476354e-04 2.49176776e-04
2.85291454e-04 2.48262480e-04
6.87747586e-04 6.01907752e-04
7.95403263e-05 6.89688053e-05
