freq,int_h2o,int_doh,cluster
7612.05833333,0.00004052,0.00000000,0
7613.42500000,0.00021325,0.00005150,2
7614.99166667,0.00004013,0.00000000,0
7616.00833333,0.00042720,0.00012219,2
7616.90833333,0.00213900,0.00222027,5
7617.19166667,0.00026425,0.00000000,0
7618.95000000,0.00007104,0.00002900,3
7619.20833333,0.00005361,0.00003848,4
7619.37500000,0.01300801,0.01493203,5
7620.00000000,0.00204227,0.00006033,0
7621.05833333,0.00000000,0.00002821,1
7621.46666667,0.00006679,0.00000000,0
7621.55000000,0.00000000,0.00002465,1
7621.58333333,0.00000000,0.00002047,1
7621.80000000,0.00014654,0.00007553,3
7622.10000000,0.00000000,0.00002350,1
7625.00000000,0.00074103,0.00113025,6
7626.37500000,0.00014113,0.00000000,0
7628.47500000,0.00005486,0.00000000,0
7628.67500000,0.00003648,0.00000000,0
7629.22500000,0.00095231,0.00020246,7
7629.99166667,0.00024886,0.00000000,0
7630.26666667,0.00010687,0.00010190,5
7630.27500000,0.00010774,0.00010118,5
7630.42500000,0.00078524,0.00035301,3
7632.09166667,0.00016524,0.00000000,0
7634.32500000,0.00010973,0.00000000,0
7635.39166667,0.00021432,0.00000000,0
7636.09166667,0.00003591,0.00003973,5
7636.71666667,0.00019369,0.00009153,3
7637.24166667,0.00007532,0.00000000,0
7638.16666667,0.00003990,0.00000000,0
7640.00000000,0.00173190,0.00014084,0
7641.65833333,0.00000000,0.00002247,1
7643.46666667,0.00040599,0.00000000,0
7643.47500000,0.00040304,0.00000000,0
7644.27500000,0.00003319,0.00000000,0
7645.74166667,0.00004126,0.00000000,0
7646.50833333,0.00004546,0.00000000,0
7646.79166667,0.00014769,0.00000000,0
7647.82500000,0.00003772,0.00000000,0
7648.35000000,0.00003519,0.00000000,0
7648.52500000,0.00034720,0.00003713,0
7648.55000000,0.00037407,0.00003908,0
7650.00000000,0.00203563,0.00013671,0
7650.40833333,0.00000000,0.00005752,1
7651.10000000,0.00003615,0.00000000,0
7653.44166667,0.00003396,0.00000000,0
7654.95000000,0.00009756,0.00000000,0
7654.97500000,0.00009092,0.00000000,0
7655.76666667,0.00000000,0.00010725,1
7656.95000000,0.00003570,0.00000000,0
7657.01666667,0.00000000,0.00002211,1
7657.15000000,0.00004508,0.00000000,0
7657.21666667,0.00005624,0.00000000,0
7657.24166667,0.00007828,0.00000000,0
7657.50833333,0.28879980,0.04246311,0
7657.71666667,0.00017490,0.00002614,0
7657.80833333,0.00004702,0.00000000,0
7657.90000000,0.00004741,0.00000000,0
7658.70833333,0.00003450,0.00000000,0
7658.75833333,0.00003617,0.00002322,4
7658.78333333,0.00004304,0.00002102,3
7660.00000000,0.00153330,0.00012899,0
7661.25000000,0.00005566,0.00003310,3
7661.27500000,0.00006002,0.00002809,3
7663.14166667,0.00004298,0.00000000,0
7664.50833333,0.00000000,0.00002990,1
7664.98333333,0.00025855,0.00012925,3
7666.91666667,0.00058756,0.00007515,0
7667.40833333,0.00000000,0.00004990,1
7668.24166667,0.00000000,0.00002211,1
7668.80000000,0.00016474,0.00002544,0
7669.64166667,0.00021776,0.00014815,4
7670.00000000,0.00027268,0.00000000,0
7670.82500000,0.00026610,0.00019831,4
7670.83333333,0.00026636,0.00019928,4
7672.24166667,0.00009268,0.00000000,0
7672.63333333,0.00009218,0.00000000,0
7675.00000000,0.00039418,0.00002918,0
7676.76666667,0.00011902,0.00004470,2
7676.80000000,0.00013341,0.00003896,2
7677.89166667,0.00000000,0.00002240,1
7678.75833333,0.00005174,0.00000000,0
7679.27500000,0.00011614,0.00000000,0
7679.43333333,0.00004012,0.00000000,0
7680.00000000,0.00158945,0.00017011,0
7680.93333333,0.00000000,0.00004179,1
7682.38333333,0.00000000,0.00002556,1
7685.55000000,0.00008896,0.00002807,2
7686.19166667,0.00005008,0.00000000,0
7687.47500000,0.00000000,0.00002046,1
7688.17500000,0.00000000,0.00002316,1
7689.70000000,0.00009662,0.00000000,0
7690.00000000,0.00013179,0.00000000,0
7690.63333333,0.00000000,0.00005774,1
7690.74166667,0.00000000,0.00004070,1
7691.84166667,0.00003540,0.00000000,0
7692.48333333,0.00000000,0.00002396,1
7695.58333333,0.00045528,0.00004687,0
7696.61666667,0.00014727,0.00003013,7
7696.62500000,0.00014612,0.00003073,7
7699.72500000,0.00000000,0.00004750,1
7700.00000000,0.00201394,0.00041775,7
7700.50833333,0.00000000,0.00005491,1
7703.10833333,0.00000000,0.00005040,1
7705.52500000,0.00003950,0.00000000,0
7705.85833333,0.00010036,0.00000000,0
7709.24166667,0.00000000,0.00010490,1
7709.99166667,0.00017916,0.00000000,0
7710.24166667,0.00006022,0.00000000,0
7710.39166667,0.00003419,0.00000000,0
7710.73333333,0.00004812,0.00000000,0
7710.87500000,0.00011208,0.00000000,0
7713.81666667,0.00003662,0.00000000,0
7715.00833333,0.00003475,0.00000000,0
7718.76666667,0.00004899,0.00000000,0
7718.79166667,0.00005347,0.00000000,0
7719.80000000,0.00004430,0.00000000,0
7720.00000000,0.00148142,0.00019197,0
7725.00000000,0.00000000,0.00011939,1
7725.57500000,0.00004023,0.00000000,0
7726.70000000,0.00000000,0.00022106,1
7728.38333333,0.00003490,0.00000000,0
7730.00000000,0.00009446,0.00000000,0
7733.11666667,0.00000000,0.00023643,1
7735.17500000,0.00003352,0.00000000,0
7735.90833333,0.00004880,0.00000000,0
7738.46666667,0.00003906,0.00000000,0
7738.49166667,0.00003495,0.00000000,0
7738.96666667,0.00003712,0.00000000,0
7740.00000000,0.00131846,0.00026526,7
7740.19166667,0.00015341,0.00000000,0
7742.53333333,0.00000000,0.00002234,1
7742.74166667,0.00006387,0.00000000,0
7742.95000000,0.00000000,0.00003582,1
7744.73333333,0.00007635,0.00000000,0
7745.00833333,0.00003633,0.00000000,0
7746.24166667,0.00009781,0.00000000,0
7748.32500000,0.00009675,0.00000000,0
7750.00000000,0.00124360,0.00073264,3
7750.76666667,0.00000000,0.00003327,1
7751.65833333,0.00008943,0.00000000,0
7752.47500000,0.00017709,0.00000000,0
7753.10000000,0.00009035,0.00000000,0
7753.15000000,0.00006932,0.00003373,3
7753.91666667,0.00005367,0.00004775,5
7753.92500000,0.00005284,0.00004882,5
7754.55833333,0.00007927,0.00000000,0
7755.65833333,0.00172623,0.00057028,2
7756.30000000,0.00014910,0.00000000,0
7757.32500000,0.00023170,0.00000000,0
7757.47500000,0.00000000,0.00008143,1
7760.00000000,0.00119825,0.00024088,7
7763.95000000,0.00000000,0.00007146,1
7764.71666667,0.00020728,0.00006517,2
7764.94166667,0.00000000,0.00005525,1
7764.99166667,0.00004561,0.00002977,4
7765.47500000,0.00000000,0.00003161,1
7766.35000000,0.00042482,0.00007514,7
7767.41666667,0.00004041,0.00004782,5
7768.38333333,0.00008813,0.00003373,2
7768.78333333,0.00018237,0.00003683,7
7770.00833333,0.00012116,0.00002740,7
7770.60833333,0.00000000,0.00021786,1
7772.39166667,0.00012775,0.00000000,0
7773.67500000,0.00000000,0.00002608,1
7775.00000000,0.00048489,0.00008819,7
7779.34166667,0.00003949,0.00000000,0
7780.00000000,0.00098684,0.00019260,7
7780.33333333,0.00000000,0.00002406,1
7781.89166667,0.00000000,0.00002868,1
7783.15000000,0.00000000,0.00003950,1
7786.96666667,0.00000000,0.00034412,1
7786.97500000,0.00000000,0.00034246,1
7788.23333333,0.00010094,0.00000000,0
7790.00000000,0.00014421,0.00004042,2
7790.29166667,0.00000000,0.00012863,1
7790.35833333,0.00000000,0.00010368,1
7790.77500000,0.00005291,0.00000000,0
7793.00000000,0.00004037,0.00000000,0
7793.53333333,0.00000000,0.00002293,1
7794.34166667,0.00000000,0.00003336,1
7794.37500000,0.00000000,0.00002720,1
7794.50833333,0.00000000,0.00003144,1
7794.98333333,0.00005758,0.00000000,0
7796.10833333,0.00003505,0.00000000,0
7796.35000000,0.00019339,0.00000000,0
7798.55000000,0.00042898,0.00019886,3
7800.00000000,0.00112760,0.00006008,0
7800.55000000,0.00011386,0.00023913,8
7800.70833333,0.00029803,0.00052648,8
7800.72500000,0.00028596,0.00054432,8
7803.35833333,0.00000000,0.00002007,1
7805.76666667,0.00005189,0.00000000,0
7806.58333333,0.00004484,0.00000000,0
7809.73333333,0.00000000,0.00002254,1
7810.00000000,0.00012238,0.00004747,2
7811.73333333,0.00007233,0.00000000,0
7811.92500000,0.00007261,0.00000000,0
7812.05833333,0.00005698,0.00000000,0
7812.50000000,0.00017567,0.00053642,9
7815.00000000,0.00005351,0.00000000,0
7817.62500000,0.00000000,0.00004851,1
7817.80833333,0.00120524,0.00082868,4
7819.42500000,0.00000000,0.00007685,1
7820.00000000,0.00066348,0.00018582,2
7821.91666667,0.00000000,0.00015323,1
7822.22500000,0.00010515,0.00002287,7
7824.30000000,0.00007002,0.00000000,0
7824.72500000,0.00000000,0.00002249,1
7825.00000000,0.00008240,0.00009208,5
7825.40000000,0.00005533,0.00000000,0
7827.32500000,0.00000000,0.00003637,1
7829.15000000,0.00000000,0.00029632,1
7829.17500000,0.00000000,0.00026571,1
7830.00000000,0.00013796,0.00003166,2
7830.83333333,0.00004729,0.00000000,0
7832.68333333,0.00005369,0.00000000,0
7832.78333333,0.00004959,0.00000000,0
7834.25000000,0.00235565,0.00061670,2
7834.63333333,0.00000000,0.00006597,1
7834.73333333,0.00000000,0.00007029,1
7834.88333333,0.00009251,0.00000000,0
7835.76666667,0.00003384,0.00000000,0
7836.05000000,0.00000000,0.00002507,1
7837.02500000,0.00005342,0.00000000,0
7840.00000000,0.00066447,0.00016371,2
7844.32500000,0.00021061,0.00000000,0
7845.00000000,0.00005703,0.00000000,0
7845.41666667,0.00000000,0.00013574,1
7846.09166667,0.00018734,0.00000000,0
7847.80833333,0.00011181,0.00000000,0
7848.66666667,0.00000000,0.00003119,1
7848.79166667,0.00024419,0.00004004,7
7850.00000000,0.00085140,0.00029744,2
7852.02500000,0.00004696,0.00000000,0
7855.01666667,0.00003356,0.00000000,0
7856.98333333,0.00004017,0.00000000,0
7860.00000000,0.00072397,0.00016677,2
7860.85833333,0.00000000,0.00002470,1
7861.18333333,0.00000000,0.00003036,1
7863.43333333,0.00013058,0.00000000,0
7865.00000000,0.00003799,0.00000000,0
7866.34166667,0.00000000,0.00004785,1
7866.89166667,0.00003350,0.00003781,5
7867.37500000,0.00010610,0.00000000,0
7868.10833333,0.00004463,0.00000000,0
7868.44166667,0.00004059,0.00002540,4
7868.80833333,0.00003388,0.00000000,0
7868.96666667,0.00007853,0.00000000,0
7869.30833333,0.00006117,0.00000000,0
7870.00000000,0.00016204,0.00000000,0
7871.77500000,0.00000000,0.00002096,1
7872.65000000,0.00000000,0.00002728,1
7873.98333333,0.00003974,0.00000000,0
7874.32500000,0.00032018,0.00006393,7
7874.36666667,0.00024731,0.00004245,7
7874.79166667,0.00004325,0.00000000,0
7874.99166667,0.00072259,0.00062894,11
7875.96666667,0.00008354,0.00012774,6
7877.67500000,0.00000000,0.00002535,1
7879.23333333,0.00009325,0.00000000,0
7880.00000000,0.00075651,0.00026490,2
7882.48333333,0.00000000,0.00002245,1
7882.59166667,0.00007981,0.00004861,10
7883.00833333,0.00000000,0.00003762,1
7883.49166667,0.00005985,0.00000000,0
7886.29166667,0.00004415,0.00000000,0
7886.56666667,0.00004323,0.00000000,0
7890.00000000,0.00014549,0.00005073,2
7891.42500000,0.00000000,0.00006985,1
7893.84166667,0.00011085,0.00000000,0
7896.63333333,0.00000000,0.00012504,1
7899.47500000,0.00006159,0.00000000,0
7899.63333333,0.00013071,0.00009066,4
7900.00000000,0.00061801,0.00038390,4
7901.50833333,0.00000000,0.00003958,1
7902.51666667,0.00015484,0.00000000,0
7905.00000000,0.00005538,0.00002873,3
7910.00000000,0.00017993,0.00003387,7
7911.75833333,0.00003582,0.00000000,0
7914.12500000,0.00130492,0.00055561,3
7915.11666667,0.00000000,0.00003907,1
7917.94166667,0.00004198,0.00000000,0
7919.61666667,0.00012358,0.00000000,0
7920.00000000,0.00063253,0.00025075,2
7920.82500000,0.00011028,0.00000000,0
7920.85833333,0.00012961,0.00000000,0
7923.49166667,0.00005271,0.00000000,0
7925.00000000,0.00030776,0.00007639,2
7925.56666667,0.00003501,0.00000000,0
7929.67500000,0.00000000,0.00001975,1
7930.00000000,0.00013975,0.00003869,2
7932.51666667,0.00000000,0.00002725,1
7932.54166667,0.00000000,0.00002492,1
7933.73333333,0.00012794,0.00000000,0
7934.25833333,0.00000000,0.00003051,1
7934.37500000,0.00000000,0.00004258,1
7935.36666667,0.00004415,0.00006679,6
7935.49166667,0.00000000,0.00011854,1
7939.44166667,0.00005207,0.00000000,0
7940.00000000,0.00076231,0.00029713,2
7941.16666667,0.00008146,0.00000000,0
7941.60000000,0.00000000,0.00005912,1
7945.00000000,0.00006273,0.00004282,4
7947.20833333,0.00032853,0.00006632,7
7948.14166667,0.00011281,0.00002875,2
7949.51666667,0.00016508,0.00000000,0
7950.00000000,0.00052873,0.00031852,3
7951.91666667,0.00008605,0.00009616,5
7951.92500000,0.00008530,0.00009670,5
7953.18333333,0.00000000,0.00016225,1
7953.55000000,0.00000000,0.00002095,1
7954.16666667,0.00036900,0.00024882,4
7954.17500000,0.00036419,0.00024884,4
7955.34166667,0.00044965,0.00014423,2
7960.00000000,0.00070290,0.00030244,3
7965.00000000,0.00004067,0.00003215,4
7965.13333333,0.00012004,0.00003334,2
7965.36666667,0.00000000,0.00007644,1
7967.49166667,0.00259729,0.00202210,4
7969.09166667,0.00007646,0.00000000,0
7970.00000000,0.00024226,0.00000000,0
7971.41666667,0.00051018,0.00003636,0
7972.08333333,0.00003809,0.00002296,3
7974.40833333,0.00049833,0.00004497,0
7975.00000000,0.00014670,0.00008603,3
7975.16666667,0.00061444,0.00006719,0
7975.17500000,0.00061416,0.00006742,0
7975.40000000,0.00019072,0.00000000,0
7975.82500000,0.00005025,0.00000000,0
7976.20000000,0.00008234,0.00000000,0
7976.45833333,0.00000000,0.00004854,1
7980.00000000,0.00070758,0.00028504,2
7980.65000000,0.00010798,0.00000000,0
7980.74166667,0.00012505,0.00000000,0
7981.74166667,0.00003297,0.00000000,0
7982.23333333,0.00006515,0.00000000,0
7985.00000000,0.00012368,0.00006652,3
7986.29166667,0.00013206,0.00000000,0
7988.08333333,0.00004869,0.00000000,0
7988.30000000,0.00055047,0.00009581,7
7988.95000000,0.00000000,0.00004063,1
7990.00000000,0.00016973,0.00004430,2
7990.28333333,0.00008700,0.00000000,0
7998.05000000,0.00000000,0.00002283,1
8000.00000000,0.00066757,0.00054429,4
8004.80000000,0.00004472,0.00000000,0
8005.00000000,0.00023175,0.00010109,3
8005.34166667,0.00003885,0.00003171,4
8005.39166667,0.00000000,0.00005597,1
8005.62500000,0.00010239,0.00023457,8
8007.80833333,0.00009271,0.00005157,3
8008.10000000,0.00000000,0.00003456,1
8010.00000000,0.00020287,0.00005191,2
8015.69166667,0.00000000,0.00003654,1
8016.65833333,0.00005020,0.00000000,0
8016.89166667,0.00004699,0.00000000,0
8020.00000000,0.00072105,0.00031528,3
8025.00000000,0.00012727,0.00014593,5
8026.35833333,0.00000000,0.00004684,1
8026.89166667,0.00024411,0.00003492,0
8027.17500000,0.00000000,0.00007901,1
8028.75000000,0.00018994,0.00000000,0
8029.07500000,0.00008001,0.00000000,0
8030.00000000,0.00016243,0.00005513,2
8031.02500000,0.00004486,0.00000000,0
8031.14166667,0.00003307,0.00000000,0
8031.79166667,0.00000000,0.00003721,1
8032.64166667,0.00007637,0.00000000,0
8033.11666667,0.00010679,0.00004677,3
8033.12500000,0.00010930,0.00004417,2
8034.81666667,0.00006870,0.00000000,0
8034.97500000,0.00039232,0.00004989,0
8035.70000000,0.00000000,0.00003400,1
8036.19166667,0.00011567,0.00000000,0
8040.00000000,0.00099842,0.00044634,3
8040.45000000,0.00007174,0.00000000,0
8045.00000000,0.00017680,0.00010290,3
8047.70833333,0.00003499,0.00000000,0
8050.00000000,0.00177638,0.00070114,2
8050.32500000,0.00006779,0.00002236,2
8051.91666667,0.00007810,0.00000000,0
8052.70833333,0.00039515,0.00042372,5
8053.29166667,0.00007471,0.00003116,3
8054.78333333,0.00005212,0.00000000,0
8056.64166667,0.00000000,0.00002458,1
8058.64166667,0.00017655,0.00020181,5
8060.00000000,0.00104899,0.00059192,3
8060.48333333,0.00003316,0.00000000,0
8061.94166667,0.00005706,0.00000000,0
8062.32500000,0.00010292,0.00000000,0
8063.35000000,0.00009921,0.00000000,0
8065.00000000,0.00012651,0.00006675,3
8065.45000000,0.00003936,0.00000000,0
8065.95833333,0.00003789,0.00000000,0
8068.20000000,0.00000000,0.00017964,1
8068.46666667,0.00024473,0.00011866,3
8068.48333333,0.00025040,0.00011555,3
8068.99166667,0.00000000,0.00002677,1
8070.00000000,0.00028148,0.00006914,2
8070.13333333,0.00000000,0.00039822,1
8075.00000000,0.00007829,0.00006114,4
8080.00000000,0.00107120,0.00068723,4
8080.20000000,0.00000000,0.00012861,1
8080.29166667,0.00000000,0.00009461,1
8080.39166667,0.00021833,0.00006714,2
8081.37500000,0.00006889,0.00000000,0
8082.62500000,0.00000000,0.00003213,1
8084.20833333,0.00052079,0.00003791,0
8085.00000000,0.00008830,0.00005976,4
8087.82500000,0.00008113,0.00000000,0
8087.95000000,0.00004236,0.00012561,9
8090.00000000,0.00020858,0.00004673,7
8091.75833333,0.00007886,0.00002110,2
8092.00000000,0.00000000,0.00003394,1
8093.10833333,0.00007296,0.00000000,0
8093.69166667,0.00008887,0.00002597,2
8093.81666667,0.00004200,0.00002115,3
8094.95000000,0.00004421,0.00000000,0
8095.91666667,0.00045400,0.00071266,6
8095.92500000,0.00045129,0.00072624,6
8096.28333333,0.00000000,0.00124557,1
8099.85833333,0.00044280,0.00007274,7
8100.00000000,0.00056466,0.00082084,6
8104.99166667,0.00006848,0.00004497,4
8105.35833333,0.00003312,0.00003328,5
8105.45833333,0.00003693,0.00003165,4
8105.55833333,0.00000000,0.00002177,1
8105.66666667,0.00000000,0.00002056,1
8106.83333333,0.00000000,0.00020868,1
8108.07500000,0.00005035,0.00000000,0
8110.00000000,0.00022514,0.00002985,0
8110.32500000,0.00025675,0.00020800,4
8112.16666667,0.00066175,0.00017229,2
8112.17500000,0.00066625,0.00017217,2
8114.37500000,0.00025265,0.00005730,7
8114.65833333,0.00003980,0.00000000,0
8114.70833333,0.00005091,0.00002786,3
8116.05000000,0.00003711,0.00000000,0
8116.61666667,0.00012579,0.00002131,7
8116.64166667,0.00013678,0.00002018,0
8117.72500000,0.00017092,0.00000000,0
8117.98333333,0.00000000,0.00004033,1
8120.00000000,0.00121062,0.00080465,4
8125.00000000,0.00127960,0.00051032,2
8129.88333333,0.00000000,0.00002104,1
8130.02500000,0.00023716,0.00004691,7
8131.78333333,0.00011694,0.00011010,5
8134.42500000,0.00000000,0.00035266,1
8135.39166667,0.00364058,0.00240279,4
8136.95000000,0.00017323,0.00005820,2
8140.00000000,0.00117161,0.00087126,4
8141.08333333,0.00008229,0.00000000,0
8141.79166667,0.00000000,0.00030759,1
8144.77500000,0.00003940,0.00000000,0
8144.99166667,0.00006574,0.00003207,3
8150.00000000,0.00022974,0.00070110,9
8156.92500000,0.00011617,0.00000000,0
8160.00000000,0.00112097,0.00091985,4
8160.61666667,0.00000000,0.00089138,1
8162.17500000,0.00000000,0.00003563,1
8162.25000000,0.00003640,0.00000000,0
8163.35000000,0.00000000,0.00010066,1
8165.01666667,0.00003750,0.00002857,4
8166.60833333,0.00011443,0.00004998,3
8166.62500000,0.00012101,0.00005173,3
8167.10833333,0.00000000,0.00084129,1
8167.23333333,0.00006395,0.00005267,4
8167.63333333,0.00020527,0.00004844,2
8169.06666667,0.00007914,0.00000000,0
8170.00000000,0.00022166,0.00005621,2
8170.73333333,0.00000000,0.00002007,1
8171.32500000,0.00000000,0.00005984,1
8171.46666667,0.00000000,0.00006889,1
8171.54166667,0.00000000,0.00003372,1
8171.79166667,0.00000000,0.00001982,1
8172.38333333,0.00000000,0.00005070,1
8174.01666667,0.00041514,0.00033952,4
8174.58333333,0.00010005,0.00000000,0
8174.86666667,0.00037279,0.00013459,2
8175.00833333,0.00004926,0.00009596,8
8175.50833333,0.00008367,0.00003087,2
8177.23333333,0.00030442,0.00007303,2
8178.87500000,0.00034623,0.00012571,2
8180.00000000,0.00116081,0.00090271,4
8181.46666667,0.00004554,0.00000000,0
8182.61666667,0.00008372,0.00000000,0
8183.24166667,0.00004933,0.00000000,0
8183.32500000,0.00000000,0.00002709,1
8184.20833333,0.00006437,0.00000000,0
8184.99166667,0.00004727,0.00004223,5
8185.10000000,0.00008521,0.00000000,0
8185.20833333,0.00000000,0.00002051,1
8186.45833333,0.00027434,0.00000000,0
8187.80000000,0.00010703,0.00002981,2
8188.41666667,0.00005837,0.00000000,0
8188.90833333,0.00006627,0.00000000,0
8189.65833333,0.00016470,0.00001977,0
8189.68333333,0.00013940,0.00000000,0
8189.80833333,0.00041834,0.00002300,0
8190.00000000,0.00019569,0.00003869,7
8191.05000000,0.00004758,0.00000000,0
8193.76666667,0.00010318,0.00007741,4
8193.80000000,0.00008768,0.00009278,5
8194.98333333,0.00012124,0.00000000,0
8195.26666667,0.00014256,0.00000000,0
8199.65000000,0.00053201,0.00003941,0
8200.00000000,0.00167633,0.00084244,3
8200.45000000,0.00000000,0.00013761,1
8201.02500000,0.00010712,0.00000000,0
8202.17500000,0.00042518,0.00000000,0
8203.12500000,0.00010621,0.00007329,4
8203.91666667,0.00000000,0.00007986,1
8204.32500000,0.00007205,0.00000000,0
8205.00000000,0.00006257,0.00005704,5
8206.56666667,0.00006464,0.00004593,4
8207.01666667,0.00020211,0.00000000,0
8208.25833333,0.00000000,0.00001976,1
8209.85833333,0.00000000,0.00004020,1
8210.00000000,0.00020361,0.00005036,2
8211.44166667,0.00026023,0.00021128,4
8212.84166667,0.00005747,0.00012806,8
8212.90000000,0.00000000,0.00008094,1
8214.28333333,0.00000000,0.00075113,1
8216.42500000,0.00011740,0.00000000,0
8216.64166667,0.00000000,0.00002592,1
8218.95833333,0.00008922,0.00000000,0
8219.48333333,0.00897976,0.00220092,2
8220.00000000,0.00085837,0.00067334,4
8224.50833333,0.00024753,0.00082720,9
8224.52500000,0.00023915,0.00084883,9
8224.70000000,0.00000000,0.00002447,1
8225.00000000,0.00024243,0.00018011,4
8227.90000000,0.00008597,0.00000000,0
8230.00000000,0.00015682,0.00006565,3
8232.77500000,0.00013677,0.00000000,0
8233.05000000,0.00021224,0.00002270,0
8233.64166667,0.00004717,0.00000000,0
8236.90833333,0.00005908,0.00000000,0
8238.80000000,0.00035007,0.00002587,0
8240.00000000,0.00091926,0.00061662,4
8240.35833333,0.00000000,0.00003054,1
8241.70833333,0.00000000,0.00042807,1
8244.29166667,0.00000000,0.00002276,1
8244.55000000,0.00031299,0.00005302,7
8245.02500000,0.00000000,0.00002156,1
8245.95833333,0.00038924,0.00014396,2
8246.54166667,0.00039445,0.00016963,3
8248.66666667,0.00005785,0.00007743,6
8248.68333333,0.00006285,0.00007514,5
8250.00000000,0.00077083,0.00038490,3
8250.17500000,0.00007296,0.00004683,4
8251.92500000,0.00015910,0.00000000,0
8255.66666667,0.00004568,0.00000000,0
8256.15000000,0.00007957,0.00000000,0
8256.29166667,0.00016739,0.00000000,0
8258.82500000,0.00007084,0.00000000,0
8260.00000000,0.00086047,0.00063265,4
8261.72500000,0.00000000,0.00002454,1
8262.54166667,0.00000000,0.00014739,1
8264.48333333,0.00005980,0.00000000,0
8265.00000000,0.00004579,0.00002647,3
8266.41666667,0.00012338,0.00000000,0
8270.00000000,0.00010818,0.00007212,4
8270.69166667,0.00004649,0.00000000,0
8270.85000000,0.00004122,0.00000000,0
8272.56666667,0.00000000,0.00001989,1
8273.34166667,0.00013970,0.00000000,0
8273.49166667,0.00014905,0.00000000,0
8274.14166667,0.00003731,0.00000000,0
8274.60000000,0.00004880,0.00000000,0
8275.00000000,0.00026590,0.00010482,2
8275.88333333,0.00000000,0.00002130,1
8280.00000000,0.00092587,0.00069286,4
8285.00833333,0.00011115,0.00007197,4
8290.00000000,0.00021116,0.00009946,3
8291.19166667,0.00007500,0.00000000,0
8291.38333333,0.00000000,0.00003353,1
8292.33333333,0.00024058,0.00000000,0
8297.96666667,0.00012454,0.00003309,2
8297.97500000,0.00012631,0.00003257,2
8300.00000000,0.00198302,0.00087241,3
8302.55000000,0.00000000,0.00028581,1
8305.00000000,0.00012196,0.00010910,5
8310.00000000,0.00014226,0.00012190,4
8310.54166667,0.00000000,0.00002826,1
8310.70833333,0.00063163,0.00014923,2
8313.09166667,0.00008725,0.00003083,2
8313.12500000,0.00009963,0.00002867,2
8316.05833333,0.00004423,0.00000000,0
8316.08333333,0.00003893,0.00000000,0
8316.34166667,0.00003762,0.00000000,0
8317.24166667,0.00000000,0.00002378,1
8320.00000000,0.00135303,0.00098317,4
8325.00000000,0.00030610,0.00022339,4
8325.95000000,0.00000000,0.00066952,1
8327.45833333,0.00028970,0.00005844,7
8327.58333333,0.00016868,0.00005676,2
8330.00000000,0.00020633,0.00016212,4
8330.22500000,0.00004147,0.00000000,0
8330.56666667,0.00011568,0.00013280,5
8340.00000000,0.00136520,0.00114631,4
8342.33333333,0.00000000,0.00002440,1
8343.01666667,0.00003823,0.00000000,0
8344.13333333,0.00000000,0.00003199,1
8344.18333333,0.00000000,0.00002095,1
8344.53333333,0.00111315,0.00034148,2
8344.64166667,0.00051010,0.00017507,2
8345.00000000,0.00013460,0.00014153,5
8350.00000000,0.00170020,0.00114599,4
8350.97500000,0.00008465,0.00000000,0
8355.00000000,0.00000000,0.00002174,1
8355.99166667,0.00017763,0.00007503,3
8359.38333333,0.00007645,0.00005826,4
8359.66666667,0.00004599,0.00000000,0
8360.00000000,0.00133281,0.00117321,5
8360.53333333,0.00007492,0.00000000,0
8365.00000000,0.00012229,0.00014493,5
8366.70833333,0.00011788,0.00000000,0
8369.20833333,0.00007269,0.00000000,0
8370.00000000,0.00011501,0.00015208,6
8372.40000000,0.00000000,0.00003951,1
8373.26666667,0.00000000,0.00002875,1
8373.30000000,0.00000000,0.00003332,1
8374.51666667,0.00000000,0.00002503,1
8375.00000000,0.00022827,0.00013345,3
8375.87500000,0.00000000,0.00001994,1
8376.41666667,0.00000000,0.00004639,1
8379.45833333,0.00000000,0.00002375,1
8380.00000000,0.00130135,0.00118890,5
8380.52500000,0.00005961,0.00000000,0
8380.60000000,0.00000000,0.00005499,1
8383.09166667,0.00005205,0.00006402,6
8383.15000000,0.00019161,0.00008977,3
8384.24166667,0.00005373,0.00000000,0
8385.00833333,0.00012623,0.00013395,5
8388.08333333,0.00000000,0.00010435,1
8390.00000000,0.00018633,0.00017753,5
8390.20000000,0.00000000,0.00003386,1
8394.74166667,0.00004687,0.00000000,0
8395.10833333,0.00000000,0.00007752,1
8395.41666667,0.00005504,0.00004808,11
8398.43333333,0.00034665,0.00031680,5
8399.37500000,0.00006578,0.00004703,4
8399.84166667,0.00000000,0.00004053,1
8400.00000000,0.00202694,0.00063099,2
8400.34166667,0.00000000,0.00004305,1
8402.39166667,0.00004319,0.00000000,0
8403.45833333,0.00005427,0.00002441,3
8403.52500000,0.00008385,0.00000000,0
8405.00000000,0.00009464,0.00008870,5
8405.56666667,0.00000000,0.00006522,1
8406.59166667,0.00000000,0.00005052,1
8410.00000000,0.00012625,0.00015147,5
8411.54166667,0.00023701,0.00000000,0
8416.51666667,0.00000000,0.00013105,1
8420.00000000,0.00111961,0.00092438,4
8425.00000000,0.00007579,0.00008855,5
8428.00833333,0.00005797,0.00000000,0
8428.25000000,0.00006708,0.00000000,0
8429.51666667,0.00018485,0.00010432,3
8430.00000000,0.00017228,0.00015036,11
8430.17500000,0.00008984,0.00004936,3
