-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 19
slope 421.1835140354398
intercept 0.0
r2 0.7595265793742789
arctan 1.5684220692856574
n_points 11

x y
2.48697431e-05 5.24002570e-04
1.31415998e-05 2.46531311e-04
1.31084236e-05 5.36732765e-04
9.70622979e-05 5.27856120e-02
9.96904559e-05 5.10483989e-02
1.39252125e-05 7.99481493e-04
1.41813012e-05 4.03802403e-04
1.88985398e-05 9.60572589e-04
1.92173501e-05 1.16076327e-03
5.50590846e-05 1.21706604e-03
1.34669539e-05 1.84221385e-03
