-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 18
slope 0.4338684734085688
intercept 0.0
r2 0.9996221012331785
arctan 0.40935827986200735
n_points 12

x y
3.01684541e-04 1.30089849e-04
3.57409581e-05 1.60300626e-05
3.34237207e-05 1.51204311e-05
6.65579385e-05 2.98111762e-05
7.98399365e-05 3.58401976e-05
3.55839156e-05 1.61554103e-05
4.22465340e-05 1.83927985e-05
3.41383780e-05 1.47136726e-05
2.93303939e-05 1.26013411e-05
2.55685307e-05 1.10270497e-05
2.91371514e-05 1.32590606e-05
3.04916416e-05 1.34580808e-05
