-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 5
slope 0.633802786478504
intercept 0.0
r2 0.9989491646982943
arctan 0.5649043803265785
n_points 103

x y
3.09230399e-05 1.84235634e-05
1.76961162e-05 1.09686511e-05
2.81250820e-05 1.76197468e-05
2.00599934e-05 1.27130856e-05
2.63032124e-05 1.54724881e-05
1.86016464e-05 1.12546247e-05
2.93564601e-05 1.74781864e-05
3.42874781e-05 2.22348457e-05
1.75939910e-05 1.12868520e-05
1.94064017e-05 1.20273944e-05
2.31945904e-05 1.47100847e-05
1.93236978e-05 1.11753482e-05
2.78759341e-05 1.62744875e-05
2.71908981e-05 1.71072676e-05
2.44840638e-05 1.41997568e-05
2.12116746e-05 1.40824695e-05
2.03629781e-05 1.31722267e-05
5.51166274e-05 3.59485717e-05
2.98550039e-05 1.96356202e-05
2.32388972e-05 1.32977396e-05
1.79236129e-05 1.18262140e-05
3.24200084e-05 2.15317608e-05
3.24190655e-05 2.18801540e-05
3.92786339e-05 2.25454934e-05
1.77825974e-04 1.06008837e-04
1.74088118e-05 1.11367035e-05
3.62502499e-05 2.08795821e-05
2.32751637e-05 1.40882197e-05
4.69928871e-05 3.09838506e-05
2.21604617e-05 1.25861689e-05
3.76122115e-05 2.18235297e-05
5.38050917e-05 3.60840035e-05
2.45271859e-05 1.50743636e-05
2.24448901e-05 1.28825109e-05
3.35984960e-05 2.05936904e-05
5.11828686e-05 3.07255938e-05
2.64045063e-05 1.77918707e-05
2.48044393e-05 1.40610103e-05
1.89591218e-05 1.19708152e-05
2.02820787e-04 1.20287954e-04
2.67603296e-05 1.69434963e-05
1.84584004e-05 1.14164861e-05
3.27436450e-05 2.05490730e-05
1.99388700e-05 1.34917832e-05
4.51837664e-05 3.01592969e-05
1.94769528e-05 1.10991878e-05
2.85394596e-05 1.66691791e-05
2.54860555e-05 1.66216544e-05
3.21988086e-05 2.15400125e-05
2.40593651e-05 1.48064127e-05
2.24977054e-05 1.34610314e-05
2.73629018e-05 1.66576298e-05
1.83182539e-05 1.22939301e-05
2.16053220e-05 1.35944497e-05
3.88871371e-05 2.47226015e-05
2.20138166e-05 1.44168191e-05
2.03808029e-05 1.16282749e-05
1.04125067e-04 6.27299637e-05
6.65545840e-05 4.48478150e-05
3.71641786e-05 2.21938069e-05
5.11351255e-05 3.09218860e-05
5.81918531e-05 3.76492857e-05
1.91881662e-05 1.15756025e-05
2.40146828e-05 1.50903888e-05
2.07481042e-05 1.32963143e-05
2.02572992e-05 1.19978844e-05
5.57639267e-04 3.58523440e-04
5.76148428e-04 3.66595982e-04
2.27340867e-05 1.46653004e-05
4.37809294e-05 2.81975807e-05
4.55730704e-05 2.86032501e-05
3.36811867e-05 2.13924033e-05
2.39737341e-05 1.41239444e-05
2.05526225e-05 1.20856567e-05
2.38947250e-05 1.36581545e-05
2.29702501e-05 1.37883460e-05
3.50512822e-05 2.02383996e-05
3.38386422e-05 2.16050277e-05
4.67881316e-05 2.78905056e-05
2.18468481e-05 1.29058830e-05
1.90973893e-05 1.12870032e-05
3.93362974e-05 2.62884282e-05
2.41274083e-05 1.50789187e-05
3.57852301e-05 2.33619945e-05
4.83483190e-05 3.04269961e-05
5.08418231e-05 3.35649162e-05
2.07170098e-05 1.30610901e-05
4.76781101e-05 3.19338634e-05
3.28342186e-05 2.01251810e-05
1.91179599e-05 1.15269652e-05
2.87142420e-05 1.65414664e-05
2.95334202e-05 1.79597356e-05
2.11820251e-05 1.37440910e-05
2.84785028e-05 1.90217998e-05
2.48359993e-05 1.59351111e-05
3.85398873e-05 2.44217806e-05
2.16883036e-05 1.45183810e-05
2.27476567e-05 1.52349958e-05
2.82643713e-05 1.61843277e-05
5.69362089e-05 3.82056253e-05
4.05182717e-05 2.51778087e-05
4.35309527e-05 2.56571088e-05
3.74242454e-05 2.20299969e-05
