-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 3
slope 0.046311905167366364
intercept 0.0
r2 0.9697213545455929
arctan 0.0462788379005195
n_points 173

x y
7.97599082e-04 3.60293677e-05
8.75498734e-04 3.20413902e-05
1.00765389e-03 1.61135619e-05
8.23976103e-04 1.27297631e-05
3.18014279e-04 1.95683651e-05
1.12877777e-02 2.06881937e-04
7.57842050e-03 1.36881245e-04
3.90005080e-04 1.24840326e-05
1.50252580e-04 1.11112928e-05
1.68611624e-03 8.82522357e-05
3.47860885e-04 1.78394962e-05
2.75356027e-04 1.26179949e-05
3.17523968e-04 1.36321668e-05
2.68348782e-04 1.72184994e-05
5.23670792e-04 1.66814284e-05
4.48394195e-04 2.00437178e-05
2.96847864e-04 1.21682770e-05
1.83895210e-03 2.10375070e-05
1.97264401e-04 1.14759903e-05
1.13900927e-03 1.42459528e-05
1.39837711e-03 2.00847612e-05
6.82161272e-04 2.70194023e-05
1.44529594e-03 6.33697877e-05
1.29687579e-03 1.16603991e-05
7.13233185e-04 3.10847801e-05
3.46508738e-04 1.85933245e-05
3.49581265e-04 1.81876212e-05
3.78236568e-04 1.14798253e-05
3.68242432e-04 1.20020182e-05
2.53515058e-03 2.06834008e-05
3.41721527e-04 1.59914549e-05
4.23960246e-04 3.47132501e-05
4.34892664e-04 3.60143370e-05
1.58979348e-03 2.55881874e-05
6.61049813e-04 1.18242584e-05
3.21792349e-04 2.62637125e-05
3.01136947e-03 4.56922291e-05
1.76089010e-03 1.41268064e-05
3.07553515e-03 1.54582262e-04
1.49105251e-03 7.87063630e-05
8.79262200e-03 1.30806282e-04
5.29906318e-03 2.74882925e-04
2.76887533e-03 1.38011715e-04
5.50525023e-03 2.74231494e-04
5.48105968e-03 2.74399807e-04
1.61959378e-03 3.70032200e-05
2.76487530e-03 1.32176982e-04
1.39660242e-03 7.57517434e-05
1.37014388e-03 7.66205099e-05
2.67134556e-04 1.46286311e-05
3.01561492e-04 1.84908621e-05
2.86635099e-04 1.88271267e-05
2.22641450e-03 4.21580259e-05
1.96803728e-04 1.30958412e-05
3.37065085e-03 6.26374945e-05
7.62485722e-04 1.57257019e-05
4.57041461e-04 2.28515149e-05
3.10207982e-04 1.19447693e-05
3.30271773e-04 1.33406040e-05
2.87331383e-04 1.99483936e-05
2.95626361e-04 1.48508501e-05
5.22054861e-04 1.52356239e-05
1.12891965e-03 4.76529667e-05
8.73545471e-04 2.04745410e-05
1.01824659e-03 1.84525067e-05
4.09538562e-03 8.51374520e-05
5.31189197e-04 2.03418994e-05
1.09022864e-03 2.44903864e-05
6.10960048e-04 2.10164052e-05
4.07387190e-04 1.40697823e-05
2.45441753e-04 1.65575937e-05
2.38014979e-04 1.10202455e-05
3.04116980e-04 2.56121959e-05
8.79693263e-04 4.44234589e-05
6.41223770e-04 3.70054258e-05
2.86216869e-04 1.30123665e-05
2.89323159e-04 1.27654114e-05
1.76139193e-03 1.92302629e-05
1.23755223e-03 6.27198108e-05
2.67990645e-03 1.28875976e-04
6.53074472e-04 2.10863422e-05
6.39340693e-04 2.45342805e-05
6.19897622e-04 2.53235336e-05
8.81919406e-04 2.28412880e-05
3.85114456e-04 1.88299847e-05
7.79983118e-04 1.16765630e-05
7.35492903e-04 1.18345826e-05
2.35646946e-04 1.78335623e-05
3.32956435e-04 1.22168484e-05
1.14240513e-03 1.51871438e-05
1.33130154e-04 1.09091574e-05
