-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 15
slope 1.6377669540584965
intercept 0.0
r2 0.9990207674888419
arctan 1.0226282624913585
n_points 40

x y
1.54646089e-05 2.75194716e-05
2.13886525e-05 3.70412011e-05
1.60494964e-05 2.55751762e-05
1.76895722e-05 3.03339300e-05
6.38241279e-05 1.00231902e-04
1.34685893e-05 2.17306005e-05
1.63214987e-05 2.92643109e-05
1.90392893e-05 3.25331217e-05
3.01505674e-04 5.36650890e-04
2.11665547e-05 3.49707949e-05
2.31205667e-05 3.65866557e-05
1.42812498e-05 2.27642759e-05
1.57066957e-05 2.67785807e-05
1.30858655e-05 2.16214807e-05
1.50508324e-05 2.36693412e-05
1.37502879e-05 2.24779562e-05
1.59701500e-05 2.70466043e-05
4.64246317e-05 7.62768766e-05
2.84586398e-05 4.50246130e-05
2.05414993e-05 3.21094441e-05
4.16513647e-04 6.61482432e-04
1.83364967e-04 3.05025737e-04
7.86538820e-05 1.29248976e-04
2.51074580e-05 4.47625007e-05
5.43287526e-05 9.85673372e-05
9.93396517e-04 1.62563834e-03
2.88715828e-04 4.53542158e-04
3.28013243e-05 5.15509739e-05
1.40817958e-05 2.25282432e-05
1.77579120e-05 3.09584234e-05
2.75742873e-05 4.43305586e-05
2.95045626e-05 4.68892632e-05
1.56800810e-05 2.80538494e-05
1.84826801e-05 2.89880918e-05
1.87496297e-05 3.22071475e-05
1.58196640e-05 2.71360163e-05
1.99765126e-05 3.14020414e-05
1.48901078e-05 2.37483742e-05
1.37229646e-05 2.38478477e-05
9.01156602e-05 1.62280185e-04
