-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 0
slope 0.894388063816038
intercept 0.0
r2 0.9972288664806728
arctan 0.729705918479958
n_points 329

x y
2.46499925e-05 2.01260818e-05
1.35900641e-05 1.20421234e-05
2.08737156e-05 1.94261751e-05
2.18916815e-05 1.79996731e-05
5.10288767e-05 4.48076316e-05
5.06418546e-05 4.16748690e-05
2.24504970e-05 1.99751708e-05
1.88362468e-04 1.63116209e-04
3.60560516e-04 3.36567715e-04
6.70071016e-05 5.97508448e-05
1.58895296e-04 1.39451743e-04
1.73241013e-04 1.47770349e-04
4.20732141e-04 3.52707324e-04
6.10924715e-04 5.65926483e-04
1.54822333e-05 1.31797267e-05
3.17614436e-05 2.65162469e-05
3.21175825e-04 2.91758979e-04
4.87258162e-05 3.95820647e-05
4.15782494e-05 3.63377455e-05
1.34595687e-03 1.16031911e-03
1.31435591e-04 1.08244021e-04
3.03148955e-05 2.76249410e-05
3.63826760e-05 2.92754945e-05
7.70592719e-05 6.38613615e-05
1.36915831e-04 1.11651061e-04
2.19502254e-02 1.79338080e-02
7.10795607e-05 6.02538320e-05
2.49355265e-05 2.01552854e-05
1.64603009e-05 1.44739026e-05
1.40502939e-04 1.27365480e-04
4.98367257e-05 4.43260809e-05
4.94261435e-05 4.50765143e-05
6.20581465e-05 5.50431675e-05
1.73682881e-05 1.40754502e-05
3.72065844e-05 3.19704780e-05
3.07813361e-05 2.65749980e-05
5.09036217e-05 4.16993439e-05
2.51783647e-04 2.35268331e-04
6.08293972e-04 5.61713824e-04
9.03142335e-05 8.07367518e-05
1.94182446e-05 1.72529217e-05
3.19998056e-05 2.95694207e-05
3.30140568e-05 2.85402550e-05
7.10658522e-04 6.53878444e-04
5.97767253e-05 4.88342426e-05
1.00858074e-04 8.88165267e-05
1.36963573e-04 1.24596431e-04
1.58700612e-03 1.49414740e-03
4.47759510e-05 3.90203981e-05
4.17418836e-04 3.88489252e-04
3.73644705e-05 3.01910134e-05
1.47604410e-04 1.25538595e-04
5.23928339e-05 4.72517008e-05
9.14993161e-05 7.90747383e-05
9.74010229e-05 8.71342762e-05
1.93818128e-05 1.75241971e-05
2.82604120e-02 2.62570976e-02
8.63049517e-05 8.07963529e-05
3.96227953e-05 3.69421588e-05
1.07893550e-04 9.21695238e-05
8.84064715e-04 7.56591980e-04
2.18964579e-05 1.76151803e-05
3.31307473e-05 3.02116142e-05
3.78274486e-05 3.11963252e-05
1.90175164e-05 1.75729688e-05
3.64841934e-05 3.28718796e-05
2.34708492e-04 2.18713787e-04
2.37529470e-04 2.18846774e-04
6.30874297e-04 5.58283862e-04
6.35220219e-04 5.61358797e-04
1.57044162e-05 1.31414692e-05
3.91015421e-05 3.49261669e-05
3.77404722e-04 3.41708927e-04
2.38060150e-05 2.06117149e-05
6.84720377e-05 5.58748712e-05
6.68384213e-05 5.62825545e-05
3.77483285e-05 3.23340111e-05
5.67978544e-05 5.09317779e-05
3.81920306e-05 3.12148454e-05
3.11675799e-05 2.69794946e-05
7.11305193e-05 6.64240287e-05
9.38263306e-04 8.76851037e-04
9.60061112e-04 8.97708898e-04
1.36863142e-04 1.14800656e-04
5.55253402e-05 4.71871558e-05
7.42730606e-05 6.17962719e-05
6.52114741e-04 5.36511391e-04
1.70784097e-05 1.40807685e-05
1.42260675e-05 1.16794996e-05
2.25408374e-05 1.85908269e-05
4.92479276e-05 4.23047226e-05
6.24697982e-05 5.26391744e-05
9.34694862e-05 7.86702692e-05
1.68930712e-02 1.43540086e-02
1.69059042e-02 1.43393469e-02
8.66991436e-05 7.02452878e-05
9.61367622e-04 8.82723224e-04
2.89578351e-05 2.43973131e-05
8.45047396e-05 7.30306259e-05
4.53464483e-05 4.21126036e-05
1.82034986e-04 1.54954932e-04
1.91164621e-05 1.78742904e-05
1.51517713e-05 1.21852149e-05
2.18847414e-05 1.90502906e-05
2.21290262e-05 1.85799263e-05
4.93680409e-05 4.41988955e-05
4.95412123e-05 4.50027873e-05
5.75178501e-05 5.35969143e-05
2.55735303e-03 2.18865585e-03
1.37202734e-05 1.25573385e-05
8.75250888e-05 7.62345419e-05
1.76943624e-04 1.56637639e-04
5.58587693e-05 5.16330483e-05
3.72863299e-04 3.50107329e-04
3.73295760e-04 3.52284012e-04
1.54312476e-05 1.45088403e-05
4.46020640e-05 3.62515538e-05
3.72021295e-05 3.02479585e-05
4.73691478e-05 4.29398104e-05
6.39271915e-05 5.20821860e-05
7.12897161e-05 6.00296488e-05
7.68177499e-05 6.69166659e-05
1.54040299e-04 1.29401873e-04
2.92656296e-04 2.49501045e-04
4.43341500e-02 3.75505749e-02
1.29051974e-04 1.06942128e-04
7.48945132e-05 6.91347925e-05
3.84660636e-05 3.29936133e-05
4.49793523e-05 3.65035460e-05
1.86333758e-05 1.51510621e-05
1.66121850e-05 1.54897305e-05
1.72646583e-05 1.60232014e-05
1.75342574e-05 1.58420178e-05
1.35962281e-05 1.09558068e-05
2.17735331e-04 1.82717902e-04
2.29376887e-04 1.90969844e-04
1.70772692e-05 1.54103725e-05
4.89702800e-05 4.46075818e-05
4.95664141e-05 4.39521893e-05
1.64370106e-05 1.41948291e-05
6.37203940e-05 6.01178882e-05
9.19949796e-05 8.51358495e-05
1.30458806e-05 1.18154936e-05
5.69514610e-05 5.29138138e-05
3.29633113e-05 2.82932899e-05
4.75089376e-04 4.38352576e-04
9.02339742e-04 8.42048809e-04
2.44423035e-05 2.05679447e-05
5.51455242e-05 4.54850456e-05
2.50360529e-04 2.30662129e-04
2.40587194e-05 2.10811468e-05
1.38664016e-05 1.20043784e-05
3.74852594e-04 3.22788031e-04
3.91945238e-04 3.35959669e-04
3.37626096e-05 3.18341832e-05
3.01708544e-05 2.55347810e-05
4.77145822e-04 4.34070655e-04
2.73197321e-05 2.21033021e-05
2.97174978e-05 2.49544094e-05
1.00710559e-04 9.24009993e-05
7.68580450e-05 6.60498185e-05
3.29395164e-05 2.80944935e-05
3.87802201e-05 3.28869734e-05
2.11151783e-05 1.75286738e-05
2.13902204e-05 1.95745238e-05
1.84693035e-05 1.66162176e-05
2.94190634e-03 2.76203298e-03
2.46055721e-05 2.27663439e-05
1.80116255e-05 1.66004196e-05
1.34418716e-04 1.15108003e-04
3.08542919e-05 2.85905196e-05
3.83072745e-05 3.44953714e-05
2.16639193e-04 2.00397584e-04
7.00675646e-05 6.04514251e-05
2.16339765e-05 1.98754566e-05
2.53141333e-05 2.18847384e-05
3.03234064e-05 2.63307175e-05
2.16771718e-05 1.95057058e-05
2.04944239e-04 1.91129649e-04
2.10520812e-04 1.96236700e-04
1.02636468e-04 8.39097161e-05
4.28362739e-02 4.03916899e-02
1.19621279e-04 1.07389629e-04
2.37865517e-05 2.16606087e-05
2.06024733e-05 1.87038633e-05
6.91362859e-05 6.46854193e-05
2.58663476e-05 2.14945182e-05
5.48887226e-05 4.66656251e-05
1.91754066e-04 1.56938686e-04
2.78334101e-05 2.54807124e-05
1.94079967e-05 1.79260938e-05
8.09250059e-05 6.63784306e-05
1.15274626e-04 1.06208849e-04
5.30946753e-04 4.87124154e-04
3.22464707e-05 2.92379688e-05
2.01536630e-03 1.62950447e-03
2.56231593e-04 2.28132156e-04
6.28349578e-05 5.86418470e-05
9.41755238e-04 8.13823044e-04
9.55549076e-04 8.23810551e-04
7.85765899e-05 7.39447279e-05
5.48449433e-05 4.60060381e-05
5.74863211e-05 4.61989773e-05
2.39062987e-05 2.11610297e-05
1.86011435e-05 1.67986627e-05
3.23361274e-05 2.98361052e-05
3.88769889e-05 3.20870336e-05
3.64308895e-05 3.02265711e-05
2.60212077e-05 2.10024641e-05
2.66946920e-05 2.40313603e-05
3.03153100e-05 2.74293551e-05
1.63319226e-05 1.38083458e-05
1.70024774e-05 1.52333864e-05
1.57750057e-05 1.31969989e-05
1.48895871e-05 1.19901809e-05
1.01578714e-04 9.39339093e-05
2.51671114e-05 2.14172648e-05
2.49579544e-05 2.13395182e-05
1.34599594e-05 1.24988251e-05
6.15220814e-05 5.10366143e-05
2.13957489e-04 1.81701276e-04
2.08786670e-04 1.87521862e-04
5.37735030e-05 4.52325174e-05
2.39484769e-05 2.05083716e-05
2.35195783e-05 2.06264532e-05
4.09506845e-05 3.54707707e-05
1.39369616e-05 1.28508420e-05
9.20765837e-05 8.15941895e-05
2.38781428e-04 2.25004184e-04
5.86533294e-05 5.39434426e-05
1.85352632e-05 1.62434117e-05
2.04380832e-04 1.74346564e-04
1.31962819e-04 1.19035911e-04
1.36052751e-04 1.17957611e-04
6.26495415e-04 5.88551339e-04
1.55920981e-05 1.33711693e-05
5.53342401e-05 4.95333592e-05
6.79263305e-05 6.00618287e-05
3.60333245e-04 2.90179755e-04
2.12115052e-04 1.88104886e-04
2.51478403e-05 2.25561554e-05
6.19719643e-05 5.84765337e-05
6.19493776e-05 5.77161696e-05
2.67420792e-03 2.22314840e-03
4.02922953e-05 3.46347883e-05
5.55581943e-05 4.64602432e-05
1.52939903e-05 1.30850459e-05
2.32382945e-03 1.87406929e-03
1.42707686e-05 1.34565708e-05
2.27287210e-03 2.14299531e-03
6.41801484e-05 5.90439232e-05
1.45484427e-04 1.26352163e-04
1.55121789e-04 1.32676170e-04
2.65137778e-05 2.16479666e-05
3.00454740e-05 2.62275179e-05
1.07223970e-04 9.44863572e-05
4.22654170e-04 3.66622032e-04
6.13974214e-05 5.11082915e-05
6.48813842e-05 5.83882486e-05
1.86137926e-04 1.63134307e-04
1.19976946e-03 9.77644030e-04
6.97834218e-04 5.62291368e-04
1.85027583e-04 1.56263892e-04
1.72431780e-03 1.39110370e-03
1.26201088e-03 1.01733562e-03
4.29158249e-04 3.46536819e-04
3.06273903e-04 2.53277335e-04
8.74888050e-04 7.06235957e-04
5.81863459e-04 4.67190824e-04
1.44836626e-04 1.20512427e-04
2.38903345e-04 1.97545649e-04
1.90652439e-04 1.56281534e-04
2.79629059e-04 2.61927120e-04
2.94281726e-04 2.63934507e-04
2.74178372e-05 2.33983439e-05
2.47766582e-05 2.02810727e-05
4.90528503e-05 3.99917821e-05
2.81748708e-05 2.36731981e-05
5.13446125e-05 4.45777217e-05
2.02022432e-05 1.82301392e-05
2.98330775e-05 2.58431807e-05
2.78094169e-05 2.49692810e-05
3.31103760e-05 2.85933310e-05
1.58621844e-04 1.30223620e-04
4.95680359e-05 4.19616933e-05
4.91817281e-05 4.14358303e-05
8.44964342e-05 6.93954751e-05
1.21820351e-04 1.09000605e-04
5.55212327e-05 4.81611096e-05
3.55552264e-03 3.06764931e-03
1.63284628e-05 1.33583158e-05
1.56471692e-05 1.39003305e-05
1.58981775e-05 1.37268805e-05
1.32205702e-04 1.24046491e-04
1.38597222e-04 1.30479069e-04
1.34915049e-04 1.24211465e-04
3.56272768e-05 3.01142823e-05
6.95551216e-05 5.89087706e-05
2.34192753e-05 2.11687727e-05
1.92576946e-05 1.58956638e-05
1.69895580e-05 1.50995123e-05
2.57620204e-05 2.30925025e-05
4.03675796e-04 3.43281686e-04
4.82239590e-05 4.47140277e-05
1.67376509e-05 1.40602847e-05
1.04091651e-04 8.45517721e-05
2.38757607e-05 2.18341296e-05
2.53207377e-05 2.25983002e-05
3.96538594e-05 3.72856515e-05
7.74315820e-05 7.20404608e-05
2.60215496e-02 2.40665799e-02
2.64874545e-02 2.45099227e-02
8.23636047e-05 7.29284876e-05
2.83561601e-05 2.50362919e-05
1.86493721e-05 1.63828517e-05
8.57387316e-05 8.02996389e-05
4.17033918e-03 3.57302378e-03
7.91877749e-03 7.15914642e-03
3.01331455e-04 2.58229829e-04
6.46261732e-05 6.09806996e-05
2.73007123e-03 2.26678606e-03
7.12906985e-05 5.90733435e-05
2.49348473e-03 2.08873940e-03
2.79014760e-05 2.50160534e-05
8.07211196e-05 7.04433329e-05
8.42995703e-05 6.82380573e-05
7.96737626e-05 6.66577838e-05
8.54148121e-05 7.30583162e-05
1.35736875e-05 1.27352980e-05
