-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 4
slope 1.2441082353267863
intercept 0.0
r2 0.9988021337785379
arctan 0.8937495363273648
n_points 124

x y
1.86895708e-05 2.20585719e-05
1.61312053e-05 2.04626723e-05
2.56014145e-04 3.01832256e-04
2.91792960e-05 3.30304877e-05
2.67885337e-05 3.04412595e-05
1.55904304e-05 1.73643666e-05
1.32008977e-05 1.62414389e-05
1.47896100e-05 1.76030600e-05
1.60234175e-04 1.92142839e-04
4.74788830e-05 5.53864024e-05
4.72574303e-05 5.30079576e-05
4.31777710e-05 5.04015645e-05
1.67086647e-04 2.03137426e-04
2.30788031e-05 2.67692457e-05
1.53523715e-05 1.77039028e-05
1.99182969e-05 2.35777534e-05
6.27967960e-05 6.99466359e-05
6.63365174e-05 7.58518833e-05
4.07880420e-05 5.17169542e-05
4.33940211e-05 5.26959136e-05
2.52774892e-05 2.98943242e-05
6.14015908e-05 7.01142894e-05
2.98386529e-05 3.78806908e-05
4.28225827e-05 4.81047120e-05
4.24300190e-05 5.42506966e-05
4.44842304e-05 5.37164130e-05
1.94526833e-05 2.24297488e-05
2.86247088e-05 3.35225455e-05
1.51232517e-05 1.75540161e-05
6.41992775e-05 7.39933146e-05
1.86467099e-05 2.13052686e-05
1.68963837e-04 1.93794913e-04
2.63926841e-05 3.04409388e-05
5.15297032e-05 6.25172888e-05
1.98235132e-05 2.41005397e-05
5.11487164e-04 5.70976409e-04
7.11429307e-05 8.60392163e-05
6.19897916e-05 7.12983733e-05
9.39606079e-05 1.04946787e-04
1.52442486e-05 1.74410838e-05
2.87318400e-05 3.30327766e-05
1.83216514e-05 2.12763321e-05
1.37242988e-05 1.60617220e-05
2.31363349e-05 2.92796541e-05
1.33953202e-05 1.67057858e-05
1.84935435e-04 2.31589113e-04
1.90993435e-04 2.39336992e-04
2.80202030e-05 3.49792289e-05
1.34033134e-05 1.64321403e-05
6.77580635e-05 7.53537025e-05
4.21740999e-05 5.42088645e-05
2.82131069e-05 3.20163231e-05
1.54351514e-05 1.79612373e-05
6.46936095e-05 8.35459634e-05
1.59334269e-05 1.94346827e-05
1.43748796e-05 1.62564358e-05
2.01973162e-05 2.51584390e-05
5.92370829e-05 6.72666107e-05
1.33958890e-05 1.64682296e-05
1.52862287e-05 1.80693298e-05
3.32897032e-05 4.31784056e-05
9.16023457e-05 1.10410683e-04
1.52307858e-05 1.69817276e-05
4.65369030e-05 5.38532102e-05
2.19672485e-05 2.84945243e-05
1.85594988e-05 2.17084960e-05
1.79499574e-05 2.26070376e-05
2.18746943e-03 2.75739466e-03
1.53999842e-05 1.82913234e-05
2.58130410e-04 3.11133182e-04
1.00871890e-04 1.26089567e-04
1.43361436e-04 1.73082836e-04
2.54307263e-04 3.28288632e-04
1.33664608e-05 1.50593108e-05
2.22509916e-05 2.64224231e-05
2.23930769e-05 2.50957010e-05
8.48379324e-05 1.08559158e-04
8.52162772e-05 1.08115671e-04
4.10726940e-05 5.23218803e-05
3.95263080e-04 4.56392724e-04
5.13646358e-05 6.44761797e-05
1.42695155e-05 1.69001340e-05
1.65595585e-05 2.04311925e-05
2.43806923e-05 2.79709522e-05
1.65634041e-05 2.12459582e-05
5.11711810e-05 6.14970282e-05
7.02188094e-05 8.76427384e-05
6.47902244e-05 7.60619500e-05
6.49503535e-05 7.26117327e-05
2.01220988e-05 2.53327112e-05
1.03629381e-04 1.17280111e-04
1.87260101e-05 2.33369527e-05
1.93494823e-05 2.43136947e-05
1.34988771e-05 1.51926514e-05
1.44125653e-05 1.71036874e-05
2.41462978e-05 2.84441995e-05
1.37344166e-05 1.61994967e-05
9.82332789e-05 1.10444001e-04
9.09338856e-05 1.07449013e-04
6.72408496e-05 7.95631559e-05
1.20537918e-04 1.46817435e-04
1.54668438e-05 1.90993670e-05
1.73020389e-05 2.12755506e-05
3.64661087e-05 4.24323438e-05
1.78393217e-05 2.03309480e-05
2.09833334e-05 2.49684478e-05
3.73998571e-04 4.45986484e-04
5.30050186e-05 5.90642018e-05
2.50281366e-05 3.16823660e-05
3.63506883e-05 4.19222689e-05
2.36760060e-05 2.79926265e-05
8.13544681e-05 1.04819471e-04
1.97388667e-05 2.45599460e-05
1.80571621e-05 2.35950670e-05
1.99113388e-04 2.44578668e-04
2.83063942e-05 3.43129322e-05
2.15992605e-04 2.47765520e-04
2.31889599e-05 2.92588281e-05
1.33370845e-05 1.72414039e-05
2.08458982e-05 2.50072934e-05
1.53101862e-05 1.78537213e-05
1.80172659e-05 2.06082752e-05
2.55497329e-05 3.30795887e-05
1.16051821e-04 1.50704768e-04
