freq,int_h2o,int_doh,int_d2o
15910.0000,0.0002,0.0001,0.0000
15920.0000,0.0006,0.0004,0.0001
15930.0000,0.0002,0.0001,0.0000
15935.0000,0.0001,0.0001,0.0000
15939.2167,0.0002,0.0001,0.0000
15939.2500,0.0002,0.0001,0.0000
15939.3333,0.0001,0.0001,0.0000
15940.0000,0.0005,0.0004,0.0001
15960.0000,0.0005,0.0003,0.0001
15970.0000,0.0002,0.0001,0.0000
15980.0000,0.0005,0.0004,0.0001
15990.0000,0.0003,0.0001,0.0000
16000.0000,0.0010,0.0003,0.0002
16010.0000,0.0003,0.0001,0.0000
16015.0083,0.0001,0.0001,0.0000
16015.6167,0.0002,0.0001,0.0000
16015.6250,0.0002,0.0001,0.0000
16020.0000,0.0004,0.0003,0.0001
16030.0000,0.0002,0.0002,0.0001
16032.2417,0.0005,0.0001,0.0000
16032.3667,0.0003,0.0000,0.0000
16032.9000,0.0007,0.0001,0.0000
16033.0250,0.0006,0.0001,0.0000
16040.0000,0.0004,0.0003,0.0001
16050.0000,0.0006,0.0003,0.0001
16070.0000,0.0003,0.0002,0.0001
16075.0000,0.0001,0.0001,0.0000
16080.0000,0.0002,0.0002,0.0000
16090.0000,0.0003,0.0002,0.0000
16091.1583,0.0001,0.0000,0.0000
16091.1750,0.0001,0.0000,0.0000
16091.2917,0.0001,0.0000,0.0000
16106.9500,0.0003,0.0001,0.0000
16107.0667,0.0001,0.0001,0.0000
16108.9167,0.0006,0.0001,0.0000
16109.0417,0.0005,0.0001,0.0000
16110.0000,0.0002,0.0002,0.0000
16118.6667,0.0007,0.0002,0.0001
16118.7250,0.0004,0.0003,0.0001
16125.0000,0.0003,0.0002,0.0002
16130.0000,0.0004,0.0002,0.0000
16170.0000,0.0003,0.0002,0.0001
16190.0000,0.0004,0.0002,0.0001
16198.2417,0.0000,0.0000,0.0000
16200.0000,0.0007,0.0003,0.0001
16210.0000,0.0004,0.0002,0.0001
16210.9417,0.0005,0.0002,0.0001
16220.0000,0.0003,0.0003,0.0001
16230.0000,0.0003,0.0002,0.0001
16240.0000,0.0003,0.0003,0.0001
16250.0000,0.0008,0.0005,0.0002
16253.2417,0.0008,0.0001,0.0000
16253.3667,0.0007,0.0001,0.0000
16260.0000,0.0004,0.0003,0.0001
16270.0000,0.0002,0.0002,0.0000
16274.8000,0.0003,0.0001,0.0000
16274.9167,0.0002,0.0001,0.0001
16280.0000,0.0004,0.0003,0.0001
16290.0000,0.0002,0.0002,0.0000
16295.0083,0.0001,0.0001,0.0000
16300.0000,0.0005,0.0003,0.0001
16320.0000,0.0003,0.0002,0.0001
16329.5000,0.0006,0.0001,0.0000
16329.6167,0.0003,0.0001,0.0000
16329.6250,0.0003,0.0001,0.0000
16340.0000,0.0003,0.0002,0.0000
16350.0000,0.0004,0.0003,0.0001
16351.4167,0.0003,0.0001,0.0000
16360.0000,0.0003,0.0002,0.0001
16380.0000,0.0003,0.0002,0.0001
16400.0000,0.0003,0.0002,0.0001
16406.2500,0.0002,0.0001,0.0000
16420.0000,0.0004,0.0002,0.0001
16425.0000,0.0002,0.0001,0.0000
16440.0000,0.0004,0.0002,0.0001
16459.2833,0.0013,0.0009,0.0005
16460.0000,0.0005,0.0002,0.0001
16470.0000,0.0001,0.0001,0.0000
16480.0000,0.0006,0.0002,0.0001
16490.0083,0.0001,0.0001,0.0000
16500.0000,0.0007,0.0002,0.0002
16510.0000,0.0001,0.0000,0.0000
16520.0000,0.0007,0.0002,0.0001
16530.0083,0.0001,0.0000,0.0000
16540.0000,0.0008,0.0002,0.0002
16550.0000,0.0007,0.0002,0.0001
16560.0000,0.0008,0.0003,0.0002
16570.0000,0.0001,0.0000,0.0000
16580.0000,0.0009,0.0003,0.0002
16590.0000,0.0001,0.0000,0.0000
16600.0000,0.0011,0.0003,0.0002
16601.5583,0.0002,0.0001,0.0000
16610.0000,0.0001,0.0000,0.0000
16615.0000,0.0001,0.0000,0.0000
16620.0000,0.0010,0.0002,0.0002
16625.0000,0.0001,0.0000,0.0000
16629.9917,0.0001,0.0000,0.0000
16635.0000,0.0001,0.0000,0.0000
16640.0000,0.0010,0.0002,0.0002
16644.0083,0.0002,0.0001,0.0000
16650.0000,0.0008,0.0001,0.0001
16660.0000,0.0009,0.0002,0.0002
16670.0000,0.0001,0.0000,0.0000
16680.0000,0.0009,0.0002,0.0002
16700.0000,0.0007,0.0001,0.0002
16720.0000,0.0007,0.0001,0.0002
16740.0000,0.0006,0.0001,0.0001
16748.2667,0.0001,0.0000,0.0000
16748.2750,0.0001,0.0000,0.0000
16750.0000,0.0003,0.0000,0.0001
16751.3417,0.0002,0.0000,0.0000
16760.0000,0.0005,0.0001,0.0001
16780.0000,0.0006,0.0001,0.0002
16800.0000,0.0008,0.0000,0.0002
16820.0000,0.0008,0.0001,0.0002
16840.0000,0.0008,0.0001,0.0002
16860.0000,0.0008,0.0001,0.0002
16864.6083,0.0046,0.0011,0.0007
16875.0000,0.0006,0.0001,0.0002
16880.0000,0.0009,0.0001,0.0003
16889.6750,0.0002,0.0001,0.0001
16900.0000,0.0008,0.0001,0.0002
16912.0583,0.0001,0.0001,0.0001
16920.0000,0.0008,0.0001,0.0003
16940.0000,0.0009,0.0001,0.0003
16947.2917,0.0038,0.0009,0.0012
16948.0917,0.0002,0.0000,0.0000
16950.0000,0.0008,0.0002,0.0002
16960.0000,0.0008,0.0001,0.0003
16965.0333,0.0001,0.0000,0.0000
16965.0750,0.0001,0.0000,0.0000
16965.1250,0.0001,0.0000,0.0000
16975.0083,0.0001,0.0000,0.0000
16980.0000,0.0006,0.0001,0.0002
16994.3750,0.0002,0.0001,0.0000
16995.0000,0.0001,0.0000,0.0000
17000.0000,0.0007,0.0001,0.0002
17020.0000,0.0004,0.0001,0.0002
17032.5083,0.0037,0.0001,0.0002
17040.0000,0.0003,0.0001,0.0001
17045.8083,0.0000,0.0000,0.0000
17050.0000,0.0001,0.0001,0.0001
17060.0000,0.0003,0.0001,0.0001
17080.0000,0.0003,0.0001,0.0001
17100.0000,0.0002,0.0001,0.0001
17120.0000,0.0003,0.0001,0.0001
17140.0000,0.0003,0.0001,0.0001
17150.0000,0.0002,0.0001,0.0001
17160.0000,0.0003,0.0001,0.0001
17180.0000,0.0004,0.0002,0.0002
17190.0000,0.0001,0.0000,0.0000
17200.0000,0.0004,0.0002,0.0002
17220.0000,0.0004,0.0002,0.0002
17240.0000,0.0005,0.0003,0.0002
17260.0000,0.0005,0.0003,0.0003
17280.0000,0.0006,0.0004,0.0003
17300.0000,0.0006,0.0005,0.0003
17310.0083,0.0001,0.0000,0.0000
17320.0000,0.0006,0.0005,0.0003
17325.0000,0.0001,0.0000,0.0000
17329.1500,0.0001,0.0001,0.0000
17329.9917,0.0001,0.0000,0.0000
17340.0000,0.0007,0.0005,0.0004
17342.4917,0.0010,0.0006,0.0005
17350.0000,0.0001,0.0001,0.0001
17360.0000,0.0007,0.0006,0.0004
17370.0000,0.0001,0.0000,0.0001
17373.4667,0.0003,0.0000,0.0000
17373.4833,0.0003,0.0000,0.0000
17380.0000,0.0007,0.0006,0.0004
17380.6250,0.0001,0.0001,0.0001
17390.0083,0.0001,0.0001,0.0001
17410.0000,0.0001,0.0001,0.0001
17425.1000,0.0001,0.0001,0.0001
17426.9083,0.0001,0.0001,0.0001
17430.0000,0.0001,0.0001,0.0001
17433.6167,0.0000,0.0000,0.0000
17468.6917,0.0042,0.0009,0.0001
17468.8167,0.0034,0.0008,0.0003
17470.0083,0.0001,0.0001,0.0001
17485.3250,0.0002,0.0001,0.0001
17489.3667,0.0004,0.0001,0.0000
17489.3833,0.0004,0.0001,0.0000
17509.9917,0.0001,0.0001,0.0000
17530.0000,0.0001,0.0001,0.0000
17541.6083,0.0001,0.0000,0.0000
17541.6333,0.0002,0.0000,0.0000
17568.7500,0.0000,0.0000,0.0000
17568.8000,0.0000,0.0000,0.0000
17568.8417,0.0001,0.0000,0.0000
17645.6750,0.0065,0.0005,0.0006
17645.8083,0.0064,0.0006,0.0004
17650.0000,0.0001,0.0000,0.0000
17664.9917,0.0025,0.0003,0.0004
17665.1167,0.0021,0.0002,0.0004
17669.1750,0.0005,0.0000,0.0000
17669.4667,0.0006,0.0000,0.0000
17669.5667,0.0005,0.0000,0.0001
17669.5750,0.0005,0.0000,0.0001
17688.1250,0.0001,0.0000,0.0000
17688.1333,0.0001,0.0000,0.0000
17690.1917,0.0010,0.0002,0.0001
17690.3167,0.0009,0.0001,0.0001
17725.0000,0.0001,0.0001,0.0001
17794.9333,0.0000,0.0000,0.0000
17854.3750,0.0003,0.0000,0.0000
17860.0083,0.0027,0.0007,0.0002
17860.1417,0.0020,0.0002,0.0003
17979.1083,0.0002,0.0000,0.0000
6370.2750,0.0002,0.0001,0.0000
6375.2000,0.0000,0.0000,0.0000
6393.2583,0.0000,0.0000,0.0000
6485.5833,0.0001,0.0000,0.0000
6504.7167,0.0001,0.0001,0.0000
6527.1750,0.0001,0.0000,0.0000
6655.3000,0.0000,0.0000,0.0000
6738.0167,0.0001,0.0000,0.0000
6818.1000,0.0001,0.0000,0.0000
6955.8500,0.0001,0.0000,0.0000
6990.8833,0.0000,0.0000,0.0000
6993.8250,0.0001,0.0000,0.0000
7114.8333,0.0000,0.0000,0.0000
7134.7667,0.0000,0.0000,0.0000
7158.9500,0.0001,0.0000,0.0000
7348.7500,0.0000,0.0000,0.0000
7355.8667,0.0001,0.0001,0.0000
7355.8750,0.0001,0.0001,0.0000
7462.8083,0.0001,0.0000,0.0000
7503.1417,0.0002,0.0000,0.0000
7515.7667,0.0004,0.0000,0.0000
7532.3167,0.0002,0.0001,0.0000
7573.3500,0.0001,0.0001,0.0000
7584.6167,0.0000,0.0000,0.0000
7598.6167,0.0001,0.0000,0.0000
7598.9667,0.0000,0.0000,0.0000
7603.0833,0.0002,0.0000,0.0000
7607.3750,0.0002,0.0000,0.0000
7618.9500,0.0001,0.0000,0.0000
7658.7583,0.0000,0.0000,0.0000
7658.7833,0.0000,0.0000,0.0000
7661.2500,0.0001,0.0000,0.0000
7661.2750,0.0001,0.0000,0.0000
7753.1500,0.0001,0.0000,0.0000
7753.9167,0.0001,0.0000,0.0000
7768.3833,0.0001,0.0000,0.0000
7882.5917,0.0001,0.0000,0.0000
7899.6333,0.0001,0.0001,0.0000
7972.0833,0.0000,0.0000,0.0000
8005.3417,0.0000,0.0000,0.0000
8050.3250,0.0001,0.0000,0.0000
8053.2917,0.0001,0.0000,0.0000
8116.6417,0.0001,0.0000,0.0000
8167.2333,0.0001,0.0001,0.0000
8250.1750,0.0001,0.0000,0.0000
8344.5333,0.0011,0.0003,0.0000
8344.6417,0.0005,0.0002,0.0000
8395.4167,0.0001,0.0000,0.0000
8399.3750,0.0001,0.0000,0.0000
8403.4583,0.0001,0.0000,0.0000
8435.6000,0.0001,0.0000,0.0000
8451.0083,0.0001,0.0000,0.0000
8453.5083,0.0001,0.0000,0.0000
8468.4500,0.0001,0.0000,0.0000
8496.3917,0.0005,0.0002,0.0000
8496.4250,0.0004,0.0002,0.0000
8586.7583,0.0002,0.0000,0.0000
8617.2000,0.0001,0.0000,0.0000
8626.4083,0.0001,0.0000,0.0000
8659.5250,0.0001,0.0000,0.0000
8659.5417,0.0001,0.0000,0.0000
8685.6417,0.0001,0.0000,0.0000
8685.7250,0.0000,0.0000,0.0000
8685.7417,0.0000,0.0000,0.0000
8687.7750,0.0001,0.0000,0.0000
8698.0583,0.0002,0.0000,0.0000
8756.5250,0.0007,0.0002,0.0000
8756.5500,0.0006,0.0002,0.0000
8756.6333,0.0005,0.0001,0.0000
8768.0833,0.0001,0.0000,0.0000
8769.4500,0.0001,0.0001,0.0000
8769.5000,0.0001,0.0000,0.0000
8776.2250,0.0001,0.0000,0.0000
8776.2417,0.0001,0.0000,0.0000
8798.6167,0.0001,0.0000,0.0000
8810.5167,0.0001,0.0000,0.0000
8837.8917,0.0000,0.0000,0.0000
8851.2917,0.0001,0.0000,0.0000
8851.5417,0.0000,0.0000,0.0000
8885.7083,0.0001,0.0000,0.0000
8885.7333,0.0001,0.0000,0.0000
8911.8250,0.0000,0.0000,0.0000
8931.5583,0.0002,0.0001,0.0000
8953.7667,0.0000,0.0000,0.0000
8954.9917,0.0000,0.0000,0.0000
8983.0917,0.0001,0.0000,0.0000
9001.3833,0.0006,0.0002,0.0000
9001.6083,0.0002,0.0000,0.0000
9022.6500,0.0001,0.0000,0.0000
9099.1167,0.0001,0.0000,0.0000
9105.7167,0.0002,0.0000,0.0000
9136.7667,0.0001,0.0001,0.0000
9136.7833,0.0001,0.0001,0.0000
9139.4167,0.0001,0.0000,0.0000
9139.7917,0.0001,0.0001,0.0000
9254.7167,0.0001,0.0000,0.0000
9272.3833,0.0002,0.0001,0.0000
9272.7250,0.0001,0.0001,0.0000
9350.6167,0.0000,0.0000,0.0000
9374.6000,0.0000,0.0000,0.0000
9395.3750,0.0001,0.0000,0.0000
9495.6417,0.0001,0.0000,0.0000
9500.2333,0.0000,0.0000,0.0000
9695.0000,0.0000,0.0000,0.0000
9709.4333,0.0001,0.0001,0.0000
9709.6583,0.0003,0.0001,0.0000
9709.7000,0.0002,0.0001,0.0000
9709.7667,0.0001,0.0000,0.0000
9734.5167,0.0003,0.0000,0.0000
9734.5500,0.0002,0.0000,0.0000
9734.9833,0.0001,0.0001,0.0000
9735.0917,0.0000,0.0000,0.0000
9749.7000,0.0001,0.0000,0.0000
9753.1500,0.0002,0.0000,0.0000
9771.0583,0.0003,0.0000,0.0000
9771.0750,0.0003,0.0000,0.0000
9795.0000,0.0001,0.0001,0.0000
9805.9500,0.0001,0.0000,0.0000
9857.0583,0.0001,0.0000,0.0000
9887.8750,0.0001,0.0000,0.0000
9892.3083,0.0000,0.0000,0.0000
9924.2500,0.0002,0.0000,0.0000
9924.2833,0.0002,0.0000,0.0000
9939.0500,0.0001,0.0000,0.0000
9944.2083,0.0002,0.0000,0.0000
9948.8750,0.0001,0.0000,0.0000
9952.5500,0.0001,0.0000,0.0000
9961.4417,0.0000,0.0000,0.0000
9962.1167,0.0001,0.0000,0.0000
9962.1417,0.0001,0.0000,0.0000
9962.2250,0.0001,0.0000,0.0000
9977.8750,0.0001,0.0000,0.0000
9985.9667,0.0000,0.0000,0.0000
9991.3583,0.0004,0.0000,0.0000
10028.6833,0.0002,0.0001,0.0000
10053.9750,0.0001,0.0000,0.0000
10057.7000,0.0000,0.0000,0.0000
10058.0917,0.0002,0.0000,0.0000
10063.4083,0.0000,0.0000,0.0000
10063.4417,0.0000,0.0000,0.0000
10072.5417,0.0001,0.0000,0.0000
10099.6917,0.0000,0.0000,0.0000
10140.2667,0.0000,0.0000,0.0000
10161.6667,0.0001,0.0001,0.0000
10161.6750,0.0001,0.0001,0.0000
10200.7667,0.0001,0.0000,0.0000
10228.6167,0.0001,0.0000,0.0000
10228.6417,0.0001,0.0000,0.0000
10231.4250,0.0001,0.0001,0.0000
10254.5250,0.0000,0.0000,0.0000
10254.5333,0.0000,0.0000,0.0000
10275.0000,0.0001,0.0001,0.0000
10312.2667,0.0001,0.0000,0.0000
10353.2667,0.0001,0.0001,0.0000
10353.3917,0.0000,0.0000,0.0000
10354.9667,0.0000,0.0000,0.0000
10385.3250,0.0001,0.0000,0.0000
10385.3333,0.0001,0.0000,0.0000
10404.7333,0.0001,0.0000,0.0000
10404.8500,0.0001,0.0000,0.0000
10433.8500,0.0001,0.0000,0.0000
10433.8750,0.0001,0.0000,0.0000
10442.6250,0.0002,0.0000,0.0000
10442.6333,0.0002,0.0000,0.0000
10451.2500,0.0000,0.0000,0.0000
10453.4167,0.0002,0.0001,0.0000
10456.7750,0.0001,0.0001,0.0000
10485.2083,0.0001,0.0000,0.0000
10485.2333,0.0000,0.0000,0.0000
10555.9833,0.0002,0.0000,0.0000
10567.3167,0.0001,0.0000,0.0000
10573.4583,0.0001,0.0000,0.0000
10573.4833,0.0001,0.0000,0.0000
10629.7167,0.0001,0.0000,0.0000
10631.0250,0.0001,0.0000,0.0000
10662.5667,0.0001,0.0000,0.0000
10709.2500,0.0000,0.0000,0.0000
10709.2750,0.0000,0.0000,0.0000
10734.7250,0.0001,0.0000,0.0000
10734.7417,0.0001,0.0000,0.0000
10735.4667,0.0001,0.0000,0.0000
10735.4833,0.0001,0.0000,0.0000
10792.3917,0.0005,0.0000,0.0000
10808.4000,0.0001,0.0001,0.0000
10851.3667,0.0002,0.0001,0.0000
10851.3750,0.0002,0.0001,0.0000
10919.9917,0.0001,0.0001,0.0000
10924.8083,0.0001,0.0000,0.0000
10924.8333,0.0001,0.0000,0.0000
10961.4667,0.0001,0.0001,0.0000
10961.5667,0.0001,0.0000,0.0000
10961.9667,0.0003,0.0002,0.0000
11016.4500,0.0001,0.0000,0.0000
11078.9917,0.0000,0.0000,0.0000
11131.1000,0.0000,0.0000,0.0000
11148.3167,0.0001,0.0000,0.0000
11156.1500,0.0000,0.0000,0.0000
11159.0583,0.0001,0.0000,0.0000
11159.0750,0.0001,0.0000,0.0000
11292.2333,0.0002,0.0000,0.0000
11292.3667,0.0007,0.0002,0.0000
11292.3917,0.0006,0.0002,0.0000
11292.4833,0.0001,0.0001,0.0000
11307.7250,0.0001,0.0001,0.0000
11307.7333,0.0001,0.0001,0.0000
11383.3833,0.0001,0.0000,0.0000
11445.5250,0.0002,0.0000,0.0000
11445.5333,0.0002,0.0000,0.0000
11544.9167,0.0000,0.0000,0.0000
11545.0667,0.0002,0.0001,0.0000
11545.0750,0.0002,0.0001,0.0000
11592.2500,0.0001,0.0001,0.0000
11592.3750,0.0001,0.0001,0.0000
11605.0000,0.0000,0.0000,0.0000
11642.0417,0.0000,0.0000,0.0000
11673.9917,0.0001,0.0000,0.0000
11745.8417,0.0001,0.0000,0.0000
11764.9917,0.0000,0.0000,0.0000
11824.4750,0.0001,0.0000,0.0000
11847.3333,0.0001,0.0000,0.0000
11852.9583,0.0003,0.0001,0.0000
11863.8333,0.0000,0.0000,0.0000
11925.0000,0.0001,0.0001,0.0000
11981.6583,0.0001,0.0001,0.0000
11994.0333,0.0001,0.0000,0.0000
11994.1500,0.0003,0.0002,0.0000
11994.2417,0.0002,0.0001,0.0000
12000.3583,0.0000,0.0000,0.0000
12106.8250,0.0001,0.0001,0.0000
12107.0167,0.0003,0.0002,0.0000
12132.7667,0.0007,0.0002,0.0000
12132.7750,0.0006,0.0002,0.0000
12132.8667,0.0005,0.0001,0.0000
12141.6833,0.0000,0.0000,0.0000
12155.1167,0.0001,0.0001,0.0000
12155.1417,0.0001,0.0001,0.0000
12155.5000,0.0002,0.0001,0.0000
12245.0083,0.0000,0.0000,0.0000
12320.9583,0.0020,0.0006,0.0000
12321.0500,0.0014,0.0003,0.0000
12364.7250,0.0002,0.0001,0.0000
12364.7500,0.0001,0.0001,0.0000
12364.8333,0.0001,0.0000,0.0000
12405.3917,0.0001,0.0000,0.0000
12432.3500,0.0000,0.0000,0.0000
12432.4583,0.0000,0.0000,0.0000
12451.1667,0.0001,0.0000,0.0000
12485.0083,0.0001,0.0000,0.0000
12485.0917,0.0001,0.0000,0.0000
12485.5250,0.0001,0.0000,0.0000
12485.5417,0.0000,0.0000,0.0000
12498.3167,0.0000,0.0000,0.0000
12498.3750,0.0002,0.0000,0.0000
12498.5083,0.0001,0.0000,0.0000
12498.6167,0.0000,0.0000,0.0000
12498.7667,0.0000,0.0000,0.0000
12498.8667,0.0001,0.0000,0.0000
12500.9833,0.0000,0.0000,0.0000
12501.1833,0.0000,0.0000,0.0000
12501.3833,0.0000,0.0000,0.0000
12501.4833,0.0000,0.0000,0.0000
12502.5333,0.0000,0.0000,0.0000
12560.0000,0.0000,0.0000,0.0000
12560.8417,0.0000,0.0000,0.0000
12582.6667,0.0001,0.0000,0.0000
12582.6833,0.0001,0.0000,0.0000
12583.9250,0.0001,0.0000,0.0000
12583.9500,0.0001,0.0001,0.0000
12584.5250,0.0002,0.0001,0.0000
12584.5500,0.0002,0.0001,0.0000
12584.6417,0.0001,0.0001,0.0000
12588.1583,0.0001,0.0000,0.0000
12588.1917,0.0000,0.0000,0.0000
12614.2083,0.0001,0.0000,0.0000
12615.0083,0.0001,0.0000,0.0000
12617.1833,0.0007,0.0001,0.0000
12633.3500,0.0001,0.0000,0.0000
12655.0000,0.0001,0.0001,0.0000
12658.1250,0.0001,0.0000,0.0000
12658.1333,0.0001,0.0000,0.0000
12658.7333,0.0003,0.0001,0.0000
12658.8417,0.0001,0.0000,0.0000
12667.9000,0.0001,0.0000,0.0000
12723.8167,0.0001,0.0000,0.0000
12760.1000,0.0001,0.0000,0.0000
12929.6917,0.0000,0.0000,0.0000
12934.8333,0.0003,0.0001,0.0000
12934.9333,0.0003,0.0001,0.0000
12935.5333,0.0001,0.0000,0.0000
12966.1750,0.0001,0.0000,0.0000
12968.7667,0.0000,0.0000,0.0000
12975.0000,0.0002,0.0000,0.0000
12980.4750,0.0001,0.0000,0.0000
12981.9583,0.0001,0.0000,0.0000
13027.3333,0.0000,0.0000,0.0000
13113.0583,0.0002,0.0001,0.0000
13232.4083,0.0000,0.0000,0.0000
13270.9167,0.0001,0.0000,0.0000
13303.4083,0.0002,0.0000,0.0000
13446.4250,0.0003,0.0001,0.0000
13446.4417,0.0003,0.0001,0.0000
13446.5333,0.0001,0.0000,0.0000
13604.1917,0.0001,0.0000,0.0000
13679.6333,0.0001,0.0000,0.0000
13749.8250,0.0001,0.0001,0.0000
13760.9167,0.0001,0.0000,0.0000
13770.1500,0.0001,0.0001,0.0000
13817.7750,0.0001,0.0000,0.0000
13817.9917,0.0002,0.0001,0.0000
13818.0917,0.0001,0.0000,0.0000
13818.5250,0.0002,0.0000,0.0000
13818.5417,0.0002,0.0000,0.0000
13841.8083,0.0001,0.0000,0.0000
13865.9000,0.0001,0.0000,0.0000
13901.6583,0.0001,0.0000,0.0000
13901.7000,0.0001,0.0000,0.0000
13933.2083,0.0001,0.0001,0.0000
13933.3250,0.0000,0.0000,0.0000
13933.4917,0.0004,0.0001,0.0000
13933.6083,0.0002,0.0001,0.0000
13942.6583,0.0001,0.0000,0.0000
14027.5833,0.0002,0.0001,0.0000
14062.2250,0.0008,0.0002,0.0000
14062.3167,0.0004,0.0001,0.0000
14062.3417,0.0004,0.0001,0.0000
14092.3083,0.0003,0.0001,0.0000
14092.3417,0.0003,0.0001,0.0000
14092.3917,0.0003,0.0001,0.0000
14119.5833,0.0003,0.0001,0.0000
14119.6833,0.0001,0.0000,0.0000
14138.7083,0.0003,0.0001,0.0000
14167.0500,0.0002,0.0000,0.0000
14167.0750,0.0002,0.0000,0.0000
14178.0167,0.0002,0.0000,0.0000
14270.9500,0.0001,0.0000,0.0000
14270.9917,0.0001,0.0000,0.0000
14279.6833,0.0000,0.0000,0.0000
14284.8333,0.0001,0.0000,0.0000
14284.9417,0.0001,0.0000,0.0000
14287.6500,0.0000,0.0000,0.0000
14308.6250,0.0001,0.0000,0.0000
14319.0500,0.0002,0.0001,0.0000
14319.1417,0.0001,0.0000,0.0000
14319.7417,0.0005,0.0002,0.0000
14319.8500,0.0002,0.0001,0.0000
14360.4167,0.0001,0.0000,0.0000
14361.1167,0.0003,0.0001,0.0000
14361.2167,0.0001,0.0001,0.0000
14361.2250,0.0001,0.0001,0.0000
14397.3167,0.0004,0.0000,0.0000
14397.3333,0.0003,0.0000,0.0000
14450.1583,0.0005,0.0001,0.0000
14450.1750,0.0005,0.0001,0.0000
14451.5167,0.0003,0.0000,0.0000
14451.5417,0.0003,0.0000,0.0000
14451.6083,0.0002,0.0000,0.0000
14451.6417,0.0003,0.0000,0.0000
14461.6500,0.0001,0.0000,0.0000
14461.7500,0.0005,0.0001,0.0000
14461.8500,0.0002,0.0001,0.0000
14520.8750,0.0001,0.0000,0.0000
14531.8167,0.0001,0.0000,0.0000
14531.8667,0.0000,0.0000,0.0000
14541.0000,0.0002,0.0001,0.0000
14541.0750,0.0003,0.0001,0.0000
14603.4667,0.0009,0.0001,0.0000
14603.5000,0.0010,0.0001,0.0000
14603.6083,0.0005,0.0000,0.0000
14645.2000,0.0001,0.0000,0.0000
14670.1917,0.0019,0.0012,0.0000
14683.5750,0.0001,0.0000,0.0000
14683.6417,0.0001,0.0000,0.0000
14683.6750,0.0002,0.0000,0.0000
14718.3750,0.0000,0.0000,0.0000
14725.0083,0.0001,0.0000,0.0000
14735.0000,0.0001,0.0000,0.0000
14763.4167,0.0001,0.0001,0.0000
14763.4333,0.0001,0.0001,0.0000
14766.4833,0.0001,0.0001,0.0000
14796.4583,0.0000,0.0000,0.0000
14834.4417,0.0003,0.0001,0.0000
14834.4917,0.0005,0.0001,0.0000
14851.2250,0.0002,0.0001,0.0000
14886.6083,0.0001,0.0000,0.0000
14907.5000,0.0002,0.0000,0.0000
14940.9250,0.0001,0.0000,0.0000
14940.9333,0.0001,0.0000,0.0000
14974.9167,0.0001,0.0000,0.0000
14988.5750,0.0001,0.0001,0.0000
14988.6917,0.0000,0.0000,0.0000
14995.8250,0.0001,0.0000,0.0000
14999.6333,0.0002,0.0001,0.0000
14999.7500,0.0001,0.0001,0.0000
15075.7833,0.0002,0.0001,0.0000
15075.8750,0.0001,0.0001,0.0000
15079.6333,0.0002,0.0001,0.0000
15079.7500,0.0002,0.0001,0.0000
15087.9000,0.0000,0.0000,0.0000
15094.9833,0.0001,0.0000,0.0000
15104.4583,0.0001,0.0000,0.0000
15116.1917,0.0003,0.0001,0.0000
15116.2833,0.0001,0.0000,0.0000
15132.4417,0.0005,0.0001,0.0000
15132.5417,0.0003,0.0001,0.0000
15135.5083,0.0008,0.0001,0.0000
15135.6250,0.0005,0.0000,0.0000
15136.2583,0.0002,0.0000,0.0000
15143.2167,0.0001,0.0000,0.0000
15143.2333,0.0001,0.0000,0.0000
15147.8500,0.0004,0.0003,0.0000
15150.5417,0.0002,0.0000,0.0000
15151.4167,0.0004,0.0000,0.0000
15151.5333,0.0002,0.0000,0.0000
15158.5917,0.0002,0.0001,0.0000
15185.5667,0.0000,0.0000,0.0000
15187.4250,0.0000,0.0000,0.0000
15229.6750,0.0004,0.0001,0.0000
15237.1500,0.0001,0.0000,0.0000
15254.3750,0.0004,0.0000,0.0000
15270.5250,0.0002,0.0001,0.0000
15270.6417,0.0001,0.0000,0.0000
15310.9500,0.0001,0.0000,0.0000
15325.0667,0.0001,0.0001,0.0000
15327.5167,0.0001,0.0001,0.0000
15327.5333,0.0001,0.0001,0.0000
15327.6167,0.0001,0.0000,0.0000
15349.0583,0.0001,0.0000,0.0000
15349.1000,0.0001,0.0000,0.0000
15349.1333,0.0001,0.0000,0.0000
15364.2417,0.0001,0.0000,0.0000
15371.2500,0.0002,0.0000,0.0000
15371.3167,0.0001,0.0000,0.0000
15371.3500,0.0002,0.0000,0.0000
15460.1917,0.0009,0.0002,0.0000
15462.5917,0.0012,0.0002,0.0000
15495.0083,0.0001,0.0000,0.0000
15524.3500,0.0001,0.0000,0.0000
15524.3833,0.0001,0.0000,0.0000
15557.3500,0.0033,0.0013,0.0000
15557.4500,0.0019,0.0011,0.0000
15557.5500,0.0004,0.0002,0.0000
15568.0333,0.0001,0.0000,0.0000
15568.1167,0.0001,0.0000,0.0000
15629.6250,0.0001,0.0000,0.0000
15629.6833,0.0001,0.0000,0.0000
15629.7417,0.0002,0.0000,0.0000
15680.4417,0.0001,0.0000,0.0000
15692.7000,0.0001,0.0000,0.0000
15692.7333,0.0000,0.0000,0.0000
15729.7583,0.0001,0.0000,0.0000
15729.7750,0.0001,0.0000,0.0000
15744.0917,0.0001,0.0000,0.0000
15770.1000,0.0001,0.0000,0.0000
15775.2417,0.0001,0.0000,0.0000
15777.9500,0.0001,0.0000,0.0000
15778.0583,0.0001,0.0000,0.0000
