freq,int_h2o,int_doh,int_d2o
8908.8417,0.0003,0.0001,0.0000
8930.3167,0.0001,0.0000,0.0000
8930.9667,0.0015,0.0005,0.0002
8950.0000,0.0009,0.0006,0.0005
8950.5500,0.0004,0.0001,0.0000
8970.0000,0.0003,0.0002,0.0002
8974.3250,0.0003,0.0001,0.0000
8974.3333,0.0003,0.0001,0.0000
8974.9917,0.0001,0.0000,0.0000
8977.2750,0.0002,0.0001,0.0000
8979.8000,0.0001,0.0000,0.0000
8980.1833,0.0004,0.0000,0.0000
8982.4583,0.0003,0.0000,0.0000
8990.0000,0.0004,0.0001,0.0001
8993.6417,0.0026,0.0011,0.0005
8993.7583,0.0004,0.0001,0.0001
9000.8000,0.0037,0.0002,0.0004
9004.3750,0.0245,0.0049,0.0025
9010.0000,0.0003,0.0001,0.0002
9012.1083,0.0001,0.0000,0.0000
9030.0000,0.0003,0.0001,0.0002
9050.0000,0.0010,0.0005,0.0001
9055.5917,0.0002,0.0001,0.0001
9055.9250,0.0004,0.0001,0.0001
9055.9333,0.0004,0.0001,0.0001
9060.0000,0.0007,0.0006,0.0004
9060.6750,0.0005,0.0002,0.0002
9060.7833,0.0005,0.0002,0.0001
9065.0333,0.0000,0.0000,0.0000
9070.0000,0.0004,0.0001,0.0003
9075.0000,0.0001,0.0001,0.0001
9076.1333,0.0002,0.0001,0.0001
9077.3250,0.0002,0.0001,0.0001
9086.1083,0.0001,0.0000,0.0000
9086.1333,0.0001,0.0000,0.0000
9090.0000,0.0003,0.0002,0.0002
9091.3833,0.0040,0.0015,0.0013
9091.4667,0.0017,0.0012,0.0006
9091.4833,0.0018,0.0012,0.0006
9097.1167,0.0004,0.0001,0.0001
9097.1333,0.0004,0.0001,0.0001
9097.2167,0.0001,0.0001,0.0001
9110.0000,0.0005,0.0002,0.0002
9112.5083,0.0132,0.0063,0.0039
9114.5750,0.0005,0.0005,0.0002
9120.0000,0.0010,0.0008,0.0005
9125.0000,0.0003,0.0002,0.0002
9127.7833,0.0022,0.0002,0.0003
9130.0000,0.0004,0.0001,0.0002
9136.7000,0.0001,0.0000,0.0000
9139.4417,0.0001,0.0000,0.0000
9140.0000,0.0010,0.0009,0.0005
9150.0000,0.0007,0.0005,0.0006
9170.0000,0.0004,0.0001,0.0001
9187.2083,0.0001,0.0000,0.0000
9190.0000,0.0003,0.0001,0.0002
9205.9417,0.0006,0.0001,0.0001
9210.0000,0.0002,0.0001,0.0001
9220.0000,0.0007,0.0006,0.0004
9225.5417,0.0001,0.0000,0.0000
9230.0000,0.0003,0.0001,0.0001
9244.6417,0.0004,0.0002,0.0001
9245.0000,0.0001,0.0001,0.0000
9246.7917,0.0008,0.0005,0.0003
9260.0000,0.0006,0.0004,0.0003
9264.9917,0.0001,0.0001,0.0000
9270.0000,0.0002,0.0001,0.0001
9275.0000,0.0002,0.0000,0.0001
9277.2250,0.0004,0.0001,0.0001
9284.9917,0.0001,0.0001,0.0000
9285.4750,0.0013,0.0001,0.0001
9289.7833,0.0001,0.0000,0.0000
9290.0000,0.0002,0.0001,0.0001
9310.0000,0.0001,0.0001,0.0001
9320.0000,0.0003,0.0002,0.0001
9321.2917,0.0002,0.0000,0.0000
9324.2000,0.0008,0.0002,0.0002
9326.0500,0.0001,0.0000,0.0000
9327.0750,0.0001,0.0001,0.0000
9330.0000,0.0002,0.0001,0.0001
9331.0167,0.0005,0.0001,0.0001
9340.0000,0.0003,0.0002,0.0002
9350.0000,0.0003,0.0003,0.0001
9355.6583,0.0023,0.0014,0.0005
9355.6833,0.0023,0.0014,0.0005
9366.7667,0.0003,0.0000,0.0000
9366.7917,0.0003,0.0000,0.0000
9374.6917,0.0000,0.0000,0.0000
9418.2667,0.0002,0.0000,0.0000
9420.0000,0.0003,0.0002,0.0002
9420.2667,0.0002,0.0001,0.0001
9420.9167,0.0003,0.0001,0.0000
9426.9667,0.0001,0.0000,0.0000
9426.9833,0.0001,0.0000,0.0000
9430.0000,0.0003,0.0000,0.0001
9440.0000,0.0003,0.0001,0.0002
9450.0000,0.0006,0.0004,0.0004
9457.6750,0.0001,0.0000,0.0000
9460.0000,0.0003,0.0001,0.0001
9460.2167,0.0002,0.0000,0.0000
9469.6667,0.0148,0.0069,0.0050
9470.0000,0.0004,0.0002,0.0002
9472.2250,0.0002,0.0000,0.0000
9475.0000,0.0002,0.0001,0.0001
9475.7750,0.0006,0.0003,0.0002
9479.0333,0.0002,0.0001,0.0001
9479.1500,0.0002,0.0001,0.0001
9480.0000,0.0003,0.0002,0.0002
9484.7667,0.0001,0.0000,0.0000
9484.7750,0.0001,0.0000,0.0000
9488.8667,0.0025,0.0014,0.0001
9488.9167,0.0029,0.0018,0.0001
9488.9583,0.0024,0.0013,0.0002
9490.0000,0.0005,0.0004,0.0002
9495.2000,0.0004,0.0002,0.0001
9495.2833,0.0003,0.0002,0.0001
9497.2000,0.0001,0.0001,0.0001
9504.2333,0.0006,0.0003,0.0001
9504.3083,0.0005,0.0002,0.0001
9510.0000,0.0005,0.0004,0.0002
9513.8167,0.0001,0.0000,0.0000
9513.8333,0.0001,0.0000,0.0000
9520.0000,0.0003,0.0002,0.0001
9521.4833,0.0001,0.0000,0.0000
9530.0000,0.0005,0.0004,0.0003
9536.1250,0.0001,0.0000,0.0000
9536.1333,0.0001,0.0000,0.0000
9538.1250,0.0001,0.0001,0.0000
9538.1333,0.0001,0.0001,0.0000
9540.0000,0.0003,0.0002,0.0002
9545.0000,0.0001,0.0001,0.0001
9550.0000,0.0012,0.0008,0.0006
9560.0000,0.0003,0.0002,0.0001
9565.0000,0.0002,0.0002,0.0001
9565.4583,0.0004,0.0002,0.0002
9570.0000,0.0006,0.0004,0.0003
9570.3250,0.0005,0.0003,0.0002
9570.4333,0.0002,0.0000,0.0000
9575.2667,0.0002,0.0001,0.0001
9575.2750,0.0002,0.0001,0.0001
9580.0000,0.0003,0.0001,0.0001
9585.0000,0.0002,0.0001,0.0001
9590.0000,0.0007,0.0005,0.0003
9595.0000,0.0001,0.0001,0.0001
9600.0000,0.0016,0.0008,0.0006
9605.0000,0.0001,0.0001,0.0001
9610.0000,0.0008,0.0004,0.0003
9620.0000,0.0003,0.0001,0.0001
9626.8917,0.0001,0.0001,0.0001
9629.5583,0.0160,0.0076,0.0055
9630.0000,0.0006,0.0004,0.0003
9635.4000,0.0020,0.0013,0.0002
9635.4333,0.0021,0.0011,0.0001
9640.0000,0.0002,0.0001,0.0001
9645.0000,0.0002,0.0002,0.0001
9650.0000,0.0008,0.0007,0.0003
9653.2250,0.0001,0.0001,0.0000
9653.2417,0.0001,0.0001,0.0000
9655.0000,0.0001,0.0001,0.0000
9660.0000,0.0002,0.0001,0.0000
9665.0000,0.0001,0.0001,0.0000
9670.0000,0.0005,0.0003,0.0002
9689.2167,0.0003,0.0001,0.0000
9689.3167,0.0002,0.0001,0.0001
9689.3333,0.0002,0.0001,0.0001
9705.0000,0.0002,0.0001,0.0000
9710.0000,0.0006,0.0003,0.0003
9716.8167,0.0001,0.0000,0.0000
9720.0000,0.0004,0.0002,0.0002
9725.0500,0.0001,0.0001,0.0000
9726.6583,0.0000,0.0000,0.0000
9740.0000,0.0003,0.0001,0.0002
9745.0000,0.0001,0.0000,0.0000
9745.6167,0.0001,0.0001,0.0000
9750.0000,0.0007,0.0005,0.0005
9760.0000,0.0003,0.0001,0.0001
9764.9167,0.0003,0.0001,0.0000
9765.0167,0.0001,0.0000,0.0000
9765.6250,0.0005,0.0003,0.0002
9770.0000,0.0004,0.0002,0.0002
9775.0167,0.0009,0.0003,0.0003
9780.0000,0.0003,0.0002,0.0002
9788.6167,0.0011,0.0008,0.0005
9800.0000,0.0012,0.0009,0.0005
9805.0000,0.0003,0.0002,0.0001
9810.0000,0.0003,0.0001,0.0001
9820.0000,0.0003,0.0003,0.0003
9825.0000,0.0002,0.0000,0.0000
9827.2083,0.0003,0.0001,0.0001
9830.0000,0.0003,0.0001,0.0001
9833.3750,0.0002,0.0001,0.0000
9833.6583,0.0001,0.0000,0.0000
9833.6750,0.0001,0.0000,0.0000
9835.0000,0.0001,0.0001,0.0000
9836.3667,0.0001,0.0000,0.0000
9836.3833,0.0001,0.0000,0.0000
9837.5000,0.0002,0.0000,0.0000
9840.0000,0.0005,0.0003,0.0002
9840.5583,0.0002,0.0001,0.0000
9841.1750,0.0001,0.0000,0.0000
9841.2667,0.0001,0.0000,0.0000
9841.2750,0.0001,0.0000,0.0000
9844.2250,0.0002,0.0000,0.0000
9844.2333,0.0002,0.0000,0.0000
9845.0000,0.0002,0.0001,0.0001
9847.7750,0.0001,0.0001,0.0000
9850.0000,0.0014,0.0012,0.0007
9853.8167,0.0000,0.0000,0.0000
9856.9500,0.0001,0.0000,0.0000
9860.0000,0.0004,0.0003,0.0002
9863.0167,0.0001,0.0000,0.0000
9865.0000,0.0002,0.0001,0.0001
9865.4750,0.0002,0.0000,0.0000
9868.6750,0.0004,0.0001,0.0001
9870.0000,0.0003,0.0001,0.0001
9871.5000,0.0001,0.0001,0.0000
9871.5333,0.0001,0.0001,0.0000
9880.0000,0.0006,0.0004,0.0002
9885.0000,0.0002,0.0001,0.0001
9891.5083,0.0011,0.0002,0.0001
9896.6083,0.0158,0.0046,0.0017
9898.4083,0.0014,0.0008,0.0003
9900.2083,0.0001,0.0000,0.0000
9902.7500,0.0001,0.0000,0.0000
9905.0000,0.0002,0.0001,0.0001
9919.2333,0.0005,0.0002,0.0001
9919.3500,0.0001,0.0001,0.0001
9920.0000,0.0004,0.0002,0.0002
9925.0000,0.0001,0.0001,0.0001
9934.7083,0.0012,0.0002,0.0002
9939.2917,0.0001,0.0001,0.0000
9940.0000,0.0006,0.0003,0.0002
9945.0000,0.0002,0.0001,0.0001
9960.0000,0.0004,0.0003,0.0002
9960.9417,0.0004,0.0003,0.0002
9965.0083,0.0002,0.0001,0.0001
9967.7500,0.0001,0.0000,0.0000
9967.7750,0.0001,0.0000,0.0000
9975.0000,0.0001,0.0001,0.0000
9980.0000,0.0003,0.0003,0.0002
9980.1833,0.0001,0.0001,0.0000
9983.5583,0.0070,0.0027,0.0012
9983.5750,0.0072,0.0029,0.0012
9984.7667,0.0001,0.0000,0.0000
9984.7833,0.0001,0.0000,0.0000
9984.9083,0.0001,0.0001,0.0000
9984.9500,0.0001,0.0001,0.0000
9985.0250,0.0001,0.0001,0.0000
9985.0583,0.0001,0.0000,0.0000
9985.1583,0.0001,0.0001,0.0000
9988.7417,0.0028,0.0018,0.0009
9990.0000,0.0005,0.0005,0.0002
9995.6167,0.0004,0.0002,0.0001
10004.7583,0.0001,0.0000,0.0000
10004.7750,0.0001,0.0001,0.0000
10005.0000,0.0002,0.0001,0.0001
10010.0000,0.0005,0.0005,0.0002
10020.0000,0.0003,0.0001,0.0000
10024.8000,0.0005,0.0001,0.0001
10024.9000,0.0003,0.0002,0.0001
10025.0167,0.0002,0.0000,0.0001
10030.0000,0.0004,0.0003,0.0002
10041.7667,0.0025,0.0011,0.0002
10042.6167,0.0002,0.0002,0.0001
10045.0167,0.0001,0.0000,0.0000
10048.8250,0.0002,0.0002,0.0001
10048.8417,0.0002,0.0002,0.0001
10057.3000,0.0001,0.0001,0.0001
10064.2083,0.0016,0.0006,0.0002
10065.0083,0.0001,0.0000,0.0000
10065.4667,0.0006,0.0000,0.0000
10065.6750,0.0006,0.0003,0.0001
10065.7833,0.0003,0.0000,0.0000
10070.0000,0.0006,0.0004,0.0002
10074.6250,0.0004,0.0001,0.0001
10074.6333,0.0004,0.0001,0.0001
10076.1083,0.0024,0.0003,0.0000
10085.0000,0.0001,0.0000,0.0000
10086.8250,0.0001,0.0000,0.0000
10086.8583,0.0001,0.0001,0.0000
10090.0000,0.0006,0.0004,0.0002
10095.3750,0.0001,0.0000,0.0000
10096.3500,0.0005,0.0002,0.0001
10096.4750,0.0031,0.0014,0.0006
10100.0000,0.0022,0.0007,0.0007
10101.2083,0.0001,0.0000,0.0000
10101.4167,0.0264,0.0103,0.0021
10109.0167,0.0017,0.0005,0.0001
10110.0000,0.0007,0.0005,0.0003
10113.3833,0.0000,0.0000,0.0000
10118.8250,0.0028,0.0009,0.0002
10130.0000,0.0008,0.0005,0.0002
10138.5167,0.0005,0.0001,0.0000
10138.5333,0.0005,0.0001,0.0000
10138.9000,0.0075,0.0025,0.0010
10156.2500,0.0004,0.0002,0.0002
10170.0000,0.0010,0.0006,0.0003
10175.0000,0.0002,0.0000,0.0001
10180.0000,0.0003,0.0000,0.0002
10190.0000,0.0011,0.0005,0.0005
10196.2250,0.0001,0.0000,0.0000
10196.2583,0.0001,0.0000,0.0000
10200.0000,0.0013,0.0008,0.0007
10208.9917,0.0001,0.0000,0.0000
10209.2833,0.1096,0.0899,0.0686
10209.4917,0.0001,0.0001,0.0001
10209.6250,0.0000,0.0000,0.0000
10210.0000,0.0012,0.0006,0.0005
10225.0000,0.0002,0.0001,0.0001
10230.0000,0.0014,0.0007,0.0005
10239.9833,0.0001,0.0001,0.0000
10244.9917,0.0001,0.0000,0.0000
10250.0000,0.0022,0.0005,0.0006
10250.9250,0.0009,0.0002,0.0000
10264.9917,0.0001,0.0000,0.0000
10270.0000,0.0017,0.0007,0.0008
10283.9667,0.0073,0.0024,0.0009
10283.9750,0.0073,0.0024,0.0009
10290.0000,0.0019,0.0008,0.0009
10300.0000,0.0016,0.0007,0.0010
10310.0000,0.0020,0.0008,0.0009
10313.0083,0.0002,0.0001,0.0000
10320.0000,0.0002,0.0001,0.0001
10325.0000,0.0001,0.0001,0.0000
10330.0000,0.0021,0.0007,0.0010
10336.1750,0.0023,0.0011,0.0006
10336.4583,0.0001,0.0001,0.0000
10340.0000,0.0002,0.0001,0.0001
10345.0000,0.0002,0.0001,0.0001
10350.0000,0.0025,0.0008,0.0010
10351.5667,0.0001,0.0001,0.0001
10360.0000,0.0003,0.0001,0.0001
10365.0000,0.0002,0.0001,0.0001
10365.7833,0.0005,0.0004,0.0002
10370.0000,0.0021,0.0007,0.0010
10370.2667,0.0001,0.0001,0.0000
10370.2917,0.0001,0.0001,0.0000
10375.0000,0.0001,0.0001,0.0000
10380.0000,0.0002,0.0001,0.0002
10385.0000,0.0003,0.0001,0.0001
10390.0000,0.0020,0.0006,0.0009
10390.6250,0.0000,0.0000,0.0000
10394.0083,0.0003,0.0002,0.0001
10400.0000,0.0016,0.0006,0.0009
10405.0000,0.0003,0.0001,0.0001
10410.0000,0.0017,0.0005,0.0008
10420.0000,0.0003,0.0000,0.0001
10425.0000,0.0001,0.0001,0.0001
10430.0000,0.0015,0.0004,0.0007
10440.0000,0.0002,0.0000,0.0001
10450.0000,0.0011,0.0003,0.0006
10452.2250,0.0001,0.0001,0.0000
10460.0000,0.0003,0.0001,0.0001
10470.0000,0.0011,0.0002,0.0006
10480.0000,0.0003,0.0000,0.0002
10490.0000,0.0012,0.0002,0.0005
10498.2833,0.0002,0.0001,0.0001
10501.3417,0.0141,0.0054,0.0024
10505.0000,0.0002,0.0000,0.0001
10510.0000,0.0014,0.0003,0.0007
10514.1500,0.0003,0.0002,0.0001
10520.0000,0.0003,0.0000,0.0002
10530.0000,0.0015,0.0003,0.0007
10540.0000,0.0002,0.0000,0.0001
10545.0000,0.0002,0.0000,0.0001
10550.0000,0.0023,0.0002,0.0004
10558.6583,0.0001,0.0001,0.0000
10558.6750,0.0001,0.0001,0.0000
10560.0000,0.0002,0.0000,0.0001
10567.3333,0.0001,0.0000,0.0000
10570.0000,0.0017,0.0002,0.0007
10575.9833,0.0002,0.0001,0.0001
10576.5250,0.0002,0.0000,0.0000
10576.5583,0.0002,0.0000,0.0000
10590.0000,0.0014,0.0002,0.0007
10600.0000,0.0004,0.0001,0.0002
10610.0000,0.0014,0.0001,0.0007
10614.6083,0.0051,0.0017,0.0013
10616.2333,0.0002,0.0001,0.0000
10625.0000,0.0004,0.0001,0.0003
10628.0917,0.0005,0.0004,0.0002
10630.0000,0.0014,0.0001,0.0006
10634.6417,0.0001,0.0001,0.0000
10635.6250,0.0002,0.0001,0.0000
10635.6417,0.0002,0.0001,0.0000
10637.1833,0.0001,0.0000,0.0000
10639.6833,0.0002,0.0002,0.0001
10644.6417,0.0136,0.0028,0.0014
10670.0000,0.0013,0.0001,0.0006
10683.9583,0.0001,0.0000,0.0000
10683.9917,0.0001,0.0000,0.0000
10684.0333,0.0001,0.0000,0.0000
10690.0000,0.0013,0.0001,0.0007
10697.2917,0.0072,0.0026,0.0033
10698.0833,0.0005,0.0001,0.0001
10699.9000,0.0003,0.0001,0.0002
10700.0000,0.0012,0.0001,0.0009
10707.7083,0.0001,0.0001,0.0000
10710.0000,0.0013,0.0001,0.0006
10711.8667,0.0002,0.0001,0.0000
10711.8833,0.0002,0.0001,0.0000
10712.9083,0.0001,0.0001,0.0000
10725.0000,0.0002,0.0000,0.0001
10730.0000,0.0009,0.0001,0.0006
10744.3750,0.0004,0.0003,0.0003
10750.0000,0.0006,0.0002,0.0006
10769.2583,0.0016,0.0002,0.0001
10770.0000,0.0007,0.0001,0.0004
10773.3500,0.0013,0.0002,0.0002
10773.5500,0.0158,0.0018,0.0016
10775.0000,0.0001,0.0000,0.0000
10780.0000,0.0002,0.0000,0.0001
10782.5083,0.0075,0.0007,0.0009
10790.0000,0.0007,0.0001,0.0004
10794.6750,0.0001,0.0000,0.0000
10795.8083,0.0001,0.0001,0.0000
10795.8333,0.0001,0.0001,0.0000
10800.0000,0.0018,0.0003,0.0014
10806.9667,0.0001,0.0001,0.0000
10806.9833,0.0001,0.0001,0.0000
10810.0000,0.0007,0.0001,0.0004
10820.0000,0.0002,0.0000,0.0001
10830.0000,0.0008,0.0002,0.0004
10836.8250,0.0004,0.0002,0.0001
10840.0000,0.0001,0.0000,0.0001
10860.0000,0.0001,0.0001,0.0001
10870.0000,0.0011,0.0006,0.0005
10870.0833,0.0003,0.0002,0.0001
10874.9917,0.0003,0.0001,0.0002
10883.7083,0.0000,0.0000,0.0000
10890.0000,0.0013,0.0004,0.0007
10900.0000,0.0010,0.0001,0.0004
10910.0000,0.0013,0.0005,0.0007
10925.0000,0.0002,0.0000,0.0000
10930.0000,0.0014,0.0005,0.0008
10940.0000,0.0001,0.0000,0.0001
10950.0000,0.0017,0.0004,0.0004
10970.0000,0.0014,0.0006,0.0007
10975.0000,0.0004,0.0000,0.0001
10980.0000,0.0002,0.0000,0.0001
10985.0000,0.0001,0.0000,0.0000
10990.0000,0.0013,0.0006,0.0007
10991.5500,0.0003,0.0001,0.0000
11000.0000,0.0016,0.0008,0.0011
11010.0000,0.0011,0.0006,0.0006
11011.2750,0.0001,0.0000,0.0000
11011.8250,0.0001,0.0001,0.0000
11012.8583,0.0002,0.0001,0.0000
11017.5583,0.0001,0.0000,0.0000
11025.5333,0.0001,0.0000,0.0000
11030.0000,0.0012,0.0006,0.0005
11039.9917,0.0002,0.0001,0.0002
11044.9917,0.0001,0.0000,0.0000
11050.0000,0.0012,0.0005,0.0004
11060.0000,0.0003,0.0000,0.0001
11070.0000,0.0009,0.0005,0.0005
11075.0000,0.0002,0.0000,0.0001
11078.5333,0.0007,0.0006,0.0003
11079.1667,0.0111,0.0067,0.0027
11079.9583,0.0001,0.0000,0.0001
11079.9917,0.0001,0.0000,0.0001
11080.3417,0.0142,0.0033,0.0016
11080.9667,0.0010,0.0001,0.0001
11080.9750,0.0010,0.0001,0.0001
11084.9917,0.0001,0.0000,0.0000
11090.0000,0.0008,0.0004,0.0004
11090.2833,0.0007,0.0001,0.0000
11110.0000,0.0009,0.0005,0.0005
11120.0000,0.0002,0.0001,0.0001
11130.0000,0.0010,0.0006,0.0006
11132.8083,0.0000,0.0000,0.0000
11140.0000,0.0001,0.0000,0.0001
11150.0000,0.0009,0.0006,0.0007
11158.3667,0.0001,0.0001,0.0001
11158.3750,0.0001,0.0000,0.0001
11160.0000,0.0002,0.0001,0.0001
11170.0000,0.0007,0.0005,0.0004
11172.0250,0.0001,0.0000,0.0000
11174.9917,0.0002,0.0001,0.0001
11175.1167,0.0002,0.0001,0.0000
11176.9083,0.0003,0.0002,0.0000
11180.0000,0.0002,0.0001,0.0001
11190.0000,0.0007,0.0005,0.0003
11200.0000,0.0004,0.0002,0.0002
11206.3917,0.0001,0.0000,0.0001
11210.0000,0.0007,0.0006,0.0004
11220.0000,0.0002,0.0001,0.0001
11230.0000,0.0008,0.0006,0.0004
11232.6583,0.0002,0.0001,0.0000
11232.7667,0.0001,0.0000,0.0000
11232.7750,0.0001,0.0000,0.0000
11239.3667,0.0006,0.0002,0.0000
11239.3750,0.0006,0.0002,0.0000
11239.4750,0.0003,0.0001,0.0000
11240.0000,0.0002,0.0001,0.0001
11241.0667,0.0001,0.0000,0.0000
11241.0750,0.0001,0.0000,0.0000
11260.0000,0.0002,0.0002,0.0001
11260.3917,0.0007,0.0003,0.0000
11264.9333,0.0001,0.0000,0.0000
11270.0000,0.0012,0.0011,0.0006
11280.0000,0.0003,0.0002,0.0002
11285.0000,0.0001,0.0000,0.0000
11290.0000,0.0015,0.0013,0.0008
11291.6167,0.0002,0.0001,0.0001
11291.6417,0.0002,0.0001,0.0001
11300.0000,0.0003,0.0003,0.0002
11305.0000,0.0001,0.0001,0.0000
11318.7750,0.0034,0.0026,0.0019
11320.0000,0.0003,0.0002,0.0002
11328.1250,0.0003,0.0002,0.0001
11328.1500,0.0003,0.0002,0.0001
11328.2500,0.0001,0.0000,0.0000
11340.0000,0.0004,0.0002,0.0002
11344.4833,0.0002,0.0000,0.0000
11350.0000,0.0022,0.0017,0.0010
11353.5250,0.0001,0.0000,0.0000
11360.0000,0.0004,0.0002,0.0002
11365.0083,0.0000,0.0000,0.0000
11376.7250,0.0001,0.0000,0.0000
11376.7333,0.0001,0.0000,0.0000
11380.0000,0.0004,0.0002,0.0002
11420.0000,0.0004,0.0003,0.0002
11425.0000,0.0001,0.0001,0.0001
11428.7500,0.0005,0.0001,0.0001
11430.3000,0.0010,0.0004,0.0003
11430.3667,0.0008,0.0003,0.0002
11438.1000,0.0001,0.0000,0.0001
11440.0000,0.0005,0.0003,0.0002
11452.4583,0.0103,0.0017,0.0021
11452.5833,0.0062,0.0019,0.0010
11455.2583,0.0023,0.0005,0.0003
11468.2417,0.0006,0.0001,0.0001
11475.0000,0.0002,0.0001,0.0000
11480.9750,0.0001,0.0001,0.0000
11488.9417,0.0002,0.0001,0.0000
11497.3583,0.0002,0.0000,0.0000
11497.3833,0.0002,0.0001,0.0000
11497.4667,0.0001,0.0000,0.0000
11523.4417,0.0004,0.0002,0.0001
11525.0667,0.0004,0.0002,0.0002
11525.1000,0.0004,0.0002,0.0002
11537.6000,0.0002,0.0001,0.0001
11538.0833,0.0007,0.0002,0.0002
11538.8250,0.0006,0.0001,0.0001
11538.8333,0.0006,0.0001,0.0001
11540.5000,0.0004,0.0001,0.0001
11540.5583,0.0003,0.0001,0.0001
11540.5917,0.0004,0.0001,0.0001
11543.2500,0.0003,0.0001,0.0001
11560.0000,0.0004,0.0003,0.0001
11575.0000,0.0001,0.0001,0.0000
11592.5333,0.0003,0.0003,0.0000
11593.4250,0.0036,0.0019,0.0009
11593.4583,0.0037,0.0018,0.0008
11595.9083,0.0029,0.0009,0.0004
11595.9583,0.0030,0.0008,0.0003
11604.3667,0.0005,0.0001,0.0001
11604.3750,0.0005,0.0001,0.0001
11620.0000,0.0003,0.0002,0.0001
11632.6667,0.0016,0.0005,0.0004
11632.6833,0.0016,0.0005,0.0003
11644.4250,0.0005,0.0002,0.0001
11644.4333,0.0005,0.0002,0.0001
11645.4333,0.0002,0.0000,0.0000
11645.4750,0.0002,0.0000,0.0000
11671.1500,0.0018,0.0007,0.0004
11675.0000,0.0001,0.0000,0.0001
11677.6250,0.0003,0.0001,0.0000
11677.6333,0.0003,0.0001,0.0000
11685.0167,0.0000,0.0000,0.0000
11702.9250,0.0001,0.0000,0.0000
11702.9333,0.0001,0.0000,0.0000
11728.4083,0.0000,0.0000,0.0000
11729.1083,0.0003,0.0001,0.0001
11729.7667,0.0008,0.0002,0.0002
11729.7750,0.0008,0.0002,0.0002
11729.8583,0.0005,0.0002,0.0001
11767.5083,0.0025,0.0010,0.0012
11767.5333,0.0027,0.0008,0.0011
11788.1083,0.0000,0.0000,0.0000
11788.1417,0.0000,0.0000,0.0000
11788.2667,0.0002,0.0001,0.0001
11788.2750,0.0002,0.0001,0.0001
11794.1583,0.0001,0.0001,0.0000
11810.6417,0.0029,0.0009,0.0006
11810.7250,0.0017,0.0006,0.0004
11825.6583,0.0001,0.0000,0.0000
11830.8667,0.0006,0.0001,0.0000
11830.8750,0.0006,0.0001,0.0000
11839.7083,0.0006,0.0002,0.0001
11842.7833,0.0002,0.0001,0.0000
11850.0833,0.0016,0.0010,0.0002
11850.2000,0.0014,0.0005,0.0000
11865.2583,0.0001,0.0001,0.0000
11868.6000,0.0003,0.0001,0.0001
11868.6333,0.0004,0.0001,0.0001
11892.2167,0.0005,0.0003,0.0003
11894.4583,0.0047,0.0021,0.0011
11894.4833,0.0048,0.0019,0.0010
11894.8333,0.0000,0.0000,0.0000
11911.1000,0.0001,0.0000,0.0000
11912.5500,0.0001,0.0000,0.0000
11923.6250,0.0043,0.0005,0.0005
11931.9250,0.0068,0.0008,0.0008
11944.5500,0.0000,0.0000,0.0000
11946.6750,0.0003,0.0001,0.0001
11957.7250,0.0004,0.0002,0.0001
11957.7583,0.0004,0.0002,0.0001
11975.0250,0.0004,0.0001,0.0001
11985.0083,0.0000,0.0000,0.0000
12000.0000,0.1303,0.0901,0.1180
12000.2250,0.0000,0.0000,0.0000
12006.2417,0.0018,0.0010,0.0001
12006.3333,0.0024,0.0008,0.0001
12011.9917,0.0001,0.0000,0.0000
12017.9417,0.0006,0.0002,0.0001
12018.0583,0.0005,0.0002,0.0000
12025.0000,0.0002,0.0000,0.0000
12033.7250,0.0005,0.0002,0.0001
12033.7417,0.0004,0.0002,0.0001
12033.8333,0.0005,0.0002,0.0000
12060.5333,0.0001,0.0001,0.0000
12085.3667,0.0001,0.0000,0.0000
12085.3750,0.0001,0.0000,0.0000
12128.6917,0.0002,0.0000,0.0000
12129.3750,0.0005,0.0001,0.0000
12185.6750,0.0009,0.0004,0.0001
12185.7917,0.0009,0.0003,0.0001
12185.8917,0.0004,0.0001,0.0001
12216.3750,0.0001,0.0000,0.0000
12220.2583,0.0001,0.0000,0.0000
12220.2750,0.0001,0.0000,0.0000
12224.1250,0.0073,0.0012,0.0009
12236.6083,0.0001,0.0001,0.0000
12236.6583,0.0001,0.0000,0.0000
12237.5083,0.0003,0.0001,0.0001
12239.5750,0.0004,0.0001,0.0001
12264.1667,0.0003,0.0001,0.0001
12264.1833,0.0003,0.0001,0.0001
12264.4250,0.0050,0.0018,0.0010
12264.8000,0.0056,0.0021,0.0010
12265.0417,0.0003,0.0001,0.0001
12267.0167,0.0001,0.0000,0.0000
12267.0417,0.0001,0.0000,0.0000
12275.0000,0.0002,0.0001,0.0000
12276.1583,0.0001,0.0001,0.0000
12276.1750,0.0001,0.0001,0.0000
12280.0000,0.0001,0.0001,0.0000
12306.6083,0.0002,0.0001,0.0001
12308.1500,0.0001,0.0001,0.0000
12330.0000,0.0003,0.0002,0.0001
12332.1083,0.0001,0.0000,0.0000
12343.7667,0.0002,0.0001,0.0000
12344.9917,0.0001,0.0001,0.0000
12350.0000,0.0009,0.0006,0.0003
12352.7167,0.0007,0.0005,0.0003
12353.4917,0.0004,0.0002,0.0001
12366.7250,0.0001,0.0000,0.0000
12366.7667,0.0001,0.0000,0.0000
12366.7750,0.0001,0.0000,0.0000
12370.7417,0.0001,0.0000,0.0000
12379.7833,0.0001,0.0000,0.0000
12386.0833,0.0006,0.0002,0.0001
12410.0000,0.0003,0.0003,0.0001
