freq,int_h2o,int_d2o,cluster
7592.27500000,0.00039567,0.00002768,5
7593.14166667,0.00004598,0.00001387,1
7594.70833333,0.00042650,0.00012508,1
7595.04166667,0.00005290,0.00003077,7
7600.00000000,0.00150910,0.00067607,4
7602.00833333,0.00003451,0.00001624,4
7607.16666667,0.00005005,0.00004296,10
7607.21666667,0.00019496,0.00003209,3
7607.24166667,0.00022687,0.00002215,5
7607.36666667,0.00020926,0.00001168,9
7610.00000000,0.00022542,0.00019686,10
7610.40000000,0.00013741,0.00001894,3
7610.44166667,0.00012732,0.00001859,3
7613.42500000,0.00021325,0.00003539,3
7616.00833333,0.00042720,0.00009002,0
7616.90833333,0.00213900,0.00226389,14
7617.19166667,0.00026425,0.00015870,7
7619.20833333,0.00005361,0.00003660,8
7619.37500000,0.01300801,0.01484148,14
7620.00000000,0.00204227,0.00160729,10
7621.80000000,0.00014654,0.00003393,0
7625.00000000,0.00074103,0.00026866,2
7629.22500000,0.00095231,0.00012116,3
7629.99166667,0.00024886,0.00017738,8
7630.26666667,0.00010687,0.00007346,8
7630.27500000,0.00010774,0.00007282,15
7630.42500000,0.00078524,0.00028046,2
7636.09166667,0.00003591,0.00012495,26
7636.71666667,0.00019369,0.00007897,20
7640.00000000,0.00173190,0.00143971,10
7643.46666667,0.00040599,0.00002293,9
7643.47500000,0.00040304,0.00002297,9
7648.52500000,0.00034720,0.00002342,5
7648.55000000,0.00037407,0.00001887,9
7650.00000000,0.00203563,0.00127668,7
7654.95000000,0.00009756,0.00004509,4
7654.97500000,0.00009092,0.00005121,6
7657.21666667,0.00005624,0.00001409,0
7657.24166667,0.00007828,0.00001220,3
7657.50833333,0.28879980,0.06684932,0
7657.71666667,0.00017490,0.00004772,1
7657.80833333,0.00004702,0.00001320,1
7660.00000000,0.00153330,0.00124406,10
7664.98333333,0.00025855,0.00012752,6
7666.91666667,0.00058756,0.00004838,5
7668.80000000,0.00016474,0.00001967,5
7669.64166667,0.00021776,0.00004804,0
7670.00000000,0.00027268,0.00004493,3
7670.82500000,0.00026610,0.00006356,0
7670.83333333,0.00026636,0.00006344,0
7672.24166667,0.00009268,0.00001244,3
7675.00000000,0.00039418,0.00013562,2
7676.76666667,0.00011902,0.00006296,6
7676.80000000,0.00013341,0.00004865,2
7680.00000000,0.00158945,0.00126500,10
7685.55000000,0.00008896,0.00002883,1
7686.19166667,0.00005008,0.00001172,0
7690.00000000,0.00013179,0.00013692,14
7695.58333333,0.00045528,0.00004912,5
7696.61666667,0.00014727,0.00002162,3
7696.62500000,0.00014612,0.00002132,3
7700.00000000,0.00201394,0.00120254,7
7709.99166667,0.00017916,0.00014551,10
7710.87500000,0.00011208,0.00001382,5
7715.00833333,0.00003475,0.00001713,6
7718.76666667,0.00004899,0.00001366,1
7720.00000000,0.00148142,0.00113325,8
7730.00000000,0.00009446,0.00014006,17
7738.46666667,0.00003906,0.00002655,8
7738.49166667,0.00003495,0.00002980,10
7740.00000000,0.00131846,0.00110982,10
7740.19166667,0.00015341,0.00002255,3
7742.74166667,0.00006387,0.00001501,0
7745.00833333,0.00003633,0.00002508,8
7750.00000000,0.00124360,0.00237872,21
7755.65833333,0.00172623,0.00084911,6
7760.00000000,0.00119825,0.00093677,10
7764.71666667,0.00020728,0.00006052,1
7764.99166667,0.00004561,0.00004406,11
7766.35000000,0.00042482,0.00006443,3
7768.78333333,0.00018237,0.00003598,12
7770.00833333,0.00012116,0.00010376,10
7775.00000000,0.00048489,0.00015742,1
7780.00000000,0.00098684,0.00087741,11
7790.00000000,0.00014421,0.00011017,8
7798.55000000,0.00042898,0.00014874,2
7800.00000000,0.00112760,0.00104366,11
7810.00000000,0.00012238,0.00011300,11
7812.50000000,0.00017567,0.00009675,6
7815.00000000,0.00005351,0.00001575,1
7817.80833333,0.00120524,0.00122636,24
7820.00000000,0.00066348,0.00058974,11
7822.22500000,0.00010515,0.00001701,3
7825.00000000,0.00008240,0.00004329,6
7830.00000000,0.00013796,0.00005866,4
7832.68333333,0.00005369,0.00001276,0
7834.25000000,0.00235565,0.00050652,0
7840.00000000,0.00066447,0.00052948,10
7844.32500000,0.00021061,0.00001157,9
7845.00000000,0.00005703,0.00005597,11
7848.79166667,0.00024419,0.00004060,3
7850.00000000,0.00085140,0.00092108,14
7860.00000000,0.00072397,0.00055021,8
7865.00000000,0.00003799,0.00004920,13
7868.10833333,0.00004463,0.00001312,1
7868.44166667,0.00004059,0.00002081,6
7868.96666667,0.00007853,0.00001827,0
7870.00000000,0.00016204,0.00010905,15
7874.32500000,0.00032018,0.00003002,5
7874.36666667,0.00024731,0.00003937,3
7874.79166667,0.00004325,0.00003783,10
7874.99166667,0.00072259,0.00031060,4
7880.00000000,0.00075651,0.00060550,10
7886.29166667,0.00004415,0.00002126,4
7886.56666667,0.00004323,0.00002710,7
7890.00000000,0.00014549,0.00008650,7
7900.00000000,0.00061801,0.00017854,1
7905.00000000,0.00005538,0.00004907,11
7910.00000000,0.00017993,0.00015437,10
7914.12500000,0.00130492,0.00047039,2
7920.00000000,0.00063253,0.00052168,10
7920.82500000,0.00011028,0.00001170,5
7925.00000000,0.00030776,0.00006544,0
7930.00000000,0.00013975,0.00013769,11
7935.36666667,0.00004415,0.00024472,25
7939.44166667,0.00005207,0.00004515,10
7940.00000000,0.00076231,0.00050450,15
7941.16666667,0.00008146,0.00001450,3
7945.00000000,0.00006273,0.00009081,17
7947.20833333,0.00032853,0.00006724,0
7948.14166667,0.00011281,0.00004957,4
7949.51666667,0.00016508,0.00002309,3
7950.00000000,0.00052873,0.00022452,4
7954.16666667,0.00036900,0.00005604,3
7954.17500000,0.00036419,0.00005539,3
7955.34166667,0.00044965,0.00003749,5
7960.00000000,0.00070290,0.00052521,8
7965.00000000,0.00004067,0.00006615,19
7965.13333333,0.00012004,0.00002245,3
7967.49166667,0.00259729,0.00157341,7
7969.09166667,0.00007646,0.00001453,12
7970.00000000,0.00024226,0.00014919,7
7971.41666667,0.00051018,0.00001861,9
7974.40833333,0.00049833,0.00003673,5
7975.00000000,0.00014670,0.00006125,4
7975.16666667,0.00061444,0.00005901,5
7975.17500000,0.00061416,0.00005870,5
7980.00000000,0.00070758,0.00065175,11
7985.00000000,0.00012368,0.00012349,11
7988.30000000,0.00055047,0.00012026,0
7990.00000000,0.00016973,0.00019076,14
8000.00000000,0.00066757,0.00049390,8
8005.00000000,0.00023175,0.00016859,8
8005.62500000,0.00010239,0.00004005,2
8007.80833333,0.00009271,0.00008769,11
8010.00000000,0.00020287,0.00011363,6
8016.65833333,0.00005020,0.00001761,2
8020.00000000,0.00072105,0.00060743,10
8025.00000000,0.00012727,0.00020520,19
8026.89166667,0.00024411,0.00003125,3
8030.00000000,0.00016243,0.00016728,14
8033.11666667,0.00010679,0.00002693,0
8033.12500000,0.00010930,0.00002691,0
8034.97500000,0.00039232,0.00007440,12
8040.00000000,0.00099842,0.00070659,8
8045.00000000,0.00017680,0.00013582,8
8050.00000000,0.00177638,0.00079604,4
8052.70833333,0.00039515,0.00060667,17
8058.64166667,0.00017655,0.00004034,0
8060.00000000,0.00104899,0.00087230,10
8065.00000000,0.00012651,0.00008481,15
8065.95833333,0.00003789,0.00001250,1
8068.46666667,0.00024473,0.00014578,7
8068.48333333,0.00025040,0.00014363,18
8070.00000000,0.00028148,0.00019397,8
8075.00000000,0.00007829,0.00014023,19
8080.00000000,0.00107120,0.00093157,10
8080.39166667,0.00021833,0.00008201,2
8081.37500000,0.00006889,0.00005296,8
8084.20833333,0.00052079,0.00002231,9
8085.00000000,0.00008830,0.00007177,10
8087.95000000,0.00004236,0.00002128,6
8090.00000000,0.00020858,0.00018820,11
8091.75833333,0.00007886,0.00001638,0
8093.69166667,0.00008887,0.00004426,6
8093.81666667,0.00004200,0.00002984,8
8099.85833333,0.00044280,0.00003620,5
8100.00000000,0.00056466,0.00066559,13
8104.99166667,0.00006848,0.00004529,15
8105.35833333,0.00003312,0.00002518,8
8105.45833333,0.00003693,0.00001192,1
8110.00000000,0.00022514,0.00015943,8
8110.32500000,0.00025675,0.00002654,5
8112.16666667,0.00066175,0.00010796,3
8112.17500000,0.00066625,0.00010910,3
8114.37500000,0.00025265,0.00001650,9
8114.65833333,0.00003980,0.00002336,7
8114.70833333,0.00005091,0.00001528,1
8116.61666667,0.00012579,0.00001528,5
8120.00000000,0.00121062,0.00096058,10
8125.00000000,0.00127960,0.00069890,6
8130.02500000,0.00023716,0.00020024,10
8131.78333333,0.00011694,0.00009368,10
8135.39166667,0.00364058,0.00099703,1
8136.95000000,0.00017323,0.00011343,7
8140.00000000,0.00117161,0.00089315,8
8144.99166667,0.00006574,0.00003068,4
8150.00000000,0.00022974,0.00138062,25
8160.00000000,0.00112097,0.00096138,10
8162.25000000,0.00003640,0.00002283,7
8165.01666667,0.00003750,0.00002254,7
8166.60833333,0.00011443,0.00007109,7
8166.62500000,0.00012101,0.00006895,18
8167.63333333,0.00020527,0.00003846,3
8170.00000000,0.00022166,0.00018580,10
8174.01666667,0.00041514,0.00045994,14
8174.86666667,0.00037279,0.00010526,1
8175.00833333,0.00004926,0.00007836,19
8175.50833333,0.00008367,0.00003526,4
8177.23333333,0.00030442,0.00007733,0
8178.87500000,0.00034623,0.00011700,16
8180.00000000,0.00116081,0.00086800,8
8184.99166667,0.00004727,0.00004709,11
8187.80000000,0.00010703,0.00003030,1
8188.41666667,0.00005837,0.00001316,0
8189.65833333,0.00016470,0.00001302,5
8189.68333333,0.00013940,0.00001504,5
8189.80833333,0.00041834,0.00001268,9
8190.00000000,0.00019569,0.00018210,11
8193.76666667,0.00010318,0.00004300,4
8193.80000000,0.00008768,0.00004686,6
8199.65000000,0.00053201,0.00003364,9
8200.00000000,0.00167633,0.00120059,8
8203.12500000,0.00010621,0.00007601,8
8205.00000000,0.00006257,0.00004327,8
8206.56666667,0.00006464,0.00005047,10
8210.00000000,0.00020361,0.00014493,8
8211.44166667,0.00026023,0.00023708,11
8219.48333333,0.00897976,0.00214597,0
8220.00000000,0.00085837,0.00068102,10
8225.00000000,0.00024243,0.00018550,8
8227.90000000,0.00008597,0.00002632,1
8230.00000000,0.00015682,0.00015352,11
8232.77500000,0.00013677,0.00001402,5
8233.05000000,0.00021224,0.00001525,5
8238.80000000,0.00035007,0.00002012,9
8240.00000000,0.00091926,0.00060076,7
8244.55000000,0.00031299,0.00003496,5
8245.95833333,0.00038924,0.00010862,1
8246.54166667,0.00039445,0.00013865,2
8248.66666667,0.00005785,0.00002308,2
8248.68333333,0.00006285,0.00002118,16
8250.00000000,0.00077083,0.00067353,10
8260.00000000,0.00086047,0.00066787,10
8265.00000000,0.00004579,0.00005029,14
8270.00000000,0.00010818,0.00011329,14
8270.69166667,0.00004649,0.00002742,7
8270.85000000,0.00004122,0.00002187,6
8273.34166667,0.00013970,0.00001155,5
8275.00000000,0.00026590,0.00011097,4
8280.00000000,0.00092587,0.00078016,10
8285.00833333,0.00011115,0.00007933,8
8290.00000000,0.00021116,0.00014350,8
8297.96666667,0.00012454,0.00003008,0
8297.97500000,0.00012631,0.00002999,0
8300.00000000,0.00198302,0.00197993,11
8305.00000000,0.00012196,0.00010599,10
8310.00000000,0.00014226,0.00018469,13
8310.70833333,0.00063163,0.00008538,3
8313.09166667,0.00008725,0.00003984,4
8313.12500000,0.00009963,0.00004535,4
8316.05833333,0.00004423,0.00001886,4
8316.08333333,0.00003893,0.00002229,18
8320.00000000,0.00135303,0.00093876,8
8325.00000000,0.00030610,0.00014633,4
8327.45833333,0.00028970,0.00003789,3
8327.58333333,0.00016868,0.00001740,5
8330.00000000,0.00020633,0.00017737,10
8330.56666667,0.00011568,0.00021387,-1
8340.00000000,0.00136520,0.00103835,8
8345.00000000,0.00013460,0.00013067,11
8350.00000000,0.00170020,0.00055692,1
8355.99166667,0.00017763,0.00001941,5
8359.38333333,0.00007645,0.00005142,15
8360.00000000,0.00133281,0.00100732,8
8365.00000000,0.00012229,0.00012167,11
8370.00000000,0.00011501,0.00009678,10
8375.00000000,0.00022827,0.00012793,6
8380.00000000,0.00130135,0.00095840,8
8380.52500000,0.00005961,0.00004145,8
8383.09166667,0.00005205,0.00042848,-1
8383.15000000,0.00019161,0.00026752,17
8385.00833333,0.00012623,0.00010036,10
8390.00000000,0.00018633,0.00012159,7
8398.43333333,0.00034665,0.00023817,8
8400.00000000,0.00202694,0.00152098,8
8402.39166667,0.00004319,0.00001783,4
8405.00000000,0.00009464,0.00006999,8
8410.00000000,0.00012625,0.00014965,13
8420.00000000,0.00111961,0.00076143,8
8429.51666667,0.00018485,0.00008322,4
8430.00000000,0.00017228,0.00012954,8
8430.17500000,0.00008984,0.00003821,4
8432.39166667,0.00052168,0.00017860,2
8433.28333333,0.00022302,0.00008396,2
8433.52500000,0.00008383,0.00001414,3
8439.22500000,0.00349056,0.00143153,20
8439.33333333,0.00040632,0.00056858,17
8439.51666667,0.00019026,0.00005422,1
8439.52500000,0.00018811,0.00005477,1
8440.00000000,0.00102301,0.00073713,8
8445.00000000,0.00007525,0.00004476,7
8450.00000000,0.00137505,0.00046249,16
8460.00000000,0.00100497,0.00075135,8
8461.60833333,0.00063114,0.00011498,3
8465.00833333,0.00009055,0.00004416,22
8470.00000000,0.00012333,0.00005366,4
8475.00000000,0.00004796,0.00005961,13
8479.20000000,0.00007316,0.00001669,0
8479.36666667,0.02310094,0.00637487,1
8479.37500000,0.02314576,0.00636741,1
8480.00000000,0.00100730,0.00075756,8
8484.98333333,0.00003528,0.00002326,7
8490.00000000,0.00013354,0.00010310,28
8496.11666667,0.00004657,0.00001432,1
8500.00000000,0.00083532,0.00071519,10
8510.00000000,0.00008725,0.00008261,11
8515.62500000,0.00008696,0.00005563,7
8520.00000000,0.00083971,0.00059758,8
8521.36666667,0.00004273,0.00006503,17
8521.38333333,0.00005051,0.00006788,27
8523.20000000,0.00008882,0.00003500,2
8525.00833333,0.00011542,0.00009381,10
8530.00000000,0.00020824,0.00011288,6
8540.00000000,0.00045714,0.00044525,11
8540.41666667,0.00033579,0.00002273,5
8540.72500000,0.00153442,0.00078432,6
8550.00000000,0.00064038,0.00028739,4
8550.90833333,0.00015816,0.00001614,5
8551.26666667,0.00045073,0.00001333,9
8560.00000000,0.00057942,0.00040130,8
8568.05833333,0.00014687,0.00003021,0
8568.85833333,0.00023011,0.00003424,3
8570.00000000,0.00005398,0.00009121,19
8575.00000000,0.00024219,0.00014914,7
8577.92500000,0.00007689,0.00008235,14
8580.00000000,0.00047632,0.00030735,7
8589.98333333,0.00010447,0.00006409,7
8593.75000000,0.00044737,0.00030362,8
8600.00000000,0.00052733,0.00020218,2
8604.10833333,0.01598075,0.00438077,1
8605.00000000,0.00003658,0.00001653,4
8610.00000000,0.00020963,0.00009257,4
8611.09166667,0.00004358,0.00001182,1
8612.04166667,0.00003941,0.00002172,6
8620.00000000,0.00035611,0.00028171,10
8620.92500000,0.00003696,0.00009026,23
8620.93333333,0.00003299,0.00009020,23
8624.99166667,0.00035477,0.00035443,11
8630.00000000,0.00014541,0.00005764,2
8633.45833333,0.00172806,0.00031357,3
8635.31666667,0.00131583,0.00034734,0
8635.93333333,0.00006634,0.00001261,12
8638.05000000,0.00006043,0.00001814,1
8640.00000000,0.00043122,0.00027204,7
8642.50833333,0.00006351,0.00001740,1
8644.99166667,0.00006242,0.00002287,2
8648.51666667,0.00003550,0.00002764,10
8648.70833333,0.00031275,0.00014054,4
8650.00000000,0.00125734,0.00067631,6
8651.72500000,0.00024677,0.00002099,5
8651.74166667,0.00025557,0.00002066,5
8652.66666667,0.00224726,0.00092219,20
8652.67500000,0.00224046,0.00092227,20
8653.45833333,0.00023571,0.00005595,0
8654.62500000,0.00004780,0.00003606,8
8655.91666667,0.00069720,0.00012272,3
8656.11666667,0.00013645,0.00001818,3
8657.01666667,0.00015516,0.00008555,6
8657.60833333,0.00004044,0.00001632,2
8657.76666667,0.00019970,0.00002694,3
8660.00000000,0.00049737,0.00029551,7
8661.60833333,0.00018725,0.00010279,6
8662.35833333,0.00026554,0.00002686,5
8662.50000000,0.00024963,0.00002971,5
8662.58333333,0.00014539,0.00006181,4
8663.14166667,0.00014280,0.00021370,17
8665.00000000,0.00008922,0.00004646,6
8665.35833333,0.00011982,0.00006229,6
8666.25000000,0.00008520,0.00004537,6
8668.05833333,0.00012123,0.00001414,5
8669.15000000,0.00659503,0.00245270,2
8670.00000000,0.00022076,0.00006499,1
8671.96666667,0.00021913,0.00007955,2
8675.00000000,0.00014156,0.00005347,2
8680.00000000,0.00055599,0.00037614,15
8682.81666667,0.00028158,0.00009785,2
8685.00000000,0.00005459,0.00003060,6
8686.57500000,0.00004546,0.00010352,-1
8686.82500000,0.00011284,0.00001370,5
8686.85000000,0.00010222,0.00001241,5
8688.62500000,0.00021619,0.00003978,3
8688.64166667,0.00022185,0.00003746,3
8690.00000000,0.00017243,0.00009240,6
8691.16666667,0.00006257,0.00001457,0
8691.18333333,0.00005734,0.00001565,1
8691.31666667,0.00006562,0.00001202,3
8700.00000000,0.00043471,0.00051097,-1
8700.78333333,0.00179833,0.00048169,1
8702.05833333,0.00032955,0.00005604,3
8702.07500000,0.00034245,0.00005882,3
8705.00000000,0.00003648,0.00002155,7
8705.86666667,0.02856265,0.00335530,5
8705.87500000,0.02896884,0.00339832,5
8709.05000000,0.00006685,0.00006274,11
8709.07500000,0.00007147,0.00005695,10
8710.00000000,0.00016488,0.00009570,7
8714.70833333,0.02658320,0.00563310,0
8717.79166667,0.01019569,0.00189201,3
8719.80000000,0.00259861,0.00013235,9
8719.99166667,0.00100990,0.00048859,4
8722.50833333,0.00078446,0.00027675,2
8725.10000000,0.00092944,0.00020817,0
8725.20000000,0.00090086,0.00011791,3
8730.00000000,0.00027381,0.00016417,7
8735.56666667,0.00025631,0.00001236,9
8735.58333333,0.00024964,0.00001316,9
8740.00000000,0.00067095,0.00042479,7
8742.86666667,0.00027093,0.00002241,5
8744.41666667,0.00005214,0.00001862,2
8744.51666667,0.00005648,0.00002208,2
8745.00000000,0.00008359,0.00004262,6
8745.23333333,0.00008511,0.00006116,8
8746.34166667,0.00004182,0.00001310,1
8748.70000000,0.00004263,0.00002382,6
8750.00000000,0.00094799,0.00074632,10
8760.00000000,0.00064912,0.00045367,8
8762.55833333,0.00057893,0.00002407,9
8762.57500000,0.00061367,0.00002328,9
8764.55833333,0.00108019,0.00035991,16
8765.52500000,0.00006327,0.00001549,0
8765.53333333,0.00006450,0.00001534,0
8766.62500000,0.00007715,0.00003428,4
8766.67500000,0.00005264,0.00005032,11
8767.36666667,0.00014786,0.00006658,4
8767.37500000,0.00014987,0.00006635,4
8767.43333333,0.00012467,0.00005342,4
8769.82500000,0.00006863,0.00007656,14
8770.00000000,0.00047037,0.00022475,4
8775.00000000,0.00005177,0.00008328,19
8779.09166667,0.00005994,0.00001952,1
8780.00000000,0.00053689,0.00033208,7
8784.72500000,0.00107587,0.00017070,3
8785.00000000,0.00007010,0.00004095,7
8787.22500000,0.00015664,0.00001464,5
8787.23333333,0.00015358,0.00001507,5
8789.05833333,0.00062105,0.00041356,15
8790.00000000,0.00043268,0.00023564,6
8791.05833333,0.00005995,0.00001569,0
8791.07500000,0.00006179,0.00001374,0
8800.00000000,0.00105893,0.00067519,7
8800.32500000,0.00003630,0.00001578,4
8801.11666667,0.00005472,0.00005988,14
8801.14166667,0.00005015,0.00006422,13
8801.76666667,0.00008855,0.00006180,8
8801.77500000,0.00008877,0.00006190,8
8805.00000000,0.00004332,0.00002530,7
8805.60000000,0.00018741,0.00002426,3
8810.00000000,0.00054596,0.00029609,6
8820.00000000,0.00032108,0.00019352,7
8825.00000000,0.00005645,0.00003697,7
8830.00000000,0.00051099,0.00027146,6
8840.00000000,0.00024540,0.00011573,4
8840.49166667,0.00014175,0.00004172,1
8845.00000000,0.00017664,0.00009801,6
8850.00000000,0.00062028,0.00028410,4
8854.46666667,0.00005214,0.00005828,14
8854.47500000,0.00005067,0.00005903,-1
8856.69166667,0.00007370,0.00001436,12
8860.00000000,0.00018645,0.00016135,10
8862.54166667,0.00006933,0.00005108,8
8862.82500000,0.00004553,0.00006241,17
8865.00000000,0.00019686,0.00011569,7
8870.00000000,0.00061085,0.00026622,4
8875.00000000,0.00283377,0.00253892,11
8880.00000000,0.00026157,0.00017836,8
8881.24166667,0.00081512,0.00020176,0
8881.27500000,0.00076670,0.00016790,0
8881.33333333,0.00106917,0.00018751,3
8885.00000000,0.00016073,0.00008444,6
8886.25833333,0.00023633,0.00001250,9
8886.99166667,0.00015030,0.00022397,17
8890.00000000,0.00045900,0.00029646,7
8892.94166667,0.00030798,0.00007771,0
8893.05833333,0.00022445,0.00004699,0
8894.85833333,0.00006051,0.00001693,1
8894.87500000,0.00006646,0.00001652,0
8895.11666667,0.00011717,0.00001154,5
8895.13333333,0.00011275,0.00001188,5
8900.00000000,0.00094551,0.00027371,1
8900.61666667,0.00005717,0.00002021,2
8900.63333333,0.00005321,0.00002111,2
8905.00000000,0.00008077,0.00006005,8
8908.72500000,0.00027393,0.00007853,1
8908.73333333,0.00026393,0.00007970,1
8908.84166667,0.00028384,0.00004737,3
8910.00000000,0.00050683,0.00025622,6
8920.00000000,0.00039388,0.00020244,6
8925.00000000,0.00018396,0.00015371,10
8930.00000000,0.00051706,0.00028498,6
8930.31666667,0.00010730,0.00002141,12
8930.96666667,0.00154546,0.00016562,5
8936.97500000,0.00047219,0.00009081,12
8940.00000000,0.00051559,0.00031128,7
8945.00000000,0.00022039,0.00009555,4
8950.00000000,0.00090279,0.00047265,6
8950.55000000,0.00040575,0.00004136,5
8960.00000000,0.00064552,0.00034758,6
8965.00833333,0.00005921,0.00003380,18
8970.00000000,0.00030318,0.00019184,7
8974.32500000,0.00029658,0.00003680,5
8974.33333333,0.00029776,0.00003711,5
8974.99166667,0.00011738,0.00002800,0
8977.27500000,0.00018082,0.00002771,3
8979.80000000,0.00012370,0.00002261,3
8980.00000000,0.00073647,0.00038316,6
8980.18333333,0.00044205,0.00002059,9
8982.45833333,0.00025088,0.00001292,9
8984.37500000,0.00045945,0.00021761,4
8985.00000000,0.00005876,0.00003472,7
8990.00000000,0.00035549,0.00014520,20
8993.64166667,0.00260293,0.00046469,3
8993.75833333,0.00037040,0.00010077,1
9000.00000000,0.00816835,0.00599383,8
9000.33333333,0.00005735,0.00001214,0
9000.80000000,0.00367845,0.00041732,5
9004.37500000,0.02448816,0.00248935,5
9005.00000000,0.00013060,0.00006279,4
9010.00000000,0.00031751,0.00020920,7
9012.10833333,0.00007707,0.00004451,7
9020.00000000,0.00070897,0.00041099,7
9023.80000000,0.00009162,0.00001244,3
9025.00833333,0.00019933,0.00007553,2
9030.00000000,0.00032583,0.00018165,6
9040.00000000,0.00066601,0.00045215,8
9045.00000000,0.00018955,0.00005410,1
9050.00000000,0.00098283,0.00009205,5
9055.59166667,0.00024378,0.00005319,0
9055.92500000,0.00037925,0.00006455,3
9055.93333333,0.00037094,0.00006488,3
9060.00000000,0.00069442,0.00038475,6
9060.67500000,0.00049781,0.00018163,2
9060.78333333,0.00049632,0.00012949,0
9065.03333333,0.00003950,0.00001825,4
9070.00000000,0.00042986,0.00025041,7
9075.00000000,0.00014890,0.00008401,6
9076.13333333,0.00021301,0.00007561,2
9077.32500000,0.00022044,0.00008943,2
9080.00000000,0.00080966,0.00040849,6
9082.02500000,0.00003654,0.00001470,2
9082.03333333,0.00003631,0.00001507,4
9085.00000000,0.00017411,0.00008485,22
9086.10833333,0.00010590,0.00001933,3
9086.13333333,0.00007393,0.00001979,1
9090.00000000,0.00032761,0.00023115,8
9091.38333333,0.00395301,0.00129595,1
9091.46666667,0.00165537,0.00056276,2
9091.48333333,0.00183360,0.00060831,16
9095.00000000,0.00004065,0.00002784,8
9097.11666667,0.00043339,0.00008910,0
9097.13333333,0.00044914,0.00009145,0
9097.21666667,0.00014974,0.00006871,4
9100.00000000,0.00021778,0.00013455,7
9105.00000000,0.00030029,0.00014310,4
9110.00000000,0.00046288,0.00021607,4
9112.50833333,0.01316203,0.00391502,1
9114.57500000,0.00054082,0.00018103,16
9120.00000000,0.00098372,0.00047192,4
9125.00000000,0.00034322,0.00019573,18
9127.78333333,0.00216515,0.00026052,5
9130.00000000,0.00038147,0.00023733,7
9135.00000000,0.00007549,0.00005234,8
9136.70000000,0.00005467,0.00002290,4
9139.44166667,0.00010633,0.00001157,5
9140.00000000,0.00100724,0.00052342,6
9145.00000000,0.00009614,0.00005097,6
9150.00000000,0.00069950,0.00059569,10
9151.15000000,0.00003897,0.00001576,2
9155.00000000,0.00013528,0.00006080,4
9160.00000000,0.00083382,0.00048812,7
9165.00000000,0.00023614,0.00010546,4
9170.00000000,0.00035422,0.00011293,1
9175.00000000,0.00006170,0.00002422,2
9179.68333333,0.00035899,0.00020021,6
9180.00000000,0.00092131,0.00051339,6
9183.50000000,0.00003875,0.00006988,19
9185.00000000,0.00019855,0.00010488,6
9187.20833333,0.00007077,0.00001627,0
9190.00000000,0.00028618,0.00017582,7
9200.00000000,0.00098427,0.00035549,2
9205.00000000,0.00014061,0.00007581,6
9205.94166667,0.00061443,0.00007473,5
9210.00000000,0.00015040,0.00012792,10
9218.55000000,0.00032613,0.00001240,9
9220.00000000,0.00070203,0.00038564,6
9225.00000000,0.00024545,0.00016702,8
9225.54166667,0.00014174,0.00002420,3
9228.26666667,0.00019841,0.00027959,17
9230.00000000,0.00026510,0.00012699,4
9240.00000000,0.00062989,0.00034244,6
9241.76666667,0.00007866,0.00001841,0
9244.64166667,0.00036834,0.00006551,3
9245.00000000,0.00005884,0.00002220,2
9245.71666667,0.00008860,0.00002832,1
9245.75000000,0.00009322,0.00002694,1
9246.79166667,0.00077636,0.00030030,2
9250.00000000,0.00032741,0.00019838,7
9254.77500000,0.00004416,0.00001866,4
9257.75000000,0.00004623,0.00010777,23
9257.77500000,0.00005653,0.00009803,19
9260.00000000,0.00057942,0.00026844,4
9260.97500000,0.00008184,0.00003465,4
9261.10833333,0.00035830,0.00019556,6
9264.99166667,0.00008621,0.00003366,2
9270.00000000,0.00015444,0.00009097,7
9275.00000000,0.00016255,0.00005942,2
9277.22500000,0.00041579,0.00008969,0
9277.35000000,0.00003950,0.00001520,2
9280.00833333,0.00031388,0.00018509,7
9280.32500000,0.00010682,0.00002491,0
9280.33333333,0.00010613,0.00002354,0
9284.99166667,0.00005992,0.00002546,4
9285.47500000,0.00130058,0.00008352,9
9289.78333333,0.00013422,0.00003367,0
9290.00000000,0.00021625,0.00010096,4
9292.31666667,0.00012121,0.00002333,12
9295.10000000,0.00007310,0.00001379,12
9295.15833333,0.00004645,0.00002301,6
9300.00000000,0.00080189,0.00017267,0
9305.00833333,0.00004709,0.00002675,18
9310.00000000,0.00014662,0.00008099,6
9316.21666667,0.00016449,0.00001408,5
9316.24166667,0.00014825,0.00001551,5
9320.00000000,0.00032832,0.00011681,2
9321.29166667,0.00021986,0.00004111,3
9324.20000000,0.00082914,0.00017248,0
9325.00000000,0.00012706,0.00010026,10
9326.05000000,0.00008667,0.00002903,16
9327.07500000,0.00012083,0.00004663,2
9327.32500000,0.00006833,0.00001311,12
9330.00000000,0.00016052,0.00011452,8
9331.01666667,0.00046776,0.00005177,5
9340.00000000,0.00028592,0.00015580,6
9346.76666667,0.00008180,0.00009773,13
9346.77500000,0.00008330,0.00009630,14
9350.00000000,0.00030057,0.00011774,2
9355.65833333,0.00226885,0.00053911,0
9355.68333333,0.00232306,0.00049391,0
9360.00000000,0.00026737,0.00012394,4
9366.76666667,0.00027623,0.00001461,9
9366.79166667,0.00025633,0.00001666,9
9370.00000000,0.00008649,0.00006259,8
9372.10000000,0.00003608,0.00001309,2
9374.69166667,0.00004925,0.00002207,4
9374.73333333,0.00004556,0.00001915,4
