-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 14
slope 4.279883779543716
intercept 0.0
r2 0.9941148124392533
arctan 1.3412629563469058
n_points 41

x y
1.40253334e-05 6.34507933e-05
1.45174798e-05 7.71095784e-05
1.48998009e-05 7.59996484e-05
1.78299348e-05 7.07066151e-05
2.42213653e-05 1.03235303e-04
1.37140115e-05 6.51139709e-05
1.43777278e-05 6.44872090e-05
2.31539920e-05 9.03325303e-05
1.78757597e-05 6.94782895e-05
1.39877073e-05 6.63049670e-05
1.48498427e-05 6.32586351e-05
1.97886342e-05 7.92574655e-05
2.84136002e-05 1.51830197e-04
1.90557265e-05 8.91310920e-05
1.58633395e-05 7.26367662e-05
3.72645432e-04 1.65969344e-03
1.64589130e-05 7.38908482e-05
3.63714254e-04 1.47315965e-03
1.34650437e-04 5.41625594e-04
2.84410595e-05 1.43379826e-04
3.36207474e-05 1.55018566e-04
4.14513012e-05 1.62330596e-04
2.19016847e-05 8.52114109e-05
1.68301303e-05 7.71347005e-05
1.66427132e-05 6.90745598e-05
2.03279717e-05 9.21806872e-05
6.42663640e-05 2.80134077e-04
2.11296340e-05 1.04108093e-04
1.35220633e-05 7.70126952e-05
3.98903797e-05 2.26683479e-04
1.50849289e-05 6.73271502e-05
2.47271597e-05 9.97273282e-05
1.91879094e-05 1.05006449e-04
1.52256176e-05 7.03020851e-05
1.57254891e-05 6.72684999e-05
2.39081915e-05 1.31779936e-04
3.62421789e-05 1.79615746e-04
5.58992538e-05 2.99954683e-04
2.06046681e-05 1.17569096e-04
2.24863345e-05 9.86166872e-05
1.59123759e-05 7.67572248e-05
