-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 16
slope 9.957340661735206
intercept 0.0
r2 0.8246288617328166
arctan 1.4707035131149944
n_points 33

x y
1.30622922e-05 1.01993476e-04
8.10429301e-05 7.50968762e-04
2.48445670e-05 2.40091334e-04
5.35491167e-05 3.98171236e-04
1.88724878e-05 2.64357135e-04
2.20455084e-05 1.80208339e-04
4.45401133e-05 5.20337315e-04
7.72676983e-05 1.01637930e-03
1.63560132e-05 2.39438024e-04
2.14014235e-05 2.12551552e-04
2.19149246e-05 2.03840336e-04
4.69714874e-05 3.75036710e-04
2.63010163e-05 2.17913449e-04
3.21738812e-05 5.24657791e-04
4.51266334e-05 4.65575147e-04
1.45270806e-05 1.42640213e-04
1.45351552e-05 1.31634654e-04
3.95618432e-05 2.93852062e-04
1.55797634e-05 1.64470883e-04
2.46376895e-05 2.01930189e-04
2.80902829e-05 3.67302857e-04
3.48087805e-05 3.50817035e-04
4.66361103e-05 3.57172014e-04
3.54513608e-05 3.11993996e-04
3.21955172e-05 2.40553568e-04
2.34504069e-05 2.24748860e-04
8.65711080e-05 8.05219234e-04
3.65376737e-05 4.44507996e-04
3.83079249e-05 3.09594757e-04
1.80184017e-05 1.36685322e-04
1.70929210e-05 2.74635368e-04
2.16032409e-05 2.38229695e-04
1.53369904e-05 2.47239663e-04
