-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 11
slope 0.36922066775987
intercept 0.0
r2 0.9780918181143764
arctan 0.35369425650506836
n_points 51

x y
2.86111325e-05 1.13640809e-05
3.09066626e-05 1.24454648e-05
4.11447281e-05 1.65150550e-05
8.62586562e-05 3.30988895e-05
3.64399752e-05 1.30453888e-05
8.20315400e-05 2.78221442e-05
8.90342412e-05 3.19479952e-05
5.23126846e-05 2.12989611e-05
3.55430269e-05 1.36339824e-05
9.32712116e-05 3.86486171e-05
6.78504065e-05 2.47587387e-05
2.87748253e-04 1.20564817e-04
6.08608810e-05 2.18738331e-05
1.24462295e-04 5.08045159e-05
5.10968935e-05 1.90808015e-05
4.67229683e-05 1.63196186e-05
1.30173290e-04 4.34405743e-05
1.44031687e-04 5.99447286e-05
2.56814336e-05 1.08347306e-05
3.13699870e-05 1.30055458e-05
1.92856482e-04 6.81140116e-05
7.86927384e-05 3.31266767e-05
3.87530076e-05 1.30619874e-05
5.90424519e-05 2.15860003e-05
3.46402239e-05 1.39024536e-05
3.29491541e-05 1.23279074e-05
3.78563035e-05 1.49669207e-05
4.11076126e-05 1.51149951e-05
6.24142561e-05 2.54507765e-05
3.99425117e-05 1.40451686e-05
3.31532939e-05 1.16919416e-05
3.84245902e-05 1.30992426e-05
9.24841891e-05 3.07967569e-05
3.74119291e-05 1.50285206e-05
3.13110469e-05 1.17990252e-05
1.62408078e-04 5.65293976e-05
2.92596124e-05 1.14507042e-05
7.92405670e-05 3.07689667e-05
3.17073904e-05 1.13702801e-05
9.89415519e-05 3.78630159e-05
2.82461278e-05 1.15354752e-05
3.62740049e-05 1.21800215e-05
6.18010682e-05 2.50346168e-05
3.38485414e-05 1.17989345e-05
6.03447416e-05 2.03560066e-05
3.58760189e-04 1.18982519e-04
4.06591528e-05 1.57672888e-05
4.03678230e-05 1.43341199e-05
4.18451528e-05 1.54727038e-05
4.19243412e-05 1.50018418e-05
4.68258583e-05 1.92794036e-05
