-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 13
slope 0.13668521456923874
intercept 0.0
r2 0.9534873461037587
arctan 0.1358434079936149
n_points 47

x y
4.63747486e-04 5.94225449e-05
8.23339197e-05 1.48179823e-05
1.23415526e-04 1.32811585e-05
8.11661375e-05 1.19455070e-05
1.85449795e-04 2.50775631e-05
8.06376081e-05 1.19397988e-05
1.00620191e-04 1.14498932e-05
7.39562971e-05 1.25103645e-05
7.24662688e-05 1.25345154e-05
1.17839279e-04 1.17628136e-05
2.16176048e-04 2.18578660e-05
9.80098759e-05 1.42259922e-05
7.12904910e-05 1.12029866e-05
4.80230279e-04 5.37193280e-05
7.44180773e-05 1.31755452e-05
7.68087096e-05 1.12095232e-05
1.79529440e-04 2.09354285e-05
2.16870547e-04 2.51097885e-05
1.10440576e-04 1.25250133e-05
9.27915499e-05 1.33108837e-05
1.44993392e-04 1.47359470e-05
1.30236600e-04 1.64624926e-05
7.86036454e-05 1.24067540e-05
1.79824880e-04 1.83818542e-05
7.50182883e-05 1.20493186e-05
8.26966498e-05 1.26942636e-05
1.42638308e-04 2.26331969e-05
9.00425651e-04 1.33916044e-04
1.16965897e-04 1.28789201e-05
2.03028218e-04 3.63038980e-05
1.12196951e-04 1.67465249e-05
9.27181158e-05 1.56810038e-05
9.22544162e-05 1.62359446e-05
8.23665989e-05 1.22535922e-05
1.90089285e-04 2.15139270e-05
9.17841701e-05 1.18130111e-05
1.05159605e-04 1.55548549e-05
9.76304769e-05 1.37679379e-05
1.21944414e-04 1.25748045e-05
8.00744194e-05 1.33581266e-05
1.01724111e-04 1.38271839e-05
1.62322462e-04 1.71584411e-05
8.24071592e-05 1.40811755e-05
1.28590148e-04 1.46458065e-05
2.27535533e-04 4.10136851e-05
8.78242631e-05 1.44533101e-05
1.34119495e-04 1.69538132e-05
