-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 1
slope 0.9782808888500643
intercept 0.0
r2 0.999485357637803
arctan 0.7744198242203473
n_points 240

x y
1.57141759e-05 1.49299161e-05
2.10907549e-05 2.05503784e-05
1.13526628e-04 1.14698434e-04
5.88952477e-05 5.97186278e-05
2.56459674e-05 2.61390943e-05
4.87994979e-05 5.02118006e-05
1.59143284e-05 1.53036869e-05
1.62946367e-05 1.58397315e-05
3.61465582e-05 3.73794726e-05
2.77908190e-05 2.63451609e-05
6.28694642e-04 6.00245693e-04
1.88483950e-05 2.00244498e-05
2.62722914e-05 2.84958968e-05
1.52413328e-05 1.52436874e-05
4.95815656e-05 5.25709349e-05
1.60598392e-05 1.74797534e-05
2.16096226e-05 2.35605709e-05
2.92970430e-05 3.13550560e-05
2.66637124e-05 2.74338025e-05
4.92065693e-05 5.30727188e-05
4.31973142e-05 4.28840856e-05
3.57182884e-05 3.78057743e-05
1.89520922e-05 2.04808028e-05
8.50408699e-03 8.08444581e-03
1.52463048e-05 1.46999568e-05
3.15359418e-05 3.20604609e-05
6.53507812e-04 6.22177697e-04
1.81931832e-05 1.87003330e-05
2.19355009e-05 2.22104897e-05
3.72063801e-05 3.56479711e-05
4.64915588e-05 4.54770282e-05
1.39565138e-04 1.41875543e-04
1.58498680e-04 1.52708470e-04
4.52822529e-05 4.51415357e-05
2.26569108e-05 2.46271356e-05
2.40794977e-05 2.40096814e-05
1.70539653e-05 1.83272522e-05
1.11148950e-04 1.10569016e-04
1.91168253e-05 1.87853197e-05
1.40769992e-04 1.42679783e-04
9.17281804e-05 8.80763258e-05
7.63033468e-03 7.24398124e-03
2.76622585e-05 2.63665269e-05
6.58282592e-05 6.56672909e-05
6.64449157e-05 6.55780982e-05
6.04548799e-05 5.90656871e-05
3.44469455e-05 3.68765257e-05
4.23487641e-05 4.06282842e-05
1.56731868e-04 1.70915402e-04
2.23330739e-05 2.44693664e-05
4.10123426e-05 4.47837630e-05
1.51105289e-05 1.58725683e-05
1.38316297e-05 1.42519406e-05
1.87220619e-05 1.81050467e-05
2.03633937e-05 2.07010918e-05
2.37672828e-05 2.41536684e-05
1.04952224e-04 9.95367562e-05
4.30545347e-04 4.11483403e-04
9.40371988e-05 9.87224742e-05
1.45346307e-05 1.56940328e-05
9.29727333e-05 9.68843152e-05
2.00127242e-05 2.08985174e-05
4.42739756e-05 4.73679554e-05
4.49580065e-05 4.49274775e-05
1.37252983e-03 1.31700023e-03
4.51192188e-05 4.33694646e-05
1.81668251e-05 1.87853932e-05
1.88205654e-05 1.85720950e-05
9.11739380e-05 8.63331242e-05
9.44539309e-05 9.27790617e-05
3.47626168e-05 3.65026027e-05
1.95512742e-04 1.86578661e-04
8.30812418e-05 8.54906680e-05
9.82130839e-05 1.01803448e-04
9.53765639e-05 1.02191430e-04
2.36221199e-05 2.46919696e-05
2.33646488e-05 2.48444050e-05
2.00281549e-05 2.21052104e-05
9.48586229e-05 1.04436283e-04
2.18750212e-05 2.38626897e-05
1.54934876e-04 1.63793052e-04
1.39535321e-05 1.54977991e-05
1.72693204e-04 1.67665681e-04
1.15268812e-04 1.20435798e-04
8.64350335e-05 8.25424705e-05
1.82191582e-05 1.89296531e-05
2.00902771e-05 2.13999863e-05
2.64850002e-05 2.83093220e-05
1.44185518e-05 1.49413205e-05
6.93999251e-05 7.40383631e-05
1.88502171e-04 1.92352446e-04
2.62004293e-05 2.49609302e-05
1.58758699e-05 1.63066115e-05
2.45737259e-05 2.67176622e-05
3.11501709e-05 3.01965576e-05
6.56060790e-05 6.63432092e-05
7.86790614e-05 7.52465173e-05
1.02938736e-03 1.00126401e-03
2.29746064e-04 2.20525364e-04
3.59737155e-05 3.83317231e-05
1.60470199e-05 1.65352148e-05
4.99890426e-05 5.06245791e-05
1.31461047e-05 1.38443118e-05
5.14507130e-05 5.04709633e-05
8.90686024e-05 9.03841504e-05
1.60119530e-02 1.54604436e-02
4.34396911e-05 4.54193724e-05
7.78300329e-04 7.69600199e-04
1.42925686e-05 1.40600142e-05
4.93273362e-05 5.22837234e-05
2.12371073e-05 2.01920616e-05
6.72259954e-04 6.61483148e-04
2.16372963e-05 2.32935114e-05
1.59554423e-05 1.56668268e-05
2.09497294e-05 2.07067030e-05
2.79833806e-05 2.89627679e-05
6.02971788e-05 6.50216407e-05
5.89055510e-05 6.46379154e-05
2.01566163e-04 2.10701255e-04
1.49829972e-05 1.57401301e-05
1.66394209e-05 1.63759917e-05
4.45369705e-05 4.81877398e-05
6.10400970e-04 5.83805160e-04
5.14962022e-05 5.69825990e-05
2.06527485e-05 2.05342252e-05
2.67304134e-05 2.78757095e-05
4.12656403e-05 4.11461795e-05
6.79191495e-05 6.82940934e-05
1.36472257e-02 1.34524293e-02
1.00980458e-04 1.11284194e-04
1.45989392e-05 1.60436462e-05
4.57751146e-05 4.50305548e-05
6.21416617e-05 6.28674558e-05
1.58308432e-05 1.62934722e-05
1.52670635e-05 1.49623482e-05
1.39429731e-04 1.32571452e-04
1.17530595e-03 1.14195357e-03
1.67179514e-05 1.82808554e-05
5.15751299e-05 4.97944769e-05
4.40261448e-05 4.69467341e-05
9.52351579e-05 1.04584277e-04
3.00364324e-03 3.25698003e-03
7.78050754e-05 7.63543521e-05
6.09680362e-04 6.41469082e-04
1.96119296e-05 2.00861674e-05
2.15530101e-05 2.04622602e-05
3.01889040e-05 3.34538734e-05
1.39074341e-05 1.39317289e-05
