-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 10
slope 2.072363323543882
intercept 0.0
r2 0.9981697284506984
arctan 1.12121332354918
n_points 54

x y
1.63532371e-05 3.39052890e-05
1.93776073e-05 3.57977230e-05
1.73657607e-05 3.28358294e-05
2.19181983e-05 4.39988471e-05
1.72119310e-05 3.56762835e-05
1.76557698e-05 3.65290431e-05
3.78986928e-04 7.82766088e-04
1.54238390e-05 3.17026372e-05
1.54917707e-05 2.95046729e-05
1.63141952e-05 2.98321821e-05
1.49703403e-05 2.76064007e-05
2.05039929e-05 3.84950062e-05
2.37853394e-05 4.69867512e-05
2.11044451e-05 4.46276783e-05
1.56240321e-05 3.25396338e-05
2.91133141e-05 5.68184850e-05
1.94588457e-05 3.69625219e-05
3.57454385e-05 7.91193953e-05
2.84743342e-05 6.04356722e-05
6.33133304e-05 1.40294824e-04
4.97590385e-05 1.01115234e-04
1.81896699e-05 3.39969294e-05
3.14404800e-05 6.98424632e-05
1.40998195e-05 3.04057915e-05
4.22504948e-05 8.12367894e-05
4.28092490e-05 9.02868429e-05
3.22956203e-05 6.09660426e-05
4.32186893e-05 8.27115648e-05
2.09098289e-05 4.19847817e-05
2.27748354e-05 4.25489996e-05
1.43800407e-04 3.13576305e-04
3.80030942e-05 7.55939064e-05
5.54387449e-05 1.05626185e-04
1.39113731e-05 3.04787542e-05
2.72317542e-05 5.23267586e-05
2.49579038e-05 4.88179608e-05
2.76460113e-05 6.04758822e-05
5.58792920e-05 1.11118155e-04
3.07131299e-05 6.07167721e-05
1.61763580e-05 3.00556096e-05
2.61660038e-05 5.07498770e-05
1.58715235e-05 3.45023551e-05
8.22366400e-05 1.83224038e-04
1.58735009e-05 3.38507745e-05
1.60713284e-05 3.08008898e-05
2.25883608e-05 4.64029753e-05
2.08895313e-05 4.00140476e-05
2.15807656e-05 4.71456165e-05
2.01556764e-05 4.16446188e-05
4.36645395e-05 9.62886362e-05
3.33020209e-05 6.13680204e-05
8.12476820e-05 1.64261399e-04
1.34687395e-05 2.53446056e-05
1.51494990e-05 2.83441915e-05
