freq,int_h2o,int_d2o,cluster
5345.73793000,0.00001588,0.00001631,1
5361.66430000,0.00002457,0.00002672,1
5363.21402000,0.00002117,0.00003497,15
5363.22594000,0.00002312,0.00003659,15
5363.95311000,0.00003115,0.00003020,1
5364.26306000,0.00002732,0.00002210,0
5364.28690000,0.00002972,0.00002495,0
5365.61012000,0.00001428,0.00002276,15
5367.92278000,0.00006901,0.00001511,7
5367.93470000,0.00006820,0.00001636,7
5370.81957000,0.00031021,0.00001194,3
5370.83149000,0.00033027,0.00001334,3
5375.85020000,0.00006561,0.00006634,1
5378.12710000,0.00028733,0.00001995,3
5379.76027000,0.00010071,0.00009240,0
5380.94044000,0.00001717,0.00002531,6
5385.69689000,0.00029563,0.00001485,3
5386.11412000,0.00002036,0.00005394,12
5386.12604000,0.00002053,0.00005110,12
5386.73401000,0.00011600,0.00001125,21
5387.25853000,0.00003181,0.00011973,9
5388.05723000,0.00010530,0.00001934,22
5389.35661000,0.00052205,0.00001524,3
5390.73944000,0.00112892,0.00004765,3
5398.85759000,0.00007868,0.00007525,1
5398.91720000,0.00013017,0.00004344,11
5403.97167000,0.00002050,0.00003850,10
5404.01936000,0.00003391,0.00001858,8
5404.41275000,0.00102939,0.00100126,1
5408.64468000,0.00009217,0.00006437,2
5411.63683000,0.00001994,0.00001349,5
5413.00774000,0.00007686,0.00006605,0
5424.01075000,0.00087355,0.00002047,3
5424.03460000,0.00101825,0.00001845,3
5425.75121000,0.00002314,0.00002928,4
5430.69839000,0.00022975,0.00022053,1
5432.10506000,0.00010336,0.00007974,2
5432.96337000,0.00001441,0.00005245,9
5439.92519000,0.00409539,0.00008514,3
5445.12272000,0.00017953,0.00002094,13
5445.63532000,0.00003597,0.00003833,1
5445.86182000,0.00001605,0.00001654,1
5446.29097000,0.00004999,0.00005062,1
5447.22080000,0.00003294,0.00002809,0
5447.24464000,0.00003878,0.00003289,0
5449.71228000,0.00004518,0.00003016,5
5459.51128000,0.00002112,0.00001753,0
5459.53512000,0.00002139,0.00001957,0
5461.40671000,0.00002747,0.00002106,2
5466.52079000,0.00006861,0.00009417,6
5466.53271000,0.00007231,0.00009863,6
5468.72616000,0.00001847,0.00001662,0
5468.84537000,0.00294191,0.00276203,0
5471.80176000,0.00001340,0.00001671,4
5475.19922000,0.00001315,0.00001384,1
5475.69990000,0.00001571,0.00002678,15
5483.32930000,0.00002435,0.00001126,8
5483.42466000,0.00008000,0.00005514,2
5488.57450000,0.00001297,0.00001835,6
5488.62219000,0.00001482,0.00001102,2
5488.66987000,0.00002461,0.00002277,0
5488.71756000,0.00005145,0.00005047,1
5488.75332000,0.00008907,0.00009038,1
5488.87253000,0.01601195,0.01546044,1
5489.02750000,0.00004344,0.00004542,1
5489.11095000,0.00001948,0.00001110,5
5489.15863000,0.00002854,0.00001667,5
5489.25400000,0.00001801,0.00001660,0
5489.50434000,0.00002549,0.00001662,5
5492.44881000,0.00013442,0.00011511,0
5495.72706000,0.00077830,0.00076960,1
5498.24238000,0.00053119,0.00002034,3
5498.45695000,0.00003085,0.00002859,0
5500.44775000,0.00109023,0.00002449,3
5505.44262000,0.00001399,0.00006630,14
5505.62143000,0.00003831,0.00003450,0
5508.20827000,0.00061096,0.00002102,3
5508.88777000,0.00001429,0.00001406,1
5509.03082000,0.00003657,0.00002617,2
5510.95009000,0.00004933,0.00005228,1
5511.62958000,0.00021664,0.00020040,0
5512.86936000,0.00002480,0.00001952,2
5512.88128000,0.00002482,0.00001870,2
5515.71846000,0.00002379,0.00004699,10
5515.75422000,0.00001485,0.00006326,14
5521.38090000,0.00003220,0.00002154,5
5521.69085000,0.00003807,0.00002865,2
5525.20752000,0.00007007,0.00006045,0
5527.47250000,0.00018494,0.00023159,4
5527.48442000,0.00019099,0.00023934,4
5531.75211000,0.00002110,0.00004463,10
5531.77595000,0.00002802,0.00003498,4
5533.51641000,0.00002163,0.00001988,0
5533.52833000,0.00002124,0.00002019,1
5533.70714000,0.00067226,0.00066148,1
5535.42376000,0.00002322,0.00003527,6
5537.22382000,0.00003241,0.00002593,2
5537.40263000,0.00002531,0.00002188,0
5537.42647000,0.00003032,0.00002633,0
5547.24932000,0.00002164,0.00002329,1
5548.02418000,0.00002168,0.00001951,0
5548.05994000,0.00001596,0.00001567,1
5553.28131000,0.00002847,0.00001501,8
5554.22306000,0.00020494,0.00019113,0
5554.23498000,0.00021052,0.00019624,0
5554.59261000,0.00001349,0.00004242,9
5554.79527000,0.00001309,0.00002162,15
5554.98600000,0.00002406,0.00001481,5
5555.08137000,0.00001340,0.00001643,4
5555.14097000,0.00002972,0.00002139,2
5555.18866000,0.00002095,0.00002071,1
5555.24826000,0.00002798,0.00002896,1
5555.35555000,0.00021870,0.00017541,2
5555.42707000,0.00010264,0.00008391,0
5555.52244000,0.00006030,0.00006502,1
5555.55820000,0.00010326,0.00008249,2
5555.72510000,0.04283627,0.04039169,0
5555.88007000,0.00011962,0.00010739,0
5555.96352000,0.00005891,0.00006464,1
5555.97544000,0.00006776,0.00007535,4
5556.05888000,0.00004217,0.00005421,4
5556.10657000,0.00003111,0.00001609,8
5556.15425000,0.00002821,0.00003202,4
5556.20193000,0.00002379,0.00002166,0
5556.24962000,0.00001581,0.00002219,6
5556.30922000,0.00003006,0.00002079,2
5556.35691000,0.00002060,0.00001870,0
5556.40459000,0.00001505,0.00002367,15
5556.49996000,0.00001739,0.00001386,2
5556.65493000,0.00002189,0.00001171,8
5556.75030000,0.00002233,0.00001625,2
5561.20872000,0.00020157,0.00021070,1
5562.96110000,0.00040739,0.00001407,3
5565.86981000,0.00001562,0.00003254,10
5568.61162000,0.00001830,0.00002608,6
5571.10310000,0.00006914,0.00006469,0
5571.17462000,0.00024544,0.00001656,3
5574.16677000,0.00001498,0.00001574,1
5574.17870000,0.00001664,0.00001638,1
5577.03972000,0.00002587,0.00002149,0
5577.48079000,0.00002250,0.00001346,5
5577.70729000,0.00005489,0.00004667,0
5578.10068000,0.00001544,0.00001796,4
5579.74577000,0.00004454,0.00004819,1
5581.86769000,0.00021687,0.00002511,13
5581.91538000,0.00014403,0.00005994,11
5581.92730000,0.00011459,0.00006100,8
5586.40957000,0.00001998,0.00004478,-1
5586.43341000,0.00001387,0.00004912,9
5588.67455000,0.00019175,0.00015694,0
5588.80568000,0.00006469,0.00008355,4
5591.28523000,0.00002568,0.00001083,11
5592.79919000,0.00002736,0.00001666,5
5597.68677000,0.00061040,0.00058381,1
5600.83389000,0.00003137,0.00001301,11
5600.90542000,0.00003708,0.00002773,2
5601.76373000,0.00005150,0.00005698,1
5601.84717000,0.00002917,0.00003912,6
5601.90678000,0.00002065,0.00002053,1
5603.02734000,0.00002277,0.00001182,8
5608.06990000,0.00001443,0.00004198,9
5612.65945000,0.00002673,0.00002788,1
5618.36958000,0.00002287,0.00006213,12
5618.39342000,0.00002911,0.00005682,10
5619.44246000,0.00004127,0.00004115,1
5622.64919000,0.00001593,0.00001943,4
5622.73264000,0.00001437,0.00001626,4
5622.81609000,0.00006792,0.00006829,1
5622.93530000,0.01364723,0.01345243,1
5623.09027000,0.00002783,0.00002548,0
5623.18563000,0.00001832,0.00001229,5
5623.23332000,0.00002020,0.00002516,4
5624.98569000,0.00004822,0.00001454,17
5626.67847000,0.00005924,0.00006727,4
5634.73701000,0.00001941,0.00001793,0
5636.64436000,0.00002161,0.00001359,5
5637.87222000,0.00007206,0.00001702,7
5640.30409000,0.00023801,0.00001102,3
5646.33608000,0.00008093,0.00006638,0
5652.58265000,0.00011527,0.00010621,0
5670.27330000,0.00003005,0.00001600,8
5670.29715000,0.00002560,0.00001919,2
5671.91839000,0.00003889,0.00002472,5
5671.93031000,0.00003692,0.00002585,2
5672.35947000,0.00019286,0.00006811,11
5672.40715000,0.00030412,0.00002561,3
5672.60981000,0.00053095,0.00048712,0
5672.87207000,0.00003250,0.00002347,2
5673.42043000,0.00087969,0.00004442,3
5679.48818000,0.00064122,0.00003701,3
5682.36113000,0.00001340,0.00001647,4
5683.37440000,0.00028622,0.00001301,3
5683.38633000,0.00028932,0.00001277,3
5693.12572000,0.00013285,0.00010379,2
5695.21189000,0.00010098,0.00011128,1
5700.91009000,0.00003225,0.00002924,0
5702.82936000,0.00011884,0.00029448,12
5704.68903000,0.00112020,0.00105780,24
5710.38723000,0.00201537,0.00162950,0
5710.50644000,0.00001577,0.00001086,2
5711.65085000,0.00006142,0.00004572,2
5711.99656000,0.00011044,0.00001253,13
5712.04424000,0.00006007,0.00001883,17
5716.97950000,0.00007869,0.00003313,11
5722.11742000,0.00005496,0.00036608,20
5722.12934000,0.00005355,0.00039817,16
5733.65688000,0.00025623,0.00022813,0
5736.42254000,0.00002208,0.00001093,8
5742.76447000,0.00004352,0.00001178,7
5744.27843000,0.00003331,0.00008716,12
5746.68646000,0.00006172,0.00019185,9
5746.76991000,0.00001782,0.00006749,9
5752.64692000,0.00004666,0.00003489,2
5760.66971000,0.00176139,0.00001923,3
5766.64209000,0.00001946,0.00003696,10
5767.04741000,0.00123755,0.00006272,3
5767.30967000,0.00003575,0.00007912,10
5767.50040000,0.00002847,0.00006044,10
5768.59713000,0.00001979,0.00007926,14
5768.94283000,0.00267991,0.00012888,3
5769.25278000,0.00006331,0.00014029,10
5775.65432000,0.00001460,0.00001604,1
5777.97890000,0.00009279,0.00001331,13
5780.07698000,0.00006283,0.00005864,0
5782.10354000,0.00004279,0.00002947,2
5788.11169000,0.00004578,0.00004503,1
5795.01390000,0.00094176,0.00081382,0
5795.02583000,0.00095555,0.00082381,0
5802.94132000,0.00003080,0.00002416,2
5813.62247000,0.00013081,0.00003044,7
5813.67016000,0.00006214,0.00006287,1
5820.39356000,0.00117012,0.00084950,2
5826.21098000,0.00014499,0.00001474,13
5826.23482000,0.00013024,0.00001646,13
5826.64013000,0.00065307,0.00002109,3
5826.91431000,0.00011190,0.00008940,2
5826.92623000,0.00011603,0.00009187,2
5828.11832000,0.00063934,0.00002453,3
5828.13025000,0.00061990,0.00002532,3
5828.54748000,0.00088192,0.00002284,3
5829.38194000,0.00038511,0.00001883,3
5837.19015000,0.00019667,0.00014591,2
5839.84852000,0.00001375,0.00002248,15
5844.78378000,0.00007858,0.00007394,0
5860.67438000,0.00077998,0.00001168,3
5860.68630000,0.00073549,0.00001183,3
5866.96863000,0.00002201,0.00001442,5
5869.84158000,0.00002843,0.00002163,2
5870.34225000,0.00001583,0.00001629,1
5870.92638000,0.00002038,0.00001163,5
5871.46282000,0.00003830,0.00001960,8
5871.89198000,0.00010413,0.00006273,5
5872.07079000,0.00006655,0.00004485,5
5872.08271000,0.00006566,0.00004575,2
5872.39265000,0.00003716,0.00002219,5
5872.59531000,0.00001525,0.00001127,2
5872.92910000,0.00005114,0.00003092,5
5875.53978000,0.00005819,0.00003765,5
5878.66306000,0.00005484,0.00004601,0
5890.54823000,0.00009570,0.00007528,2
5893.26620000,0.00011515,0.00008303,2
5893.27812000,0.00011810,0.00008461,2
5899.89424000,0.00007860,0.00001241,13
5899.93000000,0.00005881,0.00001575,7
5900.47836000,0.00001527,0.00001496,1
5909.86013000,0.00001529,0.00001807,4
5911.15952000,0.00005749,0.00004620,0
5912.95958000,0.00013943,0.00013257,1
5914.19935000,0.00023565,0.00001783,3
5914.24704000,0.00011926,0.00002978,7
5920.88699000,0.00117531,0.00114195,1
5934.38148000,0.00002391,0.00002116,0
5948.72236000,0.00001672,0.00001828,1
5948.73428000,0.00001860,0.00001680,0
5959.47504000,0.00017982,0.00001838,13
5968.41574000,0.00001597,0.00002705,15
5969.19060000,0.00003329,0.00004318,4
5969.50054000,0.00005158,0.00004979,1
5969.57207000,0.00007396,0.00005104,2
5969.73896000,0.00003234,0.00002984,0
5969.89393000,0.00004403,0.00004695,1
5970.08467000,0.00003888,0.00003209,0
5972.89801000,0.00009524,0.00010458,1
5979.38299000,0.00010311,0.00013605,6
5981.26650000,0.00300364,0.00325698,1
5983.74605000,0.00007781,0.00007635,1
5996.96636000,0.00003875,0.00001306,11
5996.97828000,0.00004214,0.00001288,17
5998.63529000,0.00060968,0.00064147,1
6012.67815000,0.00003835,0.00005692,6
6018.32867000,0.00008063,0.00005566,2
6018.40019000,0.00033296,0.00001222,3
6020.35522000,0.00004427,0.00001345,17
6021.70229000,0.00009160,0.00011041,4
6022.09568000,0.00028926,0.00041133,6
6023.76461000,0.00001919,0.00001158,5
6026.80445000,0.00001523,0.00001698,4
6026.86405000,0.00001362,0.00004375,9
6030.15423000,0.00003143,0.00004461,6
6030.17807000,0.00003255,0.00005074,6
6033.30135000,0.00005904,0.00002159,11
6033.57553000,0.00001887,0.00026436,16
6037.10413000,0.00004654,0.00005385,4
6040.91883000,0.00004976,0.00010112,10
6047.73760000,0.00003342,0.00001512,18
6049.75224000,0.00001824,0.00002597,6
6049.77608000,0.00002197,0.00002849,4
6052.49405000,0.00001819,0.00003400,10
6053.91264000,0.00114241,0.00001519,3
6056.55909000,0.00003464,0.00001390,11
6058.32338000,0.00001384,0.00001853,6
6058.90751000,0.00002916,0.00001513,8
6061.22017000,0.00001856,0.00002171,4
6061.23209000,0.00001795,0.00002261,4
6062.37650000,0.00001615,0.00002268,6
6077.76642000,0.00218747,0.00275739,4
6079.90026000,0.00002339,0.00001230,8
6087.43429000,0.00001540,0.00001829,4
6088.03034000,0.00001801,0.00002524,6
6088.28068000,0.00003643,0.00003023,0
6088.85288000,0.00003518,0.00004783,6
6088.97209000,0.00002133,0.00001463,2
6088.98401000,0.00002011,0.00001512,2
6089.71119000,0.00013313,0.00001091,3
6090.10458000,0.00025813,0.00031113,4
6095.44516000,0.00007178,0.00010626,6
6095.71934000,0.00010087,0.00012609,4
6101.46523000,0.00014336,0.00017308,4
6104.25472000,0.00024466,0.00001619,3
6107.02038000,0.00002614,0.00001392,8
6107.60450000,0.00004704,0.00001395,17
6109.76219000,0.00006174,0.00008374,6
6119.59696000,0.00002602,0.00002100,0
6120.61024000,0.00003295,0.00001233,11
6120.64600000,0.00002721,0.00002112,2
6122.04075000,0.00004642,0.00007628,15
6123.99578000,0.00001738,0.00002514,6
6124.24612000,0.00010832,0.00014777,6
6125.36669000,0.00013365,0.00018794,6
6133.47292000,0.00001410,0.00002038,6
6144.88125000,0.00002389,0.00003420,6
6151.02053000,0.00003786,0.00001497,11
6151.04437000,0.00003422,0.00001637,8
6158.84066000,0.00002846,0.00004502,15
6158.95987000,0.00443579,0.00588991,6
6163.43021000,0.00002054,0.00003211,15
6163.90705000,0.00002669,0.00002403,0
6164.00242000,0.00003032,0.00002743,0
6168.40124000,0.00002841,0.00015183,14
6168.44893000,0.00002205,0.00018021,16
6168.63966000,0.00004454,0.00052034,16
6168.67542000,0.00007727,0.00101638,16
6168.80655000,0.00009706,0.05278561,19
6168.84232000,0.00009969,0.05104840,19
6168.99729000,0.00001393,0.00079948,19
6176.13792000,0.00041651,0.00066148,15
6176.67437000,0.00001447,0.00009526,20
6177.74725000,0.00018336,0.00030503,15
6186.42569000,0.00088194,0.00003286,3
6186.52105000,0.00004136,0.00001272,17
6198.62080000,0.00001633,0.00001381,0
6198.63272000,0.00001700,0.00001523,0
6210.44636000,0.00001961,0.00002009,1
6213.64117000,0.00007865,0.00012925,15
6215.54852000,0.00002308,0.00005783,12
6215.76309000,0.00002189,0.00006527,9
6228.57809000,0.00007502,0.00001205,13
6236.24325000,0.00004111,0.00001511,11
6236.29093000,0.00008270,0.00001269,13
6244.00377000,0.00001578,0.00001320,0
6246.82903000,0.00003186,0.00008070,12
6247.47276000,0.00003389,0.00008175,12
6249.88079000,0.00003144,0.00006984,10
6250.00000000,0.00542557,0.01366620,12
6250.11921000,0.00002824,0.00008624,9
6250.15497000,0.00001584,0.00004363,12
6250.20266000,0.00001410,0.00003041,10
6250.67949000,0.00002155,0.00002046,1
6255.37634000,0.00001906,0.00008913,14
6255.43594000,0.00004493,0.00003438,2
6256.65188000,0.00014264,0.00002263,13
6259.53674000,0.00022445,0.00059157,12
6280.62487000,0.00004225,0.00008124,10
6280.64871000,0.00004281,0.00009029,10
6283.47397000,0.00003230,0.00006097,10
6283.59318000,0.00004322,0.00008271,10
6283.70047000,0.00002091,0.00004198,10
6287.12177000,0.00001903,0.00004661,12
6287.14561000,0.00002277,0.00004255,10
6287.71782000,0.00006241,0.00002545,11
6287.76550000,0.00003019,0.00003345,1
6288.25426000,0.00014380,0.00031358,10
6295.93134000,0.00021484,0.00003959,22
6296.53931000,0.00001418,0.00040380,19
6298.74468000,0.00002511,0.00004476,15
6300.24672000,0.00090043,0.00013392,13
6300.75932000,0.00003800,0.00007559,10
6307.18470000,0.00001391,0.00001393,1
6309.64041000,0.00005544,0.00010563,10
6311.82194000,0.00002234,0.00008429,9
6311.88154000,0.00001636,0.00023944,16
6312.42990000,0.00002981,0.00007174,12
6316.51878000,0.00014963,0.00037313,12
6316.53070000,0.00015767,0.00039266,12
6317.81816000,0.00001586,0.00007264,14
6317.84201000,0.00001999,0.00005614,12
6319.45133000,0.00010251,0.00007821,2
6319.52286000,0.00054665,0.00003265,3
6321.62094000,0.00003038,0.00003309,1
6321.64478000,0.00002771,0.00003019,1
6329.16689000,0.00002401,0.00001509,5
6329.67949000,0.00001391,0.00003048,10
6329.72717000,0.00003994,0.00001405,11
6336.10487000,0.00005433,0.00009857,15
6337.42809000,0.00002723,0.00005233,10
6338.50098000,0.00002496,0.00004882,10
6339.40697000,0.00001516,0.00002169,6
6339.62154000,0.00002140,0.00021255,16
6339.63346000,0.00002191,0.00020384,16
6340.30104000,0.00033129,0.00006946,7
6340.36064000,0.00085625,0.00002567,3
6344.11573000,0.00099340,0.00162564,15
6349.73049000,0.00002054,0.00004906,12
6349.95699000,0.00028872,0.00045354,15
6351.10140000,0.00004820,0.00002372,8
6351.16100000,0.00002776,0.00006498,12
6351.26829000,0.00004555,0.00006814,6
6351.28021000,0.00004543,0.00006878,6
6351.38750000,0.00003280,0.00005155,15
6353.91474000,0.00025431,0.00032829,4
6354.09355000,0.00026441,0.00027576,1
6359.76791000,0.00001337,0.00001506,4
6359.77983000,0.00001374,0.00001374,1
6360.87656000,0.00002626,0.00001806,2
6361.73487000,0.00001489,0.00001199,0
6362.33091000,0.00002026,0.00005009,12
6362.99849000,0.00011697,0.00001288,13
6363.42764000,0.00002765,0.00006048,10
6364.25018000,0.00004853,0.00001536,17
6364.66742000,0.00003315,0.00001169,11
6364.69126000,0.00003842,0.00001310,11
6365.59725000,0.00005588,0.00011112,10
6375.15783000,0.00068913,0.00076361,1
6381.51169000,0.00037265,0.00165969,14
6389.36758000,0.00001646,0.00007389,14
6389.90402000,0.00008131,0.00002356,17
6390.16628000,0.00002225,0.00002642,4
6390.17820000,0.00002239,0.00002510,4
6390.57159000,0.00008484,0.00010856,4
6390.58352000,0.00008522,0.00010812,4
6392.46702000,0.00008393,0.00012044,6
6394.99426000,0.00002715,0.00009577,9
6395.38765000,0.00036371,0.00147316,14
6395.44725000,0.00013465,0.00054163,14
6395.60223000,0.00004107,0.00005232,4
6395.76912000,0.00009956,0.00010351,1
6396.10291000,0.00024551,0.00025420,1
6396.16251000,0.00026321,0.00026721,1
6396.26980000,0.00004797,0.00004642,1
6396.31748000,0.00006124,0.00006126,1
6396.32940000,0.00006072,0.00006230,1
6396.55590000,0.00010158,0.00009393,0
6396.80624000,0.00007513,0.00008216,1
6400.69246000,0.00002844,0.00014338,14
6402.83823000,0.00039526,0.00045639,4
6405.24626000,0.00003071,0.00006072,10
6405.30586000,0.00011469,0.00002216,7
6406.52180000,0.00001308,0.00001915,6
6406.65293000,0.00001600,0.00005125,9
6406.77214000,0.00009248,0.00003080,11
6408.89406000,0.00003362,0.00015502,14
6410.03847000,0.00001618,0.00003006,10
6414.71148000,0.00004145,0.00016233,14
6417.69171000,0.00001408,0.00002253,15
6417.98973000,0.00001834,0.00006908,9
6418.02549000,0.00005351,0.00013164,12
6418.18047000,0.00744337,0.02883672,9
6418.34736000,0.00002190,0.00008521,14
6418.38312000,0.00001683,0.00007713,14
6419.40832000,0.00006649,0.00004749,2
6429.01659000,0.00005136,0.00006448,4
6429.02851000,0.00005029,0.00006852,6
6429.45766000,0.00004697,0.00037504,16
6429.51727000,0.00001890,0.00096057,19
6429.94642000,0.00006218,0.00001576,7
6431.68688000,0.00002617,0.00005075,10
6431.75840000,0.00001776,0.00003096,15
6431.80609000,0.00002757,0.00004433,15
6431.94914000,0.00001473,0.00005255,9
6431.99682000,0.00001664,0.00006907,14
6432.04451000,0.00002033,0.00009218,14
6432.08027000,0.00002563,0.00007253,12
6432.13987000,0.00006427,0.00028013,14
6432.28292000,0.00967504,0.03445159,9
6432.48558000,0.00002113,0.00010411,14
6432.53326000,0.00002875,0.00008789,9
6432.58095000,0.00001352,0.00007701,14
6432.77168000,0.00001587,0.00003450,10
6432.85513000,0.00020303,0.00003630,13
6432.96242000,0.00002950,0.00004689,15
6433.30812000,0.00009296,0.00002518,7
6433.33197000,0.00011220,0.00001675,13
6433.40349000,0.00002517,0.00002142,0
6434.36909000,0.00001778,0.00001390,2
6435.45389000,0.00008623,0.00001602,22
6435.56118000,0.00001664,0.00004066,12
6442.70182000,0.00001666,0.00002595,6
6444.75222000,0.00002496,0.00002134,0
6445.41979000,0.00131260,0.00103482,2
6445.71781000,0.00102121,0.00081075,2
6445.72973000,0.00104323,0.00082965,2
6446.13504000,0.00010302,0.00002446,7
6455.79100000,0.00001427,0.00001690,4
6456.02942000,0.00001346,0.00001250,0
6456.14862000,0.00309612,0.00002742,3
6456.51817000,0.00006152,0.00005104,0
6458.80699000,0.00001568,0.00002805,15
6459.58185000,0.00003527,0.00004687,6
6459.62954000,0.00006419,0.00002052,17
6459.68914000,0.00006656,0.00002981,18
6459.77259000,0.00002630,0.00021791,16
6459.85603000,0.00001431,0.00001375,1
6462.66937000,0.00002647,0.00001871,2
6463.70649000,0.00020593,0.00009708,8
6464.48135000,0.00055873,0.00002344,3
6464.89859000,0.00108287,0.00002012,3
6465.51847000,0.00021396,0.00018170,0
6465.53040000,0.00020879,0.00018752,0
6465.76881000,0.00001491,0.00004387,9
6468.31989000,0.00001825,0.00001394,2
6468.57023000,0.00009272,0.00001568,13
6468.58215000,0.00009225,0.00001624,13
6469.03515000,0.00018666,0.00004902,7
6469.13052000,0.00003741,0.00001503,11
6470.83521000,0.00007984,0.00003584,18
6470.90673000,0.00001656,0.00002043,4
6473.27900000,0.00003280,0.00002581,2
6474.67375000,0.00230219,0.00005291,3
6476.90296000,0.00003989,0.00022668,14
6479.66862000,0.00296611,0.00004836,3
6480.14545000,0.00039211,0.00002084,3
6480.45540000,0.00002751,0.00002601,24
6481.36139000,0.00017745,0.00001263,3
6486.45163000,0.00003217,0.00052466,16
6486.48739000,0.00004513,0.00046558,16
6489.90870000,0.00003165,0.00007905,12
6493.44921000,0.00002086,0.00001116,8
6494.43865000,0.00007267,0.00001699,7
6498.16990000,0.00007146,0.00010821,6
6498.18182000,0.00007650,0.00011612,6
6503.47471000,0.00002984,0.00003252,1
6506.13308000,0.00003279,0.00003566,1
6506.69336000,0.00004396,0.00016401,9
6511.46173000,0.00040415,0.00002003,3
6514.07242000,0.00004182,0.00004367,1
6514.08434000,0.00004396,0.00004345,1
6515.03801000,0.00005377,0.00004523,0
6515.20491000,0.00008237,0.00001225,13
6515.66982000,0.00002395,0.00002051,0
6515.68174000,0.00002352,0.00002063,0
6516.77847000,0.00002075,0.00001330,5
6517.13610000,0.00016998,0.00001204,3
6521.77334000,0.00016551,0.00016880,1
6524.24097000,0.00002026,0.00001200,5
6524.45555000,0.00001848,0.00002899,15
6525.01583000,0.00010221,0.00002481,7
6527.73380000,0.00005351,0.00005511,1
6528.01991000,0.00001453,0.00014264,16
6528.03183000,0.00001454,0.00013163,16
6528.13911000,0.00002619,0.00001316,8
6528.50866000,0.00015009,0.00001208,3
6529.52194000,0.00003131,0.00001180,11
6530.36833000,0.00016665,0.00001088,3
6530.38025000,0.00015936,0.00001110,3
6532.78828000,0.00002215,0.00001109,8
6537.33015000,0.00016241,0.00005653,11
6540.35807000,0.00001511,0.00001575,1
6541.14485000,0.00004095,0.00003547,0
6542.63496000,0.00003309,0.00002261,2
6545.71056000,0.00188464,0.00005831,3
6554.90160000,0.00001394,0.00001285,0
6555.40228000,0.00003558,0.00001616,18
6556.96392000,0.00002438,0.00002797,4
6557.98912000,0.00001613,0.00001544,1
6558.20370000,0.00009208,0.00008159,0
6558.87127000,0.00019366,0.00005987,17
6558.88319000,0.00020071,0.00006140,17
6559.24082000,0.00008224,0.00018322,10
6559.37195000,0.00001519,0.00004009,12
6560.79054000,0.00001656,0.00002125,4
6561.14817000,0.00005117,0.00006150,4
6562.50715000,0.00007022,0.00008764,4
6562.60252000,0.00001508,0.00006733,14
6564.35490000,0.00003956,0.00029385,16
6564.45026000,0.00001558,0.00016447,16
6565.21320000,0.00023878,0.00022500,0
6565.89270000,0.00021814,0.00021464,1
6569.60011000,0.00019009,0.00002151,13
6569.64779000,0.00009178,0.00001181,13
6570.18423000,0.00001838,0.00002531,6
6570.51802000,0.00002464,0.00020193,16
6570.63723000,0.00005848,0.00001705,17
6570.68491000,0.00003534,0.00001848,8
6574.44000000,0.00002926,0.00001145,11
6577.90899000,0.00031139,0.00002800,21
6577.93283000,0.00007924,0.00003077,11
6578.24278000,0.00060288,0.00057107,1
6579.02956000,0.00004723,0.00005191,1
6585.22844000,0.00004225,0.00001839,18
6589.59150000,0.00001373,0.00005219,9
6591.77303000,0.00001875,0.00003221,15
6591.79687000,0.00002263,0.00002979,6
6594.35987000,0.00006123,0.00001510,7
6598.05536000,0.00001710,0.00002542,6
6600.22497000,0.00055764,0.00035852,5
6600.23689000,0.00057615,0.00036660,5
6601.52435000,0.00002232,0.00002328,1
6601.54819000,0.00002388,0.00002650,1
6601.75085000,0.00005865,0.00005394,0
6610.17895000,0.00001854,0.00001624,0
6610.56042000,0.00020438,0.00017435,0
6612.90884000,0.00007033,0.00001326,7
6613.42144000,0.00014467,0.00003971,17
6620.65744000,0.00006479,0.00007606,4
6621.36078000,0.00006495,0.00007261,4
6621.70649000,0.00044817,0.00001221,3
6622.50519000,0.00003414,0.00001471,18
6623.25621000,0.00105986,0.00006860,3
6626.61791000,0.00002809,0.00036730,16
6626.62983000,0.00003481,0.00035082,16
6627.08282000,0.00002012,0.00002533,4
6628.27492000,0.00013196,0.00011904,0
6628.28684000,0.00013605,0.00011796,0
6632.47108000,0.00051756,0.00052190,1
6632.48301000,0.00054597,0.00055016,1
6632.70950000,0.00062650,0.00058855,0
6634.54533000,0.00049176,0.00012705,7
6634.64069000,0.00015788,0.00003604,7
6639.94551000,0.00008560,0.00001806,7
6640.06472000,0.00024230,0.00005321,7
6641.25681000,0.00001502,0.00002137,6
6642.92574000,0.00010363,0.00011728,4
6647.26496000,0.00025671,0.00006935,7
6654.36983000,0.00001873,0.00002334,4
6654.38175000,0.00001935,0.00002431,4
6661.05747000,0.00008161,0.00006275,2
6661.17668000,0.00002410,0.00001771,2
6663.00058000,0.00001350,0.00001519,4
6663.26284000,0.00006073,0.00004726,2
6665.70663000,0.00060418,0.00001549,3
6669.64054000,0.00001809,0.00001295,2
6673.74134000,0.00004664,0.00035717,16
6674.55196000,0.00002209,0.00005688,12
6674.96920000,0.00001849,0.00005884,9
6674.98112000,0.00001836,0.00006140,9
6677.36530000,0.00001559,0.00001337,0
6677.40107000,0.00002679,0.00001471,8
6677.77061000,0.00005215,0.00014693,12
6677.78254000,0.00005311,0.00014600,12
6681.33497000,0.00005533,0.00004953,0
6681.69260000,0.00006793,0.00006006,0
6683.76684000,0.00418195,0.00020653,3
6685.31656000,0.00882941,0.00043542,3
6685.32848000,0.00923011,0.00045671,3
6687.35504000,0.00001922,0.00116076,19
