-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 6
slope 1.3286746239345923
intercept 0.0
r2 0.9999422649155668
arctan 0.9256143254183554
n_points 77

x y
1.79366930e-05 2.36040948e-05
1.61083302e-05 2.21824072e-05
1.54697957e-05 2.26994687e-05
2.79016316e-05 3.74519398e-05
1.83130560e-05 2.76592111e-05
1.34273423e-05 1.82278099e-05
1.63654171e-05 2.18739968e-05
1.35114881e-05 1.79277859e-05
1.64430135e-05 2.22186247e-05
1.65754229e-05 2.51702287e-05
1.44886445e-05 1.90596373e-05
1.59991519e-05 2.23424406e-05
1.59175812e-05 2.34117306e-05
2.52715838e-05 3.86866988e-05
1.73668404e-05 2.49329273e-05
2.47102476e-05 3.40451564e-05
5.30842041e-05 7.26257585e-05
5.00958925e-05 7.27835317e-05
1.61377260e-05 2.45753904e-05
3.46587062e-05 4.55717675e-05
1.42223550e-05 1.88157059e-05
1.94865583e-05 2.81455837e-05
1.82638913e-05 2.61512668e-05
1.93397411e-05 2.67010041e-05
1.71731648e-05 2.53100738e-05
6.86112102e-05 9.41660602e-05
7.23095923e-05 9.86297162e-05
1.29707177e-05 1.83534633e-05
2.32241723e-05 3.52683037e-05
1.58053845e-05 2.21860426e-05
1.82964051e-05 2.60796004e-05
2.91656062e-05 3.91228259e-05
1.03112186e-04 1.36053614e-04
3.83466882e-05 5.69195392e-05
2.89264272e-04 4.11327592e-04
3.14270014e-05 4.46076785e-05
3.25483507e-05 5.07397612e-05
1.82403400e-05 2.59701703e-05
1.38365809e-05 1.85349611e-05
1.61452587e-05 2.26806979e-05
1.80062290e-05 2.52413092e-05
3.51760069e-05 4.78342291e-05
7.17769105e-05 1.06257163e-04
6.17448515e-05 8.37446128e-05
1.73813603e-05 2.51443174e-05
1.08317471e-04 1.47769891e-04
1.33654443e-04 1.87936537e-04
1.41041203e-05 2.03772973e-05
2.38944041e-05 3.42021790e-05
4.43579064e-03 5.88991164e-03
1.51619157e-05 2.16916331e-05
4.55484363e-05 6.81432847e-05
4.54296946e-05 6.87797197e-05
8.39257969e-05 1.20443984e-04
1.30812412e-05 1.91481146e-05
5.02898916e-05 6.85230245e-05
1.66596688e-05 2.59450819e-05
3.52724470e-05 4.68702965e-05
7.14575300e-05 1.08205215e-04
7.65018976e-05 1.16124380e-04
1.83829593e-05 2.53083506e-05
2.26259356e-05 2.97864492e-05
1.71008393e-05 2.54150308e-05
1.50170951e-05 2.13685842e-05
1.75947550e-05 2.43822187e-05
1.33420738e-05 2.00071207e-05
1.33385675e-05 1.79672772e-05
1.48683597e-05 1.96039878e-05
1.35845052e-05 1.93021293e-05
2.22027167e-05 3.27823212e-05
2.97014444e-05 4.28190072e-05
7.54120578e-05 9.92404762e-05
1.36309723e-05 2.10376384e-05
1.30609095e-05 1.97966020e-05
5.61509337e-05 7.53164765e-05
1.45001470e-05 1.95331881e-05
2.31808136e-05 3.23074667e-05
