-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 8
slope 0.4871151433292169
intercept 0.0
r2 0.998444145478921
arctan 0.4532866929451001
n_points 69

x y
2.41720519e-05 1.21215088e-05
2.47595202e-05 1.13824222e-05
2.51102909e-05 1.32057609e-05
2.20591064e-05 1.14064090e-05
2.82107267e-05 1.56570930e-05
2.90373616e-05 1.37179919e-05
2.77637223e-05 1.41745682e-05
2.70693537e-05 1.44521865e-05
2.27887640e-05 1.12818352e-05
3.29702693e-05 1.76594246e-05
3.74419474e-05 1.76655220e-05
2.97654137e-05 1.58890247e-05
3.60361883e-05 1.72726519e-05
4.27056023e-05 2.26211365e-05
2.78145756e-05 1.45915167e-05
2.31476093e-05 1.26482022e-05
2.00195035e-05 1.08357240e-05
2.95961030e-05 1.36603578e-05
2.38001098e-05 1.13508388e-05
2.12398928e-05 1.08115794e-05
4.13667184e-05 2.13422988e-05
2.77547047e-05 1.51036232e-05
2.20786044e-05 1.19396555e-05
9.91236139e-05 5.50464185e-05
7.24793174e-04 3.49318166e-04
3.18126619e-05 1.52856901e-05
4.04826538e-05 2.16583032e-05
5.41574745e-05 2.68050101e-05
3.39080934e-05 1.85802844e-05
2.43535364e-05 1.12594128e-05
2.84749467e-05 1.50059074e-05
3.11106478e-05 1.60945693e-05
2.18908710e-05 1.17113387e-05
1.14592209e-04 6.09995219e-05
2.27673002e-05 1.18236357e-05
3.00467680e-05 1.59988643e-05
2.20838162e-05 1.09345918e-05
3.83013977e-05 1.95986799e-05
2.91607162e-05 1.51316345e-05
2.33906245e-05 1.22961857e-05
2.61406805e-05 1.39171693e-05
3.42210065e-05 1.63668408e-05
4.82047173e-05 2.37235548e-05
2.05925114e-04 9.70796792e-05
2.08626140e-05 1.11605103e-05
2.61872577e-05 1.31590478e-05
2.21470075e-05 1.10852467e-05
3.53392212e-05 1.84820508e-05
2.67882950e-05 1.47097646e-05
7.66591326e-05 3.95277665e-05
2.55473360e-05 1.39903290e-05
2.96060958e-05 1.48798863e-05
3.31222925e-05 1.65630094e-05
2.93067963e-05 1.49274046e-05
2.55432475e-05 1.21854205e-05
2.41960775e-05 1.14434515e-05
2.91371514e-05 1.32590606e-05
5.22645017e-05 2.75817134e-05
3.15908099e-05 1.62923560e-05
2.27806185e-05 1.08607393e-05
1.17985622e-04 6.07914761e-05
2.55484789e-05 1.31601259e-05
3.36468424e-05 1.84825777e-05
1.01797165e-04 4.98651139e-05
3.98625609e-05 2.21018512e-05
2.63114247e-05 1.24770899e-05
8.77508859e-05 4.40398880e-05
2.33168283e-05 1.09576955e-05
3.81465604e-05 2.02169922e-05
