Frequency,Intensity
2.188396450000000186e+03,1.466535500000000047e-05
2.188730239999999867e+03,1.008113229999999978e-05
2.189600469999999859e+03,9.038361399999999464e-06
2.189946170000000166e+03,1.051785950000000060e-05
2.190077299999999923e+03,9.794680720000000795e-06
2.190220359999999800e+03,8.126852899999999888e-06
2.190899849999999788e+03,1.309801160000000036e-05
2.191293239999999969e+03,2.221366460000000163e-05
2.191436290000000099e+03,9.239005630000000278e-06
2.191650869999999941e+03,1.072840969999999967e-05
2.192687989999999900e+03,1.015254660000000026e-05
2.193093299999999999e+03,8.581246890000000579e-06
2.193248270000000048e+03,9.778203239999999719e-06
2.193748950000000150e+03,9.802117839999999207e-06
2.194011210000000119e+03,8.271884819999999940e-06
2.194726470000000063e+03,1.012387720000000005e-05
2.195084100000000035e+03,3.407246410000000264e-05
2.195429799999999886e+03,1.096524900000000036e-05
2.196264270000000124e+03,3.752558090000000177e-05
2.196705339999999978e+03,1.541875300000000027e-05
2.197098730000000160e+03,9.616647809999999966e-06
2.197241779999999835e+03,1.319572610000000080e-05
2.197360990000000129e+03,2.388301990000000132e-05
2.197623250000000098e+03,1.084225839999999938e-05
2.198195459999999912e+03,8.553862619999999889e-06
2.199125289999999950e+03,1.174484940000000024e-05
2.199733259999999973e+03,1.849280529999999868e-05
2.200126650000000154e+03,2.271844970000000050e-04
2.200353149999999914e+03,1.217736449999999921e-05
2.200591559999999845e+03,9.949259040000000258e-06
2.200710770000000139e+03,1.298520300000000050e-05
2.201426030000000083e+03,1.330005069999999940e-05
2.201521400000000085e+03,1.285963579999999993e-05
2.201747890000000098e+03,1.059783149999999991e-05
2.202022080000000187e+03,8.589142029999999848e-06
2.203667159999999967e+03,1.131765889999999964e-05
2.204096320000000105e+03,8.161053850000000610e-06
2.204406260000000202e+03,8.268763550000000478e-06
2.204608920000000126e+03,9.033077210000000089e-06
2.205348010000000158e+03,9.630085670000000243e-06
2.206385139999999865e+03,3.208788369999999892e-04
2.207589149999999790e+03,8.141605110000000225e-06
2.207839489999999842e+03,9.999109870000000131e-06
2.208364009999999780e+03,9.804790800000000214e-06
2.208638190000000122e+03,9.439270959999999252e-06
2.209472659999999905e+03,9.369952419999999849e-06
2.210330959999999777e+03,9.427527630000000436e-06
2.211034299999999803e+03,8.479573539999999402e-06
2.211368080000000191e+03,1.112557639999999977e-05
2.212023740000000089e+03,1.185028509999999959e-05
2.212250230000000101e+03,9.522205090000000538e-06
2.213251589999999851e+03,1.089292740000000064e-05
2.213990690000000086e+03,8.523697099999999452e-06
2.214574810000000070e+03,9.457947789999999617e-06
2.215015890000000127e+03,9.795298029999999892e-06
2.216315270000000055e+03,9.785399270000000470e-06
2.216708659999999782e+03,1.794295109999999836e-05
2.216815950000000157e+03,1.447798380000000065e-05
2.217578889999999774e+03,1.216359469999999972e-05
2.217757700000000114e+03,1.006463300000000044e-05
2.218139169999999922e+03,8.199898670000000514e-06
2.218651769999999942e+03,8.949997620000000120e-06
2.218806739999999991e+03,1.058194060000000017e-05
2.219128610000000208e+03,1.189908750000000011e-05
2.219545840000000226e+03,9.572874760000000204e-06
2.219927310000000034e+03,1.004259290000000029e-05
2.221488949999999932e+03,9.473093709999999402e-06
2.221632000000000062e+03,8.521421590000000025e-06
2.222251890000000003e+03,1.311034029999999973e-05
2.223145959999999832e+03,1.186587509999999922e-05
2.223372460000000046e+03,1.049550579999999958e-05
2.223956580000000031e+03,1.994629689999999927e-05
2.224147320000000036e+03,9.742734839999999237e-06
2.224421499999999924e+03,8.756541739999999303e-06
2.225601670000000013e+03,8.705358370000000089e-06
2.225840090000000146e+03,1.086876650000000005e-05
2.226889130000000023e+03,9.643005530000000198e-06
2.227222920000000158e+03,1.030387140000000016e-05
2.227568630000000212e+03,1.186636090000000047e-05
2.228581909999999880e+03,9.387588870000000197e-06
2.229011059999999816e+03,8.700811250000000559e-06
2.229797840000000178e+03,8.565727359999999297e-06
2.230298519999999826e+03,1.214601980000000009e-05
2.231478689999999915e+03,8.162326259999999728e-06
2.231550220000000081e+03,9.247545549999999402e-06
2.232062820000000102e+03,8.555843119999999183e-06
2.232766149999999925e+03,1.085269519999999982e-05
2.233350280000000112e+03,1.109097820000000074e-05
2.233719830000000002e+03,8.786329770000000260e-06
2.234423159999999825e+03,1.231119259999999938e-05
2.234637740000000122e+03,9.279142180000000774e-06
2.235877509999999802e+03,9.721454430000000090e-06
2.237200740000000224e+03,8.685866160000000201e-06
2.237355709999999817e+03,1.477947729999999994e-05
2.238357070000000022e+03,9.599135440000000790e-06
2.239882950000000164e+03,9.043649740000000553e-06
2.240097519999999804e+03,8.806759969999999535e-06
2.241790289999999914e+03,9.063468959999999763e-06
2.243614199999999983e+03,1.034329630000000027e-05
2.243745330000000195e+03,9.180282820000000793e-06
2.243900299999999788e+03,9.571298269999999181e-06
2.244770529999999781e+03,8.693324410000000512e-06
2.246296409999999923e+03,9.161410330000000063e-06
2.246809009999999944e+03,1.535186280000000008e-05
2.247202400000000125e+03,8.676077940000000692e-06
2.247488499999999931e+03,8.375073139999999206e-06
2.247643469999999979e+03,1.184947530000000041e-05
2.247774600000000191e+03,8.615856050000000407e-06
2.248370649999999841e+03,1.216065490000000061e-05
2.250099180000000160e+03,9.525686910000000286e-06
2.250552180000000135e+03,8.931415560000000272e-06
2.250695229999999810e+03,9.295545330000000092e-06
2.251040939999999864e+03,1.077102079999999994e-05
2.252089980000000196e+03,9.054574000000000224e-06
2.252328399999999874e+03,1.054597889999999960e-05
2.252447610000000168e+03,5.060760749999999690e-04
2.252566809999999805e+03,9.135620430000000034e-06
2.252709870000000137e+03,1.099943260000000061e-05
2.253007889999999861e+03,9.666283199999999297e-06
2.253437039999999797e+03,9.631706379999999468e-06
2.253746990000000096e+03,9.968185969999999416e-06
2.254366869999999835e+03,9.067252870000000762e-06
2.254903319999999894e+03,8.326670220000000224e-06
2.255105970000000070e+03,1.046365610000000071e-05
2.256131170000000111e+03,8.655955049999999157e-06
2.256274219999999787e+03,9.567948940000000406e-06
2.256464959999999792e+03,1.213947159999999988e-05
2.257740499999999884e+03,8.618941789999999946e-06
2.257919310000000223e+03,8.266734810000000682e-06
2.259576320000000123e+03,8.270648710000000787e-06
2.259850500000000011e+03,9.335051900000000211e-06
2.260887619999999970e+03,8.878619210000000017e-06
2.261900900000000092e+03,8.717326840000000330e-06
2.262020109999999931e+03,9.479420620000000082e-06
