freq,cluster
5386.11412,16
5634.73701,11
7005.39351,12
5618.39342,15
3532.99379,3
6168.99729,24
6317.84201,16
7295.09592,14
6120.61024,6
6087.43429,12
6674.55196,16
6433.33197,2
5767.04741,0
6776.36862,0
5424.0346,0
6642.92574,12
4237.22267,8
3576.43366,13
4504.2038,12
6570.18423,13
6698.77529,0
7551.89657,14
2539.90889,20
6442.70182,14
6381.51169,20
3606.09293,9
6541.14485,11
3489.97116,20
6946.36106,8
7154.07133,3
5622.73264,12
5016.21962,14
6456.02942,11
6524.24097,8
3437.49523,13
3376.77002,11
4735.42213,12
6079.90026,8
5447.2208,11
6351.26829,14
7498.47889,0
5466.53271,13
4370.71323,0
4522.45474,9
7641.43467,6
5549.99113,12
7436.2874,6
5555.97544,12
7296.89598,16
5163.02586,18
4528.90396,8
5178.28465,12
6431.80609,14
7296.80061,24
6931.09035,13
2979.27856,7
7406.06785,11
7016.08658,20
6747.6511,3
3291.21351,18
2136.0755,15
6456.14862,0
3542.30404,11
6916.17727,11
5489.254,11
3005.00393,11
6163.43021,14
4676.11551,3
4709.26762,11
6753.65925,8
3627.37179,3
6759.63163,12
4736.4831,11
6756.55603,13
6249.88079,16
5969.1906,13
6417.98973,18
7893.44311,9
7318.13908,11
5510.95009,12
4075.65832,11
6621.70649,0
5531.75211,15
3365.4213,18
3603.12462,11
3842.86642,11
7885.53953,12
5389.35661,0
5509.03082,9
3703.95184,11
5577.70729,11
7225.26312,11
6639.94551,3
5623.18563,9
6047.7376,7
7422.97173,2
3515.63692,7
6661.17668,9
6445.71781,9
4589.66494,12
7224.15447,9
5768.59713,20
5521.3809,8
4907.95374,12
4853.57046,3
3058.91037,11
4726.15957,13
5554.79527,14
3688.0374,11
6558.2037,11
5934.38148,11
7026.79157,11
6721.85421,0
4930.99689,3
5828.13025,0
7284.79624,9
7334.74493,1
5826.23482,1
3601.58682,7
6515.68174,11
4736.8288,11
7248.3182,12
6468.31989,9
7377.25496,11
6516.77847,8
3703.90415,11
4736.73344,9
7318.37749,14
4680.91965,4
6594.35987,4
6720.37601,0
6474.67375,0
4547.07146,9
5556.35691,11
3089.42795,13
6316.5307,16
4923.62976,13
7488.04808,18
6906.74782,11
5671.93031,9
7157.27806,9
5601.76373,12
7347.17846,11
7259.17816,11
4102.57578,11
7344.09094,9
7035.79187,9
3872.43032,7
7253.2177,24
4351.23444,9
4140.65123,0
4468.40525,22
4034.0662,8
3712.28456,11
4251.32513,12
4874.71819,16
5601.84717,13
5145.07294,9
4451.62058,9
4925.11988,15
7032.82356,9
3575.87337,11
6754.98247,9
4683.9118,8
3523.43321,3
2979.26664,7
5445.63532,12
6677.78254,18
3125.11921,9
6600.23689,8
5221.12846,6
5315.06538,0
7337.76093,4
7849.29991,11
4034.07812,9
6706.5835,16
6418.34736,20
4719.97261,11
5612.65945,12
5914.24704,3
6494.43865,3
4859.9124,9
7064.95047,11
6026.86405,18
7899.27244,8
7347.09501,11
6685.32848,0
3068.20869,11
4032.58801,13
7866.21571,9
7022.46428,0
5623.09027,11
6432.13987,20
4714.03599,6
5554.89063,13
6151.02053,6
4515.36179,11
7201.34974,11
3748.85798,9
5309.12876,14
7316.48207,11
5092.21554,9
3102.33831,11
4793.13135,9
7693.09998,14
5716.9795,6
4345.36934,12
5768.94283,0
6503.47471,12
5533.52833,11
7310.50968,0
6030.17807,14
4451.50137,9
6133.47292,13
5489.50434,8
5893.2662,9
4679.26264,16
2892.16042,12
6432.04451,20
6722.21184,0
5872.08271,8
5555.14097,9
5670.29715,9
4897.72558,20
6781.05354,9
5577.48079,8
3688.01355,11
7318.29405,11
6804.21591,18
7227.39697,9
6514.07242,12
7406.30627,12
7278.80001,12
6462.66937,9
4006.77919,12
3949.92828,11
6876.9455,0
5005.55038,0
3706.24065,11
5388.05723,3
5767.30967,16
5508.20827,0
4993.64138,12
6506.69336,20
7268.44072,11
3704.7863,13
7209.06258,12
7901.03674,18
7014.82296,1
7347.4288,11
5425.75121,13
5673.42043,0
6287.7655,12
4674.80421,1
5556.24962,13
6875.41962,11
6753.89767,7
4412.36496,12
6721.75884,0
3938.61532,11
6058.90751,7
3231.26316,11
3231.27508,11
4863.16681,0
6841.90989,7
4661.0117,18
3125.0,9
6236.24325,6
5568.61162,13
3597.04494,0
6577.90899,1
4735.67247,9
6517.1361,1
4661.10706,18
6767.23719,9
5318.41516,13
7160.6636,11
3726.04132,13
7207.58438,9
5432.10506,9
3672.13488,13
6312.4299,16
6213.65309,14
3738.904,11
3564.45312,9
7206.07042,11
4282.96328,13
5981.2665,12
7289.60037,12
6708.41932,11
3622.74647,4
6429.02851,13
7329.21362,3
7247.22147,11
6737.113,11
4750.46635,20
3574.28789,9
4360.497,18
6931.32877,11
4668.4742,11
4702.05545,8
7010.47182,12
3594.02895,12
6489.9087,16
4351.60398,9
6339.62154,22
7171.45205,12
6585.22844,7
3748.82221,9
3199.57733,11
6250.15497,16
7354.91514,0
4913.07974,0
5896.25835,17
5547.24932,12
6557.98912,11
6049.77608,13
7406.65197,13
5565.86981,15
5562.9611,0
7963.26399,9
5030.04789,11
5447.24464,11
6198.63272,11
6445.72973,9
4735.56519,4
7033.39577,9
3575.2058,13
7365.60822,11
5777.9789,2
6936.13291,11
3795.15886,16
3685.92739,11
4736.98378,9
5626.67847,12
6889.11676,13
6123.99578,13
7034.51633,9
4908.56171,12
5398.85759,11
6280.64871,16
3704.19025,11
4855.59702,1
7022.61925,0
6729.92468,12
4006.73151,12
6389.90402,4
5210.57844,18
6040.91883,15
6565.8927,11
4906.98814,13
4687.05893,0
5996.96636,6
7886.13558,13
6564.3549,22
6869.28034,12
6981.52781,12
7225.7638,9
7422.98365,4
3704.77438,14
6564.45026,22
6465.5304,11
5623.23332,13
4678.16591,9
4140.87772,11
7482.27835,11
4451.87092,12
6418.47849,18
4433.47692,11
6468.57023,2
4709.7683,7
5495.72706,11
6459.62954,4
6329.16689,8
6717.56268,20
4451.75171,9
7034.95741,9
6702.30389,12
3594.01703,12
3990.90052,11
7226.21679,9
3701.75838,0
5722.12934,22
4494.2379,12
6922.70994,22
6970.76321,18
6793.29634,18
6527.7338,12
5826.92623,9
2649.37878,9
5588.67455,9
2812.50477,9
6626.62983,22
7036.38792,8
5556.49996,9
6755.69773,9
6717.6342,20
3251.94597,9
5700.91009,11
3118.97993,9
6168.40124,21
3688.8957,18
2955.32942,8
5505.44262,20
3676.95093,14
6620.65744,12
5600.90542,9
6816.36333,11
7152.99845,9
4943.49003,0
6300.24672,1
4925.68016,1
3628.98111,13
6400.69246,20
4869.28225,13
7665.99178,21
6321.62094,12
6521.77334,12
5899.93,4
4984.54571,11
6406.5218,13
6432.28292,20
6570.68491,7
3620.64838,11
4659.80768,15
4477.82278,13
6945.27626,22
4735.81553,11
6931.96058,9
7406.55661,11
6124.24612,13
7605.23081,16
5251.89638,11
7127.32077,2
5488.66987,11
7107.92542,7
6722.34297,0
7959.12743,18
5752.64692,9
7679.79622,18
5512.88128,9
5795.02583,11
3088.76038,11
7034.75475,9
5468.84537,11
5365.61012,14
4971.07506,0
4421.50831,1
7355.05819,7
5092.22746,9
7229.00629,0
7253.26538,22
3087.31794,12
5459.51128,11
4444.31305,9
3107.03516,8
7866.22763,9
4057.12128,11
5380.94044,13
4735.91089,10
2901.45874,9
5578.10068,12
3614.68792,11
4537.08172,3
4925.62056,0
3014.60028,9
4708.18281,6
7496.44041,9
7355.15356,15
6610.17895,11
7541.47768,7
6396.16251,12
7950.17481,7
7414.43634,11
3723.88363,12
7679.89159,18
7279.38414,11
7224.5717,9
6775.28381,0
6925.4756,13
3125.33379,9
6722.43834,1
7036.30447,8
4388.33237,4
7420.69483,16
6288.25426,16
6968.34326,7
5063.91525,7
4493.05773,12
6435.56118,16
4858.73222,11
7171.47589,14
5769.25278,16
4418.84995,9
7241.24908,12
2121.32931,13
7959.41353,0
6570.51802,22
6168.63966,22
5537.40263,11
7095.96872,14
4713.02271,0
7208.21619,9
5998.63529,12
7394.55223,9
6540.35807,12
6722.2476,0
6018.32867,8
2433.32386,9
4552.34051,0
5802.94132,9
6537.33015,4
3125.2861,12
6259.53674,18
5968.41574,14
7368.74342,13
7041.12053,11
6256.65188,2
4478.13272,12
5556.7503,9
6673.74134,22
5242.89608,1
6390.16628,12
5710.38723,9
5554.22306,11
5475.19922,12
4860.22234,2
7195.7469,11
5488.5745,13
2939.45074,9
6754.38643,9
7041.00132,0
2499.99762,12
5672.35947,4
3190.54127,0
6432.53326,18
6528.01991,22
7021.29602,8
6757.30705,0
4837.62026,12
5969.50054,11
5948.72236,12
6591.77303,14
7405.36451,11
7329.2613,15
3906.72684,0
7305.46713,16
4736.14931,9
3703.60613,7
5387.22277,20
5468.72616,11
5828.54748,0
6469.13052,6
6978.78599,12
7365.72742,12
5461.40671,9
4735.72016,9
6062.3765,13
3125.23842,9
5318.5463,11
7010.48374,12
6974.36333,11
6525.01583,3
7018.38732,4
5588.80568,13
4635.81085,9
6866.57429,9
6375.15783,12
2122.27106,8
6469.03515,3
4998.94619,12
5969.73896,11
5177.92702,11
7033.57458,9
6255.43594,9
6364.25018,4
4168.66541,0
7496.71459,8
4736.0301,11
4678.17783,9
6394.97042,18
4449.33176,9
6217.40818,22
6353.91474,13
4670.8703,4
6756.19841,9
5432.96337,18
6730.04389,22
6774.47319,8
7142.78221,4
5866.96863,9
3703.475,3
3689.1818,6
4713.24921,9
5255.04351,12
7405.68638,11
7290.12489,11
5996.97828,4
2187.50238,1
6936.63359,20
6061.22017,12
6628.27492,11
6743.86024,22
3229.9757,8
7432.97338,3
2841.48455,11
5027.65179,18
5555.5582,9
7595.07418,11
6926.17893,11
5088.03129,0
6088.01842,13
7021.62981,9
6654.38175,13
6762.19463,0
2792.97829,11
7303.89357,8
4409.8258,12
7525.28906,0
4881.88267,16
6164.00242,11
7226.37177,9
7206.5711,9
6498.18182,14
5364.2869,11
7153.61834,1
3788.48314,9
7071.49506,0
5505.62143,11
7373.54755,8
7162.9405,12
5775.61855,12
3320.43171,8
6396.31748,11
6021.70229,13
7035.47001,9
3311.97977,12
7264.37569,11
7018.62574,3
5872.9291,8
5079.1502,16
6287.14561,15
6364.69126,6
6406.77214,4
2621.55533,12
5702.82936,16
6669.64054,9
6359.77983,11
4657.38773,12
4911.93533,9
3920.49551,3
5446.29097,12
4994.13013,12
4884.8033,16
6405.30586,3
5813.67016,12
4737.57982,11
3966.00962,24
3659.54638,11
7715.11793,7
7851.61257,0
3124.7139,11
2893.36443,12
6033.57553,22
7076.06077,12
7164.40678,15
3532.89843,3
6340.36064,0
6558.87127,4
6464.48135,0
6337.42809,15
5622.64919,12
7404.13666,18
6215.76309,18
6910.8367,11
4947.0067,11
2136.06358,16
5361.6643,12
4644.96613,3
7640.92207,9
4752.76709,22
5970.08467,9
4109.62105,0
4736.39965,9
7291.90111,11
3674.7694,9
6307.1847,11
6777.25077,0
7206.78568,11
7190.08446,4
3674.79324,9
5672.60981,11
5311.70368,6
7493.59131,0
6756.00767,12
5489.15863,8
7197.89267,2
3124.66621,8
4735.94666,11
4193.13908,8
6012.67815,14
5363.21402,14
7402.6227,8
3704.44059,11
6168.80655,24
5325.16241,9
3826.55859,11
6361.71103,12
3721.7617,9
4277.6823,11
6792.72413,9
3232.40757,12
3515.61308,11
6754.5414,8
7404.04129,23
6434.36909,9
3752.92301,11
3704.39291,9
5869.84158,9
4734.87377,11
7008.09956,3
4796.70763,7
6754.67253,9
5683.38633,0
5177.84357,7
5548.02418,11
4485.86941,0
5555.88007,11
6470.83521,6
7405.57909,9
4783.36811,9
3048.94447,11
5711.99656,1
5948.73428,11
5586.40957,15
4736.30428,9
6138.55124,16
5367.92278,3
6756.34146,11
5911.15952,9
5475.6999,14
6528.50866,1
6844.35368,14
3104.25758,11
7302.59418,13
6300.75932,15
3644.526,14
3659.8444,11
5577.03972,11
3735.49461,12
3783.42867,13
4027.10438,11
3703.85647,8
5574.16677,12
5489.0275,12
7207.16715,9
6351.161,16
3516.98399,3
4587.45956,11
5571.17462,0
5788.11169,11
7317.93642,11
5276.5727,11
7678.74718,21
6056.55909,6
4927.55175,8
6431.68688,15
7645.58315,9
6565.2132,11
6431.60343,15
7095.98064,13
2314.44836,8
6319.45133,9
4396.64125,8
7355.54695,7
6408.89406,20
3664.2909,11
6396.5559,11
6757.9031,9
7223.4869,9
5387.25853,20
5284.34515,11
4369.06815,12
5581.9273,7
7381.67763,9
5782.10354,9
3404.85573,11
7305.50289,13
6760.89525,11
3125.53644,11
5554.23498,11
7405.86519,11
5258.64363,11
6622.50519,7
4876.1487,0
4784.71518,0
6751.89495,22
4663.5747,11
3719.67554,12
5445.12272,1
5287.44459,9
2127.61164,9
6417.89436,18
4351.17483,9
7138.93175,12
6753.46851,8
7436.01322,11
6806.39744,3
6677.3653,11
4516.23201,1
3515.55347,21
5316.40053,12
5319.39268,0
6296.53931,24
6601.52435,12
4736.63807,9
5556.15425,12
5839.84852,14
6361.73487,11
5618.36958,16
4487.52642,9
7826.37596,12
3524.8518,16
5170.66717,12
3783.41675,13
6053.91264,0
6349.95699,14
7405.73406,11
7979.6195,9
3644.51408,14
5216.07399,9
6458.74739,12
6037.10413,12
7205.58167,7
7214.92767,14
6480.4554,11
7812.5,9
6431.94914,18
7888.7105,11
7496.72651,8
6395.44725,20
6753.36123,11
6394.99426,18
4806.28014,11
6317.81816,20
6486.45163,24
6506.13308,12
6088.97209,9
4653.08428,11
4736.5427,9
2623.2481,12
4645.66946,11
6774.48511,8
7047.9393,12
7360.25572,0
4168.67733,0
7358.78944,22
7154.09517,2
7232.76138,13
5527.4725,13
6762.68339,8
5112.8149,0
7870.45956,20
5554.59261,18
6390.57159,13
7404.31547,8
6765.58018,18
5581.86769,1
6144.88125,13
5912.95958,11
5386.12604,16
5672.87207,9
3631.6514,12
5404.41275,11
7272.35079,11
6392.46702,14
6311.88154,22
4704.4754,12
7970.67881,13
3703.80878,12
5622.81609,12
4451.38216,4
6351.3875,14
6061.23209,13
6109.76219,13
7902.0381,18
6453.19223,20
7317.84105,13
3703.7611,11
6120.646,9
6515.03801,11
6445.41979,9
4572.43919,11
6768.69154,3
7083.98819,0
7406.22282,11
4475.53396,11
2604.47264,9
4345.4051,16
6418.02549,16
5531.77595,13
4736.87649,8
4556.08368,11
4853.60622,7
3480.78012,15
2130.85413,13
5820.39356,9
7032.95469,11
6396.80624,12
3719.01989,9
5837.19015,9
5466.52079,13
6087.42237,13
3707.64732,11
6589.5915,18
5829.38194,0
6905.43652,18
6349.73049,16
6088.85288,13
6395.35189,20
3124.88079,9
6433.30812,4
6931.1738,9
6560.79054,13
5909.86013,12
6022.09568,14
7422.91212,7
7551.87273,14
6389.36758,20
3668.12944,0
3593.93358,12
3056.63347,11
6311.82194,18
3646.36183,11
7354.70057,1
6756.61564,11
2890.62262,8
2174.90196,8
5363.22594,14
3719.03181,9
4946.04111,12
4676.12743,3
6125.36669,13
5533.70714,11
6339.40697,13
6559.37195,16
5483.42466,8
5744.27843,16
2162.03928,14
7641.42275,6
7008.26645,3
6559.44347,15
4716.74204,11
5871.89198,8
5870.34225,12
6151.04437,7
7208.96721,8
4736.44733,9
4237.23459,8
7900.92945,20
6753.71885,9
4812.64591,11
6938.51709,11
6554.9016,11
3693.31837,0
5556.05888,13
7488.08384,16
3672.12296,13
3675.04358,11
5016.13617,20
5424.01075,0
6708.20475,7
3972.61381,0
7020.50924,9
3701.72262,0
3703.22466,9
3704.67901,12
6210.44636,12
7406.07977,11
4783.85687,12
3496.0866,18
2913.34391,0
6932.60431,22
3561.3656,0
6433.40349,11
6351.28021,14
3585.61277,0
7290.48252,11
3748.69108,11
4654.88434,11
6158.95987,13
4709.27954,9
4451.19143,12
6776.38054,0
3688.87186,20
6665.70663,0
5601.90678,11
6542.63496,9
7224.17831,9
5900.47836,11
4692.48295,12
4696.94138,11
7223.74916,9
2124.02344,7
4451.28679,9
7499.99285,12
4382.97987,9
7284.832,2
7491.43362,1
5556.30922,9
6916.16535,11
7342.68427,3
7227.12278,9
2732.86104,9
4372.56098,18
5521.69085,9
4607.84435,7
6601.75085,11
7317.9841,11
3155.45797,14
6395.60223,13
6721.88997,0
4451.6325,9
4925.1318,14
4793.11943,9
7260.69212,13
6641.25681,13
6706.57158,15
6316.51878,16
7312.01172,13
6756.97327,11
2913.32006,0
3351.17579,9
6418.38312,20
4736.78112,11
4874.74203,18
4719.98453,11
