!Params
!Apodization=Kaiser
!Apodization Beta=6.0
!Band (MHz)=2000.0,8000.0
!Frequency Start (MHz)=2000.0
!Frequency Stop (MHz)=8000.0
!Gate Length (us)=20.0
!Gate Start (us)=0.0
!Normalization Reference Frequency (MHz)=2000.0
!Normalization Scale=1.0
!Normalization Slope (1/MHz)=0.000137
!Zero Pad=2
!Data
!FFT
freq	int_so2	int_water	int_deu
5647.67122	0.00000	0.00002	0.00000
4483.49714	0.00031	0.00000	0.00000
7051.37253	0.00005	0.00000	0.00000
6339.63346	0.00000	0.00003	0.00021
3945.29104	0.00000	0.00002	0.00000
6580.82962	0.00002	0.00000	0.00000
6445.90855	0.00000	0.00002	0.00000
7178.97415	0.00002	0.00000	0.00000
2060.53257	0.00001	0.00000	0.00000
6451.80941	0.00011	0.00000	0.00000
7336.58075	0.00002	0.00000	0.00000
3251.80292	0.00000	0.00003	0.00000
5524.58763	0.00003	0.00000	0.00000
7245.70751	0.00002	0.00000	0.00000
3053.11680	0.00002	0.00000	0.00000
7494.23504	0.00003	0.00000	0.00000
6526.43442	0.00029	0.00000	0.00000
7250.03481	0.00002	0.00000	0.00000
5284.84583	0.00002	0.00000	0.00000
6195.35446	0.00010	0.00000	0.00000
6808.68626	0.00000	0.00000	0.00003
4969.42997	0.00000	0.00003	0.00000
7356.38142	0.00000	0.00000	0.00002
6874.99046	0.00000	0.00003	0.00002
3572.04676	0.00000	0.00010	0.00000
3575.02699	0.00000	0.00004	0.00000
6070.75691	0.00003	0.00000	0.00000
7500.69618	0.00000	0.00002	0.00005
6102.80037	0.00000	0.00000	0.00003
6650.61474	0.00000	0.00004	0.00000
2712.98885	0.00000	0.00005	0.00000
5594.25354	0.00003	0.00000	0.00000
7316.91122	0.00003	0.00000	0.00000
4629.33779	0.00000	0.00000	0.00004
6272.92395	0.00000	0.00003	0.00000
4550.34971	0.00000	0.00004	0.00000
2633.42857	0.00000	0.00000	0.00002
6902.59933	0.00002	0.00000	0.00000
5178.48730	0.00001	0.00000	0.00000
5511.12890	0.00001	0.00000	0.00000
6274.46175	0.00007	0.00000	0.00000
4926.50270	0.00002	0.00000	0.00000
4570.05501	0.00000	0.00002	0.00000
6432.08027	0.00000	0.00003	0.00008
5488.43145	0.00005	0.00000	0.00000
6227.42176	0.00000	0.00000	0.00003
5125.65374	0.00000	0.00002	0.00000
3566.67042	0.00010	0.00000	0.00000
5275.83361	0.00000	0.00002	0.00000
3913.58137	0.00002	0.00000	0.00000
4108.90579	0.00002	0.00000	0.00000
2929.99744	0.00000	0.00000	0.00003
5236.44686	0.00000	0.00002	0.00000
6515.66982	0.00000	0.00003	0.00003
3751.00374	0.00000	0.00002	0.00000
4960.01244	0.00000	0.00000	0.00005
4178.66707	0.00000	0.00015	0.00000
6486.95230	0.00000	0.00002	0.00000
6556.59437	0.00001	0.00000	0.00000
4125.23746	0.00009	0.00000	0.00000
5882.95460	0.00001	0.00000	0.00000
7400.44117	0.00002	0.00000	0.00000
3315.56797	0.00000	0.00031	0.00000
7884.31168	0.00000	0.00002	0.00000
7426.13077	0.00005	0.00000	0.00000
4190.43303	0.00004	0.00000	0.00000
6453.25184	0.00000	0.00000	0.00012
