freq,int_water,int_deu,cluster
3113.98506000,0.00000000,0.00000000,0
3114.22348000,0.00000000,0.00000000,0
3116.90569000,0.00020670,0.00000000,0
3118.97993000,0.00013738,0.00011423,14
3119.11106000,0.00002075,0.00000000,0
3119.25411000,0.00005226,0.00000000,0
3123.06881000,0.00002219,0.00001809,14
3123.08073000,0.00002167,0.00001826,14
3123.66486000,0.00002045,0.00000000,0
3124.02248000,0.00001927,0.00000000,0
3124.22514000,0.00000000,0.00000000,0
3124.32051000,0.00000000,0.00000000,0
3124.36819000,0.00001788,0.00000000,0
3124.41587000,0.00002201,0.00000000,0
3124.46356000,0.00000000,0.00000000,0
3124.51124000,0.00002914,0.00002070,13
3124.57085000,0.00002293,0.00000000,0
3124.66621000,0.00003302,0.00002044,11
3124.76158000,0.00004233,0.00003526,14
3124.79734000,0.00005521,0.00004235,13
3124.84503000,0.00008301,0.00006985,14
3124.88079000,0.00014286,0.00011764,14
3125.00000000,0.02195617,0.01793980,14
3125.11921000,0.00014562,0.00011731,14
3125.15497000,0.00007703,0.00006624,14
3125.20266000,0.00005723,0.00004589,14
3125.23842000,0.00004533,0.00003418,13
3125.33379000,0.00003088,0.00002614,14
3125.38147000,0.00002771,0.00000000,0
3125.48876000,0.00002119,0.00000000,0
3125.58413000,0.00002154,0.00000000,0
3125.67949000,0.00002528,0.00000000,0
3125.88215000,0.00002001,0.00000000,0
3125.97752000,0.00001861,0.00000000,0
3126.09673000,0.00000000,0.00000000,0
3126.28746000,0.00000000,0.00000000,0
3126.37091000,0.00000000,0.00000000,0
3128.25441000,0.00000000,0.00000000,0
3130.36442000,0.00002325,0.00000000,0
3133.28505000,0.00000000,0.00000000,0
3134.94205000,0.00000000,0.00000000,0
3135.40697000,0.00000000,0.00000000,0
3137.25471000,0.00004310,0.00000000,0
3137.45737000,0.00002853,0.00000000,0
3139.81771000,0.00002839,0.00000000,0
3140.40184000,0.00003732,0.00000000,0
3140.93828000,0.00002592,0.00000000,0
3141.21246000,0.00002047,0.00000000,0
3147.10140000,0.00007388,0.00000000,0
3147.80474000,0.00000000,0.00000000,0
3148.07892000,0.00000000,0.00000000,0
3148.81802000,0.00000000,0.00000000,0
3150.11740000,0.00099285,0.00000000,0
3151.02339000,0.00011420,0.00000000,0
3151.05915000,0.00016582,0.00000000,0
3152.14396000,0.00000000,0.00000000,0
3154.87385000,0.00000000,0.00000000,0
3155.99442000,0.00000000,0.00000000,0
3157.79448000,0.00000000,0.00000000,0
3161.56149000,0.00000000,0.00000000,0
