Frequency,Intensity
2.168750759999999900e+03,1.476900099999999978e-05
2.168953419999999824e+03,1.852046960000000149e-05
2.169179920000000038e+03,1.771131350000000127e-05
2.169299129999999877e+03,0.000000000000000000e+00
2.169430260000000089e+03,0.000000000000000000e+00
2.169573310000000220e+03,8.448344120000000028e-06
2.170801159999999982e+03,0.000000000000000000e+00
2.171957489999999780e+03,0.000000000000000000e+00
2.172827720000000227e+03,1.373960349999999928e-05
2.174782749999999851e+03,1.069181099999999994e-05
2.175354960000000119e+03,0.000000000000000000e+00
2.176713940000000093e+03,0.000000000000000000e+00
2.177608009999999922e+03,0.000000000000000000e+00
2.179241179999999986e+03,0.000000000000000000e+00
2.179455759999999827e+03,0.000000000000000000e+00
2.180361750000000029e+03,0.000000000000000000e+00
2.181839939999999842e+03,0.000000000000000000e+00
2.184748649999999998e+03,0.000000000000000000e+00
2.185535429999999906e+03,0.000000000000000000e+00
2.187502379999999903e+03,6.541057870000000125e-05
2.187740800000000036e+03,0.000000000000000000e+00
2.188277239999999892e+03,0.000000000000000000e+00
2.189481260000000020e+03,9.688650600000000461e-06
2.190768720000000030e+03,0.000000000000000000e+00
2.190828320000000076e+03,0.000000000000000000e+00
2.191281320000000051e+03,2.817044099999999933e-05
2.194750309999999899e+03,0.000000000000000000e+00
2.195084100000000035e+03,2.360778059999999945e-05
2.197408680000000004e+03,0.000000000000000000e+00
2.199697490000000016e+03,8.962435009999999676e-06
2.200126650000000154e+03,1.375115120000000059e-05
2.200424669999999878e+03,0.000000000000000000e+00
2.200651170000000093e+03,0.000000000000000000e+00
2.200949189999999817e+03,0.000000000000000000e+00
2.202153209999999945e+03,0.000000000000000000e+00
2.202415469999999914e+03,0.000000000000000000e+00
2.202653879999999845e+03,0.000000000000000000e+00
2.203464509999999791e+03,1.068672599999999998e-05
2.204668520000000171e+03,8.191604339999999706e-06
2.205395700000000033e+03,9.628470980000000410e-06
2.208018300000000181e+03,0.000000000000000000e+00
2.208101749999999811e+03,0.000000000000000000e+00
2.208518979999999829e+03,0.000000000000000000e+00
2.209520340000000033e+03,0.000000000000000000e+00
2.210128310000000056e+03,0.000000000000000000e+00
2.210450170000000071e+03,0.000000000000000000e+00
2.210831639999999879e+03,0.000000000000000000e+00
2.211070060000000012e+03,0.000000000000000000e+00
2.211594579999999951e+03,0.000000000000000000e+00
2.211749549999999999e+03,0.000000000000000000e+00
2.212750910000000204e+03,0.000000000000000000e+00
2.213740350000000035e+03,0.000000000000000000e+00
2.213931079999999838e+03,0.000000000000000000e+00
2.214646339999999782e+03,0.000000000000000000e+00
2.215349670000000060e+03,0.000000000000000000e+00
2.216792109999999866e+03,9.695810300000000080e-06
2.217102049999999963e+03,0.000000000000000000e+00
2.218329909999999927e+03,0.000000000000000000e+00
2.218961719999999787e+03,0.000000000000000000e+00
2.219700809999999819e+03,0.000000000000000000e+00
2.221679689999999937e+03,0.000000000000000000e+00
2.221882340000000113e+03,0.000000000000000000e+00
2.222311499999999796e+03,0.000000000000000000e+00
2.223968510000000151e+03,0.000000000000000000e+00
2.226591109999999844e+03,0.000000000000000000e+00
2.228403089999999793e+03,0.000000000000000000e+00
2.232289310000000114e+03,0.000000000000000000e+00
2.232706549999999879e+03,0.000000000000000000e+00
2.232968809999999849e+03,0.000000000000000000e+00
2.233195299999999861e+03,0.000000000000000000e+00
2.233588699999999790e+03,0.000000000000000000e+00
2.238166330000000016e+03,1.079573650000000051e-05
2.240002160000000003e+03,0.000000000000000000e+00
2.240777019999999993e+03,0.000000000000000000e+00
2.242863179999999829e+03,0.000000000000000000e+00
2.244091030000000046e+03,0.000000000000000000e+00
2.247810359999999946e+03,0.000000000000000000e+00
2.248537539999999808e+03,0.000000000000000000e+00
2.249467369999999846e+03,0.000000000000000000e+00
2.250230309999999918e+03,0.000000000000000000e+00
2.250564100000000053e+03,0.000000000000000000e+00
2.251029010000000198e+03,0.000000000000000000e+00
2.251327040000000125e+03,0.000000000000000000e+00
2.252459530000000086e+03,1.478979400000000052e-05
2.252721790000000055e+03,0.000000000000000000e+00
2.253019809999999779e+03,0.000000000000000000e+00
2.253520489999999882e+03,0.000000000000000000e+00
2.256357669999999871e+03,0.000000000000000000e+00
