freq,cluster
4719.98453,0
4853.51086,17
4396.68894,11
5826.64013,6
4714.02407,31
6661.05747,3
7187.49762,7
4213.34505,0
5553.28131,
6753.48043,3
6685.31656,6
4282.9752,7
7318.42518,8
7032.74012,23
6559.24082,16
3704.63133,2
3489.17246,7
3218.23359,8
6632.47108,2
3241.94431,4
7036.22103,23
6674.9692,15
4351.22252,3
7406.44932,1
5702.12603,24
7259.16624,0
3795.05157,
5390.73944,6
6683.76684,6
6158.84066,11
6246.82903,16
2121.9492,1
5556.40459,11
7899.28436,12
6579.02956,5
6082.76129,11
5178.2608,5
6107.02038,12
7882.52354,5
5500.44775,6
5682.36113,5
4928.17163,2
6974.98322,39
6431.7584,13
4478.77645,20
6647.26496,14
6841.93373,18
6319.52286,10
6228.57809,22
6283.47397,19
5375.8502,2
4308.80785,0
4281.54469,1
7548.86866,8
4994.80963,5
6720.32833,6
6696.22421,8
6561.14817,7
