population ranking 20
slope 0.34554099267097843
intercept 0.0
r2 0.9563552091939411
arctan 0.33269692011867563
n_points 39

x y
3.74600528e-04 1.26160622e-04
1.48179856e-04 5.50050486e-05
2.16315735e-04 8.45508425e-05
1.66440325e-04 5.90585876e-05
2.53329258e-04 8.95870529e-05
2.67515033e-04 9.00145702e-05
1.67560264e-04 5.51083172e-05
1.33021201e-04 5.13276942e-05
1.36120672e-04 4.94286081e-05
1.57134875e-04 5.92444284e-05
1.78495594e-04 6.04923383e-05
1.98803864e-04 7.41020454e-05
1.29106164e-04 4.82313236e-05
2.13110052e-04 7.40825144e-05
1.81481232e-04 7.14758704e-05
1.14538304e-04 4.45861910e-05
1.41084195e-04 5.02234818e-05
1.60080278e-04 5.62796003e-05
1.68355460e-04 6.25174314e-05
1.12318864e-04 4.06680331e-05
1.47964280e-04 5.13290591e-05
1.78807308e-04 6.01916539e-05
1.99604807e-04 6.58620914e-05
2.06659549e-04 6.73834782e-05
1.98771404e-04 6.44857863e-05
1.77511835e-04 5.76685378e-05
1.46749949e-04 4.80959305e-05
1.49591188e-04 4.80449790e-05
1.48013467e-04 4.90663888e-05
1.93224180e-04 6.01121074e-05
1.98267642e-04 7.43079042e-05
2.93311919e-04 9.29968725e-05
1.53412830e-04 4.75055562e-05
1.52175728e-04 4.88352003e-05
1.39063641e-04 5.13629203e-05
3.05123620e-04 1.11882188e-04
1.30650263e-04 4.11276054e-05
1.67758154e-04 5.25110013e-05
3.64707571e-04 1.24970553e-04
