-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 2
slope 0.5054325116316873
intercept 0.0
r2 0.9996527814777068
arctan 0.46798416770058165
n_points 406

x y
2.77089826e-05 1.21574027e-05
4.67234769e-05 2.35970643e-05
4.91112403e-04 2.50890056e-04
9.50253709e-05 4.57336834e-05
1.46917394e-04 6.70895468e-05
1.62788117e-04 7.63792121e-05
1.14452746e-04 5.27328500e-05
1.18685896e-04 5.98562868e-05
5.84946293e-05 2.61872306e-05
7.12557955e-05 3.63755965e-05
2.70588750e-05 1.39819284e-05
6.63128155e-05 3.32272650e-05
2.03720232e-04 1.05867901e-04
1.05992210e-03 5.22127148e-04
2.66207302e-04 1.28797387e-04
1.64835520e-03 7.29322983e-04
3.75205850e-05 1.62752006e-05
2.26269038e-04 1.04252090e-04
3.60820866e-05 1.77429201e-05
2.46657184e-05 1.27718351e-05
4.25304710e-05 2.17824189e-05
1.21739509e-04 5.47308881e-05
7.43104783e-05 3.25599104e-05
6.54706521e-04 3.26743968e-04
6.68654444e-05 2.97352291e-05
2.66063342e-05 1.32344623e-05
4.34983685e-05 2.14416855e-05
7.08427892e-05 3.32983821e-05
2.73401410e-04 1.25138164e-04
2.98561409e-05 1.51477076e-05
3.10834817e-05 1.34264386e-05
2.83619111e-05 1.46367544e-05
3.42098982e-05 1.46131976e-05
3.00440395e-05 1.48920127e-05
3.88013542e-05 1.76528912e-05
3.89736727e-05 1.97877980e-05
2.52444174e-04 1.18074888e-04
5.37695000e-05 2.32672131e-05
4.97091814e-05 2.43961789e-05
6.07830705e-05 3.10570236e-05
2.30700010e-05 1.16778625e-05
7.55324906e-05 3.39303013e-05
3.90790477e-05 1.88705504e-05
3.33588648e-05 1.49939373e-05
9.20779262e-05 4.32948876e-05
6.39313948e-05 3.00220820e-05
6.28935511e-04 3.10600380e-04
3.83903971e-04 1.78544900e-04
2.72548551e-05 1.28316423e-05
3.63632737e-05 1.86139937e-05
7.27392649e-05 3.61962729e-05
9.27815797e-05 4.68587192e-05
1.14599008e-03 5.56916604e-04
3.22256158e-05 1.43161338e-05
1.60790522e-04 8.26080734e-05
7.46828369e-05 3.42368014e-05
6.30337608e-04 3.07350931e-04
2.79871447e-05 1.18221855e-05
6.26558225e-04 2.72043806e-04
1.37840858e-03 6.76305803e-04
3.61817136e-05 1.81800361e-05
6.24692553e-04 2.95507089e-04
5.25957667e-05 2.68565442e-05
5.86893338e-05 2.97064628e-05
1.18461297e-04 5.34722688e-05
7.41007771e-04 3.76141237e-04
2.62022873e-05 1.20243777e-05
4.41595768e-05 2.15452041e-05
8.80873181e-04 4.24785742e-04
4.97046192e-05 2.24051270e-05
9.07432733e-04 4.53666934e-04
5.04157414e-04 2.24746732e-04
7.57024810e-04 3.32084345e-04
3.45568195e-05 1.46363120e-05
3.43522164e-05 1.50658820e-05
5.22865924e-04 2.35643025e-04
4.91616381e-05 2.53019717e-05
3.89707829e-04 1.93522678e-04
7.58223632e-05 3.69724538e-05
5.24502406e-04 2.71463860e-04
1.03304571e-04 5.10810904e-05
2.59785265e-05 1.25038631e-05
2.79407224e-05 1.36841377e-05
2.95126875e-05 1.27015854e-05
6.77069711e-04 2.96463062e-04
2.34840730e-05 1.15380017e-05
2.58036285e-05 1.18796714e-05
3.13855060e-04 1.53710148e-04
4.26709683e-05 2.14091523e-05
3.05389491e-05 1.55573879e-05
6.46782649e-04 3.11284113e-04
2.16736517e-04 9.55521845e-05
7.15259435e-05 3.38041094e-05
7.64030423e-05 3.68044995e-05
7.63674211e-05 3.71149072e-05
4.51494658e-04 2.17609184e-04
6.94013726e-05 3.47227979e-05
1.15491076e-02 5.99383061e-03
4.85630211e-03 2.48934960e-03
1.23530819e-04 6.27910719e-05
1.65868676e-04 8.48545593e-05
1.21557610e-03 5.62763873e-04
1.17119570e-03 6.08308987e-04
5.55734872e-05 2.78443677e-05
2.82573520e-04 1.43104878e-04
1.08584399e-04 5.23427141e-05
3.69690840e-05 1.57577213e-05
1.23554060e-04 6.07980358e-05
2.15609282e-04 1.05462657e-04
2.05658351e-04 1.04882707e-04
3.56477449e-05 1.62703896e-05
1.53504762e-04 6.55091849e-05
4.12886842e-04 1.95557306e-04
6.99213080e-05 3.36623982e-05
4.53130165e-05 2.21514322e-05
5.29930896e-05 2.54560913e-05
2.65060469e-04 1.17738015e-04
2.47692242e-04 1.23942344e-04
3.02995533e-05 1.46121537e-05
3.01836655e-05 1.50793357e-05
1.55117630e-04 7.89013344e-05
8.18361444e-05 4.16441113e-05
2.58021148e-05 1.23180445e-05
2.61787178e-05 1.17584297e-05
8.56624349e-04 4.25985348e-04
6.89014379e-05 3.22152839e-05
3.76408753e-05 1.77917551e-05
3.15754980e-05 1.52562400e-05
2.97744528e-05 1.47932278e-05
1.25092461e-04 6.35865944e-05
8.75797244e-05 4.16335777e-05
2.91811173e-05 1.36644615e-05
2.38692896e-05 1.21813136e-05
2.88196966e-05 1.37991712e-05
2.96703105e-05 1.30130657e-05
3.03455655e-05 1.46756561e-05
2.13799750e-04 1.04630181e-04
3.62562392e-05 1.54651833e-05
3.31270487e-04 1.61369054e-04
2.98323666e-05 1.39811839e-05
2.94453322e-05 1.42676460e-05
4.85486739e-05 2.42940830e-05
8.23430415e-05 3.61909587e-05
7.02542219e-05 3.32712084e-05
6.77307290e-04 3.17268439e-04
6.23803331e-05 2.75380310e-05
7.21258973e-05 3.31017626e-05
3.16314781e-05 1.61787474e-05
7.77990193e-05 4.04286866e-05
2.87731621e-05 1.31620579e-05
1.12651350e-04 5.30638146e-05
7.69006200e-05 3.60751811e-05
5.34467087e-05 2.46060605e-05
3.04612995e-04 1.52565739e-04
3.15223787e-05 1.33820245e-05
2.97032802e-05 1.40156307e-05
1.16636481e-04 5.10907363e-05
