-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 14
slope 0.033007427119139364
intercept 0.0
r2 0.7487278288265549
arctan 0.032995447858983895
n_points 68

x y
7.01674507e-04 1.91149178e-05
7.16013178e-04 4.79371726e-05
3.91168008e-04 1.79020629e-05
3.88831373e-04 1.98504912e-05
9.39951130e-04 2.10479071e-05
4.44556854e-04 1.48006491e-05
2.96315231e-04 1.29376258e-05
2.65708932e-04 1.39324604e-05
1.24557391e-03 3.38569095e-05
3.52658082e-04 2.03384012e-05
8.41285613e-04 3.60039622e-05
7.51130282e-04 2.40674688e-05
1.91396068e-04 1.18009179e-05
2.16283876e-03 1.22723411e-04
4.84358560e-04 2.68237002e-05
1.09303402e-03 4.07230848e-05
7.36923922e-04 2.41653440e-05
1.71516391e-03 5.45651924e-05
1.70749048e-03 5.54742603e-05
2.08390807e-03 1.14496750e-04
2.78858685e-02 1.23234903e-03
3.06498055e-03 1.43622331e-04
5.80475665e-03 2.71888321e-05
6.22186601e-03 3.42852844e-05
2.92044947e-03 1.26919613e-05
3.50050305e-03 1.04679443e-04
1.71284309e-02 2.06359008e-04
1.13306386e-02 1.33280001e-04
4.22014781e-04 1.59295793e-05
6.15168639e-03 2.26316373e-04
6.32088004e-04 1.89589461e-05
3.23182048e-04 1.34355673e-05
6.25909539e-04 1.19702065e-05
8.02137494e-04 1.16608197e-05
4.66200845e-04 1.43278545e-05
4.28954928e-03 1.97472807e-05
4.08713142e-03 2.32399494e-05
1.83691698e-03 2.62611437e-05
1.88288059e-03 2.58255749e-05
1.23144506e-03 2.02002523e-05
1.42975972e-03 4.71159632e-05
4.68246734e-04 2.08862979e-05
3.09323211e-04 1.55307163e-05
2.78719510e-04 1.20604367e-05
3.06480805e-04 1.33141861e-05
3.23831263e-04 1.23565865e-05
4.31370276e-04 1.78498841e-05
3.93246388e-04 2.01147426e-05
5.34938171e-04 1.98631872e-05
6.59232836e-04 1.40595762e-05
3.59415113e-04 1.76145618e-05
6.71530181e-04 3.83523701e-05
2.29140068e-03 1.41973412e-04
1.87346679e-04 1.19571019e-05
9.80383645e-03 5.35199533e-04
8.42261073e-03 3.25472779e-04
3.24209084e-03 1.42897571e-04
2.41101036e-03 1.57561758e-04
2.81096014e-03 9.99694654e-05
2.03662659e-03 1.23583489e-04
9.28403440e-04 1.19265815e-05
9.91389650e-04 1.88273044e-05
1.90192210e-03 7.27120238e-05
3.74621039e-03 4.63535123e-05
1.88078633e-03 1.56648378e-05
2.49419968e-03 1.29581950e-05
7.94071808e-03 2.55077587e-04
5.10938559e-03 2.99035202e-04
