-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 18
slope 2.398626257143069
intercept 0.0
r2 0.999995055735316
arctan 1.1758018915380481
n_points 30

x y
7.58933892e-05 1.85752690e-04
6.49062625e-05 1.56262887e-04
2.62298134e-05 6.32251542e-05
6.67418416e-04 1.67397844e-03
7.76158884e-04 1.85710690e-03
4.74731544e-05 1.12998452e-04
6.30990358e-04 1.52097675e-03
6.94802370e-05 1.75824320e-04
2.77895259e-05 6.86675228e-05
1.57010328e-02 3.76862058e-02
1.57081793e-02 3.76441454e-02
2.55426283e-05 6.14762629e-05
7.70783145e-04 1.88760933e-03
2.25703453e-04 5.47286279e-04
3.19047942e-05 7.96409206e-05
1.43768208e-04 3.53248683e-04
2.13540650e-05 5.18728107e-05
3.42722597e-04 8.19874285e-04
3.45473415e-04 8.17943441e-04
1.14913166e-04 2.78037582e-04
9.03770528e-04 2.22666996e-03
9.68567356e-05 2.43437234e-04
3.98682282e-05 9.62278363e-05
2.24297644e-05 5.47855764e-05
7.48696458e-05 1.79273529e-04
6.14824352e-05 1.50945672e-04
2.05415487e-05 5.09123601e-05
1.04381142e-04 2.59355097e-04
7.02190731e-05 1.74511292e-04
5.16029256e-05 1.28349014e-04
