-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 21
slope 0.9744808921274282
intercept 0.0
r2 0.9999984132466546
arctan 0.7724744186310868
n_points 18

x y
1.37556306e-04 1.34235206e-04
2.83418713e-03 2.76020336e-03
1.32836576e-04 1.30235044e-04
1.29286455e-04 1.27347758e-04
2.41137410e-04 2.37000462e-04
2.24275093e-05 2.19743258e-05
5.01560649e-05 4.94156970e-05
5.46711312e-05 5.36764547e-05
5.21142443e-05 5.09146445e-05
3.68309936e-05 3.59774479e-05
2.20091775e-03 2.14597456e-03
6.16624117e-04 6.00758768e-04
9.26365206e-05 9.09688120e-05
4.09468428e-05 3.99425857e-05
1.98963090e-05 1.95351044e-05
3.68362229e-05 3.59391481e-05
5.43882800e-05 5.29168170e-05
5.61514328e-04 5.49264743e-04
