-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 16
slope 1.8116668048943294
intercept 0.0
r2 0.9979739889720076
arctan 1.066435859262057
n_points 55

x y
4.06400612e-05 7.70218156e-05
4.24904642e-04 7.27325059e-04
4.24853084e-04 7.29986718e-04
5.85936298e-05 1.09367998e-04
3.06323603e-05 5.60438109e-05
2.67287944e-05 4.83543026e-05
6.51176150e-04 1.13150888e-03
1.89437847e-04 3.34300172e-04
9.11104198e-04 1.70109878e-03
9.44528811e-04 1.77944796e-03
3.82461328e-05 7.28678855e-05
7.77656464e-05 1.47775430e-04
2.61445663e-05 4.77220564e-05
8.81944635e-05 1.57418425e-04
3.16592377e-05 5.86602360e-05
2.87517634e-05 4.95730273e-05
3.02435297e-04 5.25214100e-04
6.65249174e-05 1.23490652e-04
3.84900288e-04 6.73532515e-04
2.64721069e-05 5.02864058e-05
1.61518682e-04 2.87721092e-04
2.44358983e-05 4.26628029e-05
2.58792989e-05 4.64337745e-05
1.38229103e-04 2.37327532e-04
6.25104584e-05 1.07771598e-04
3.85661410e-04 6.65625155e-04
5.66157883e-04 1.02576005e-03
2.72263013e-05 5.00024340e-05
5.32533739e-05 9.29448835e-05
3.94800805e-04 7.13463099e-04
2.56981867e-05 4.59076833e-05
4.78316364e-05 8.96111037e-05
6.11237090e-05 1.14984456e-04
2.00753507e-05 3.64926028e-05
3.11455068e-05 5.52998881e-05
4.78986696e-05 8.69201063e-05
2.69990429e-04 4.98602658e-04
2.24485106e-05 4.18899941e-05
3.71009629e-05 6.39016186e-05
7.52729097e-05 1.30564888e-04
1.98814117e-05 3.79664418e-05
3.10843055e-05 5.78254900e-05
1.07552797e-04 2.03498458e-04
1.03693389e-04 1.85609959e-04
5.43138431e-05 9.37346454e-05
4.02336058e-04 7.01779923e-04
2.69242034e-05 4.96648088e-05
2.79417884e-05 4.95424383e-05
2.80619219e-05 4.93282305e-05
1.76619762e-04 3.10379078e-04
5.96953471e-05 1.04310423e-04
9.55085354e-05 1.67205580e-04
7.33095909e-05 1.38352946e-04
9.50644959e-05 1.63458180e-04
2.85721634e-05 5.22019527e-05
