-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 5
slope 0.8789799211461894
intercept 0.0
r2 0.9983900306155735
arctan 0.7210796733058066
n_points 293

x y
3.97661402e-04 3.31863803e-04
7.19421758e-05 6.56604091e-05
2.87174335e-04 2.72217661e-04
3.13976515e-03 2.62377497e-03
2.14336801e-05 1.82985354e-05
2.01756669e-04 1.84340443e-04
1.56602246e-04 1.47552043e-04
1.56554673e-04 1.49455575e-04
5.05791561e-05 4.18750799e-05
4.53992265e-05 4.07586717e-05
1.00588652e-04 9.08310152e-05
2.54247908e-05 2.19760650e-05
2.53888921e-04 2.11701436e-04
2.66297528e-05 2.24945253e-05
3.15487890e-05 2.68129856e-05
4.90109299e-05 4.50767619e-05
4.80598456e-05 4.44702230e-05
5.60312868e-05 5.07940245e-05
4.33912631e-04 3.87358725e-04
6.13227904e-05 5.37748847e-05
5.83252269e-05 5.13741222e-05
2.31670225e-05 2.18481976e-05
4.84226250e-05 4.40233268e-05
7.44538924e-05 6.39944975e-05
4.52801071e-03 4.34211528e-03
9.35418834e-05 8.43296804e-05
2.53359283e-05 2.18550997e-05
2.08130908e-04 1.90236129e-04
1.19097241e-04 1.04554130e-04
2.03792660e-05 1.86833846e-05
5.87674461e-05 5.18016392e-05
1.35374067e-03 1.21471486e-03
9.73254890e-05 8.36635847e-05
5.88820269e-05 5.68996006e-05
5.22529327e-04 4.43381787e-04
5.40768121e-05 5.24967406e-05
2.89895173e-05 2.76582855e-05
2.76703547e-04 2.31394871e-04
2.01298304e-04 1.71877145e-04
1.42306078e-04 1.19547347e-04
6.51620567e-05 5.67381933e-05
6.57031003e-05 5.64390929e-05
3.67035264e-04 3.05568039e-04
3.55574324e-05 3.22966777e-05
3.55064197e-05 3.25909162e-05
1.40885879e-03 1.16698055e-03
1.28528972e-04 1.12885897e-04
3.17631385e-03 2.79281573e-03
1.56417898e-04 1.40735312e-04
6.99204099e-05 6.79019652e-05
2.13296998e-05 2.04652069e-05
2.46109112e-03 2.06030070e-03
2.91518698e-04 2.64564182e-04
3.94458575e-05 3.42590086e-05
4.85117516e-05 4.06317508e-05
7.08704025e-05 6.34516622e-05
2.87764071e-05 2.48366615e-05
1.53552197e-03 1.47410749e-03
5.04751069e-04 4.57430452e-04
6.09460279e-05 5.04400161e-05
5.11339701e-04 4.64257664e-04
1.00197653e-04 8.48466016e-05
9.99187411e-05 8.45421677e-05
6.69161415e-05 5.85992115e-05
1.10396380e-04 1.02198842e-04
9.32515168e-03 8.53351850e-03
2.45225203e-04 2.27871677e-04
5.02017000e-05 4.31803541e-05
5.04441141e-05 4.22953326e-05
9.95841723e-05 9.51098176e-05
8.49546285e-05 8.09880894e-05
7.40395385e-05 7.17453589e-05
4.35232626e-05 4.08156296e-05
3.53282000e-05 3.05971152e-05
5.75338058e-05 5.50382387e-05
2.91147408e-04 2.73087220e-04
8.96306232e-05 8.29040065e-05
7.01053235e-05 6.07178880e-05
2.90076864e-05 2.79210210e-05
2.79488888e-05 2.56513120e-05
3.87860598e-05 3.33081517e-05
3.18317728e-05 3.06009169e-05
4.93954968e-05 4.44451075e-05
3.12794676e-03 2.59173257e-03
2.88949087e-05 2.47518601e-05
4.15809015e-05 3.85362439e-05
3.92962843e-05 3.81812063e-05
5.12579221e-05 4.74378887e-05
5.12349134e-05 4.92842878e-05
1.23755282e-03 1.05143712e-03
2.42934291e-05 2.19018883e-05
8.04184388e-03 6.65608685e-03
2.10364733e-05 2.00569229e-05
1.34868378e-03 1.17377472e-03
3.21248565e-05 3.00831722e-05
2.03390333e-05 1.90468542e-05
6.88185844e-05 5.97016887e-05
1.43345047e-03 1.26769701e-03
8.97726632e-05 7.86154813e-05
5.37776046e-05 4.86647712e-05
2.62485893e-05 2.54790781e-05
6.35308105e-05 5.36371819e-05
1.24679713e-04 1.11587656e-04
3.67033329e-03 3.25410973e-03
1.01319686e-02 8.76621955e-03
9.56614653e-03 8.46195378e-03
6.44708470e-05 5.89674003e-05
3.08241039e-05 2.60362980e-05
4.18504746e-05 3.50953729e-05
4.64137428e-05 3.86532637e-05
