-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 19
slope 10.721778141926306
intercept 0.0
r2 0.684340229614611
arctan 1.4777972569736328
n_points 19

x y
5.51758841e-05 5.38186987e-04
2.75286001e-05 5.21257053e-04
9.80057093e-05 9.49936512e-04
5.96751477e-05 8.26196177e-04
1.28888826e-04 1.30016571e-03
6.03291303e-05 1.60729484e-03
1.40838300e-04 1.43970900e-03
1.36711077e-04 1.27667787e-03
1.28994213e-04 1.24406474e-03
6.00763446e-05 1.04366438e-03
1.18544389e-04 1.09088772e-03
2.01204645e-05 5.35384558e-04
2.30070602e-05 2.00400939e-04
2.15979635e-04 2.24789362e-03
6.96378336e-05 9.73082863e-04
5.86365243e-05 6.47069800e-04
9.00255108e-05 8.98136526e-04
4.46403546e-05 4.54137179e-04
3.06365746e-05 2.85224353e-04
