-------- Hyperameters ---------
angular threshold 0.04
Maximum n of clusters 30
Maximum iterations 10000
Angle growth 0.0
Maximum angle allowed 0.04
Min samples 2
-------- Variables ---------
population ranking 22
slope 1.4219856355854703
intercept 0.0
r2 0.9998984750325245
arctan 0.9578978463622367
n_points 15

x y
6.41370488e-04 8.94298182e-04
4.47006246e-05 6.29599912e-05
1.45933462e-04 2.05202368e-04
4.23722435e-04 6.06671736e-04
2.11463847e-05 2.98377592e-05
4.99831322e-05 7.10885264e-05
8.42437537e-04 1.20059330e-03
7.59010614e-04 1.07247987e-03
5.36531402e-05 7.57496602e-05
1.28309056e-04 1.79718894e-04
3.47091280e-05 4.92655853e-05
6.68900607e-04 9.50931128e-04
8.27514047e-05 1.16765160e-04
6.55244565e-05 9.34796133e-05
1.38756289e-03 1.98283293e-03
